GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
8600000US76263,76263,ZCTA5 76263,-,**
8600000US76264,76264,ZCTA5 76264,107500,24704
8600000US76265,76265,ZCTA5 76265,88200,21773
8600000US76266,76266,ZCTA5 76266,135700,20898
8600000US76268,76268,ZCTA5 76268,45000,14050
8600000US76270,76270,ZCTA5 76270,87900,30178
8600000US76271,76271,ZCTA5 76271,109900,14928
8600000US76272,76272,ZCTA5 76272,132200,28725
8600000US76273,76273,ZCTA5 76273,106700,16817
8600000US76301,76301,ZCTA5 76301,47300,2968
8600000US76302,76302,ZCTA5 76302,103500,8462
8600000US76305,76305,ZCTA5 76305,90500,13835
8600000US76306,76306,ZCTA5 76306,73500,4416
8600000US76308,76308,ZCTA5 76308,130900,8592
8600000US76309,76309,ZCTA5 76309,104300,11663
8600000US76310,76310,ZCTA5 76310,117500,4529
8600000US76311,76311,ZCTA5 76311,-,**
8600000US76351,76351,ZCTA5 76351,56900,9121
8600000US76354,76354,ZCTA5 76354,91200,10312
8600000US76357,76357,ZCTA5 76357,68400,6430
8600000US76360,76360,ZCTA5 76360,50800,7184
8600000US76363,76363,ZCTA5 76363,39400,40699
8600000US76364,76364,ZCTA5 76364,65600,6545
8600000US76365,76365,ZCTA5 76365,78200,10359
8600000US76366,76366,ZCTA5 76366,73900,8664
8600000US76367,76367,ZCTA5 76367,84900,4106
8600000US76370,76370,ZCTA5 76370,32100,10614
8600000US76371,76371,ZCTA5 76371,43900,5296
8600000US76372,76372,ZCTA5 76372,45400,10338
8600000US76373,76373,ZCTA5 76373,27800,3195
8600000US76374,76374,ZCTA5 76374,54300,6079
8600000US76377,76377,ZCTA5 76377,59100,7199
8600000US76379,76379,ZCTA5 76379,80000,15340
8600000US76380,76380,ZCTA5 76380,72700,7650
8600000US76384,76384,ZCTA5 76384,62600,4744
8600000US76388,76388,ZCTA5 76388,23600,7069
8600000US76389,76389,ZCTA5 76389,103700,17844
8600000US76401,76401,ZCTA5 76401,115700,8328
8600000US76402,76402,ZCTA5 76402,-,**
8600000US76424,76424,ZCTA5 76424,67700,8095
8600000US76426,76426,ZCTA5 76426,119300,15307
8600000US76427,76427,ZCTA5 76427,58900,10089
8600000US76429,76429,ZCTA5 76429,160600,231945
8600000US76430,76430,ZCTA5 76430,67100,10187
8600000US76431,76431,ZCTA5 76431,111700,42285
8600000US76432,76432,ZCTA5 76432,86300,21490
8600000US76433,76433,ZCTA5 76433,183200,32337
8600000US76435,76435,ZCTA5 76435,47800,16056
8600000US76436,76436,ZCTA5 76436,287500,501055
8600000US76437,76437,ZCTA5 76437,65700,13391
8600000US76442,76442,ZCTA5 76442,71800,9392
8600000US76443,76443,ZCTA5 76443,68800,11988
8600000US76444,76444,ZCTA5 76444,76100,13544
8600000US76445,76445,ZCTA5 76445,41400,25374
8600000US76446,76446,ZCTA5 76446,75600,19657
8600000US76448,76448,ZCTA5 76448,84500,14870
8600000US76449,76449,ZCTA5 76449,79500,19675
8600000US76450,76450,ZCTA5 76450,97300,9980
8600000US76452,76452,ZCTA5 76452,-,**
8600000US76453,76453,ZCTA5 76453,129400,53068
8600000US76454,76454,ZCTA5 76454,61800,7670
8600000US76455,76455,ZCTA5 76455,70400,14665
8600000US76457,76457,ZCTA5 76457,129600,20237
8600000US76458,76458,ZCTA5 76458,79400,10344
8600000US76459,76459,ZCTA5 76459,43800,41615
8600000US76460,76460,ZCTA5 76460,106000,49977
8600000US76462,76462,ZCTA5 76462,148900,28878
8600000US76463,76463,ZCTA5 76463,74500,27760
8600000US76464,76464,ZCTA5 76464,65600,13764
8600000US76466,76466,ZCTA5 76466,56200,5551
8600000US76469,76469,ZCTA5 76469,63300,29454
8600000US76470,76470,ZCTA5 76470,54900,5030
8600000US76471,76471,ZCTA5 76471,53400,5524
8600000US76472,76472,ZCTA5 76472,98300,32494
8600000US76474,76474,ZCTA5 76474,194400,135879
8600000US76475,76475,ZCTA5 76475,64800,10535
8600000US76476,76476,ZCTA5 76476,128400,18506
8600000US76481,76481,ZCTA5 76481,-,**
8600000US76483,76483,ZCTA5 76483,55800,7386
8600000US76484,76484,ZCTA5 76484,108000,26378
8600000US76486,76486,ZCTA5 76486,92200,37437
8600000US76487,76487,ZCTA5 76487,132800,31300
8600000US76490,76490,ZCTA5 76490,32500,158973
8600000US76491,76491,ZCTA5 76491,55600,18158
8600000US76501,76501,ZCTA5 76501,91400,4694
8600000US76502,76502,ZCTA5 76502,137700,4594
8600000US76504,76504,ZCTA5 76504,88900,3821
8600000US76508,76508,ZCTA5 76508,-,**
8600000US76511,76511,ZCTA5 76511,88500,14140
8600000US76513,76513,ZCTA5 76513,144700,8470
8600000US76518,76518,ZCTA5 76518,85000,27109
8600000US76519,76519,ZCTA5 76519,46400,34746
8600000US76520,76520,ZCTA5 76520,79600,7765
8600000US76522,76522,ZCTA5 76522,104300,5296
8600000US76523,76523,ZCTA5 76523,-,**
8600000US76524,76524,ZCTA5 76524,85100,7624
8600000US76525,76525,ZCTA5 76525,115500,33272
8600000US76527,76527,ZCTA5 76527,156900,31130
8600000US76528,76528,ZCTA5 76528,90900,6250
8600000US76530,76530,ZCTA5 76530,100500,14365
8600000US76531,76531,ZCTA5 76531,79000,6948
8600000US76534,76534,ZCTA5 76534,95800,15611
8600000US76537,76537,ZCTA5 76537,122200,7709
8600000US76538,76538,ZCTA5 76538,92900,11191
8600000US76539,76539,ZCTA5 76539,151500,15030
8600000US76541,76541,ZCTA5 76541,69300,5911
8600000US76542,76542,ZCTA5 76542,142300,4626
8600000US76543,76543,ZCTA5 76543,90200,2548
8600000US76544,76544,ZCTA5 76544,46200,47402
8600000US76548,76548,ZCTA5 76548,162500,11353
8600000US76549,76549,ZCTA5 76549,122800,4432
8600000US76550,76550,ZCTA5 76550,111800,11425
8600000US76554,76554,ZCTA5 76554,96000,14952
8600000US76556,76556,ZCTA5 76556,69800,16155
8600000US76557,76557,ZCTA5 76557,94700,21449
8600000US76559,76559,ZCTA5 76559,128400,6907
8600000US76561,76561,ZCTA5 76561,80400,7865
8600000US76565,76565,ZCTA5 76565,65500,271409
8600000US76566,76566,ZCTA5 76566,114600,61213
8600000US76567,76567,ZCTA5 76567,73700,15550
8600000US76569,76569,ZCTA5 76569,86600,10960
8600000US76570,76570,ZCTA5 76570,55900,10243
8600000US76571,76571,ZCTA5 76571,219100,20048
8600000US76573,76573,ZCTA5 76573,-,**
8600000US76574,76574,ZCTA5 76574,111800,3650
8600000US76577,76577,ZCTA5 76577,105900,27857
8600000US76578,76578,ZCTA5 76578,103400,29899
8600000US76579,76579,ZCTA5 76579,103200,11577
8600000US76596,76596,ZCTA5 76596,-,**
8600000US76597,76597,ZCTA5 76597,-,**
8600000US76598,76598,ZCTA5 76598,-,**
8600000US76599,76599,ZCTA5 76599,-,**
8600000US76621,76621,ZCTA5 76621,118100,10902
8600000US76622,76622,ZCTA5 76622,73800,12819
8600000US76623,76623,ZCTA5 76623,80700,15547
8600000US76624,76624,ZCTA5 76624,96700,10969
8600000US76626,76626,ZCTA5 76626,108900,16757
8600000US76627,76627,ZCTA5 76627,89000,8289
8600000US76628,76628,ZCTA5 76628,80000,37400
8600000US76629,76629,ZCTA5 76629,77700,21274
8600000US76630,76630,ZCTA5 76630,125000,35652
8600000US76631,76631,ZCTA5 76631,88600,11696
8600000US76632,76632,ZCTA5 76632,51900,5373
8600000US76633,76633,ZCTA5 76633,164200,14124
8600000US76634,76634,ZCTA5 76634,108200,11041
8600000US76635,76635,ZCTA5 76635,70500,19303
8600000US76636,76636,ZCTA5 76636,89700,36592
8600000US76637,76637,ZCTA5 76637,98800,36300
8600000US76638,76638,ZCTA5 76638,239400,26172
8600000US76639,76639,ZCTA5 76639,72300,16994
8600000US76640,76640,ZCTA5 76640,88700,32977
8600000US76641,76641,ZCTA5 76641,59300,6531
8600000US76642,76642,ZCTA5 76642,102300,15650
8600000US76643,76643,ZCTA5 76643,137000,4876
8600000US76645,76645,ZCTA5 76645,83900,5697
8600000US76648,76648,ZCTA5 76648,72700,8411
8600000US76649,76649,ZCTA5 76649,65800,23927
8600000US76650,76650,ZCTA5 76650,29300,18820
8600000US76651,76651,ZCTA5 76651,90300,7885
8600000US76652,76652,ZCTA5 76652,75400,10341
8600000US76653,76653,ZCTA5 76653,67100,18670
8600000US76654,76654,ZCTA5 76654,86100,30974
8600000US76655,76655,ZCTA5 76655,154900,12697
8600000US76656,76656,ZCTA5 76656,65500,9022
8600000US76657,76657,ZCTA5 76657,124500,27840
8600000US76660,76660,ZCTA5 76660,55300,12659
8600000US76661,76661,ZCTA5 76661,54600,6081
8600000US76664,76664,ZCTA5 76664,65000,15861
8600000US76665,76665,ZCTA5 76665,84700,15203
8600000US76666,76666,ZCTA5 76666,53300,38569
8600000US76667,76667,ZCTA5 76667,74800,7169
8600000US76670,76670,ZCTA5 76670,86700,11493
8600000US76671,76671,ZCTA5 76671,81000,10730
8600000US76673,76673,ZCTA5 76673,60600,14426
8600000US76676,76676,ZCTA5 76676,63800,25601
8600000US76678,76678,ZCTA5 76678,38100,46066
8600000US76679,76679,ZCTA5 76679,69500,15007
8600000US76680,76680,ZCTA5 76680,74200,4249
8600000US76681,76681,ZCTA5 76681,65600,22214
8600000US76682,76682,ZCTA5 76682,83200,8247
8600000US76685,76685,ZCTA5 76685,-,**
8600000US76686,76686,ZCTA5 76686,64400,22334
8600000US76687,76687,ZCTA5 76687,132100,29019
8600000US76689,76689,ZCTA5 76689,96700,16596
8600000US76690,76690,ZCTA5 76690,82900,6317
8600000US76691,76691,ZCTA5 76691,105000,11208
8600000US76692,76692,ZCTA5 76692,83300,9510
8600000US76693,76693,ZCTA5 76693,76500,12703
8600000US76701,76701,ZCTA5 76701,63200,7249
8600000US76704,76704,ZCTA5 76704,48500,13517
8600000US76705,76705,ZCTA5 76705,81000,3725
8600000US76706,76706,ZCTA5 76706,94400,6021
8600000US76707,76707,ZCTA5 76707,59300,3771
8600000US76708,76708,ZCTA5 76708,101900,7391
8600000US76710,76710,ZCTA5 76710,115600,4974
8600000US76711,76711,ZCTA5 76711,60900,3373
8600000US76712,76712,ZCTA5 76712,167800,4071
8600000US76798,76798,ZCTA5 76798,-,**
8600000US76801,76801,ZCTA5 76801,85100,4625
8600000US76802,76802,ZCTA5 76802,108500,10809
8600000US76820,76820,ZCTA5 76820,673100,553547
8600000US76821,76821,ZCTA5 76821,66800,10628
8600000US76823,76823,ZCTA5 76823,70600,18759
8600000US76824,76824,ZCTA5 76824,-,**
8600000US76825,76825,ZCTA5 76825,69200,7564
8600000US76827,76827,ZCTA5 76827,80000,43155
8600000US76828,76828,ZCTA5 76828,71600,10214
8600000US76831,76831,ZCTA5 76831,-,**
8600000US76832,76832,ZCTA5 76832,87400,22071
8600000US76834,76834,ZCTA5 76834,57000,11681
8600000US76836,76836,ZCTA5 76836,-,**
8600000US76837,76837,ZCTA5 76837,72400,11508
8600000US76841,76841,ZCTA5 76841,-,**
8600000US76842,76842,ZCTA5 76842,167000,592433
8600000US76844,76844,ZCTA5 76844,94700,26610
8600000US76845,76845,ZCTA5 76845,120000,196099
8600000US76848,76848,ZCTA5 76848,139600,25848
8600000US76849,76849,ZCTA5 76849,87600,18345
8600000US76852,76852,ZCTA5 76852,75600,30277
8600000US76853,76853,ZCTA5 76853,92100,26914
8600000US76854,76854,ZCTA5 76854,85300,113811
8600000US76856,76856,ZCTA5 76856,165900,26388
8600000US76857,76857,ZCTA5 76857,84300,8256
8600000US76858,76858,ZCTA5 76858,27500,10994
8600000US76859,76859,ZCTA5 76859,53100,14850
8600000US76861,76861,ZCTA5 76861,86800,8360
8600000US76862,76862,ZCTA5 76862,119000,239930
8600000US76864,76864,ZCTA5 76864,97500,139950
8600000US76865,76865,ZCTA5 76865,110000,334619
8600000US76866,76866,ZCTA5 76866,72000,7221
8600000US76869,76869,ZCTA5 76869,-,**
8600000US76870,76870,ZCTA5 76870,49100,57309
8600000US76871,76871,ZCTA5 76871,47900,29183
8600000US76872,76872,ZCTA5 76872,105600,64049
8600000US76873,76873,ZCTA5 76873,341700,97877
8600000US76874,76874,ZCTA5 76874,-,**
8600000US76875,76875,ZCTA5 76875,93500,22915
8600000US76877,76877,ZCTA5 76877,70300,7003
8600000US76878,76878,ZCTA5 76878,60100,10623
8600000US76882,76882,ZCTA5 76882,38500,9333
8600000US76884,76884,ZCTA5 76884,62500,230889
8600000US76885,76885,ZCTA5 76885,-,**
8600000US76887,76887,ZCTA5 76887,737500,1012010
8600000US76888,76888,ZCTA5 76888,55000,36710
8600000US76890,76890,ZCTA5 76890,110700,41743
8600000US76901,76901,ZCTA5 76901,88400,3349
8600000US76903,76903,ZCTA5 76903,64500,3135
8600000US76904,76904,ZCTA5 76904,157200,4449
8600000US76905,76905,ZCTA5 76905,93700,7936
8600000US76908,76908,ZCTA5 76908,-,**
8600000US76930,76930,ZCTA5 76930,70300,51371
8600000US76932,76932,ZCTA5 76932,67200,5610
8600000US76933,76933,ZCTA5 76933,76800,11663
8600000US76934,76934,ZCTA5 76934,78100,17541
8600000US76935,76935,ZCTA5 76935,151700,44858
8600000US76936,76936,ZCTA5 76936,85200,11447
8600000US76937,76937,ZCTA5 76937,-,**
8600000US76939,76939,ZCTA5 76939,80500,20103
8600000US76940,76940,ZCTA5 76940,-,**
8600000US76941,76941,ZCTA5 76941,76800,38412
8600000US76943,76943,ZCTA5 76943,53900,21815
8600000US76945,76945,ZCTA5 76945,69500,14428
8600000US76949,76949,ZCTA5 76949,-,**
8600000US76950,76950,ZCTA5 76950,80100,9890
8600000US76951,76951,ZCTA5 76951,71900,21946
8600000US76953,76953,ZCTA5 76953,30800,59773
8600000US76955,76955,ZCTA5 76955,-,**
8600000US76957,76957,ZCTA5 76957,-,**
8600000US76958,76958,ZCTA5 76958,132700,8615
8600000US77002,77002,ZCTA5 77002,208600,19419
8600000US77003,77003,ZCTA5 77003,162600,39389
8600000US77004,77004,ZCTA5 77004,191700,15175
8600000US77005,77005,ZCTA5 77005,754000,40496
8600000US77006,77006,ZCTA5 77006,327300,22356
8600000US77007,77007,ZCTA5 77007,308700,15049
8600000US77008,77008,ZCTA5 77008,292200,10528
8600000US77009,77009,ZCTA5 77009,163000,9813
8600000US77010,77010,ZCTA5 77010,-,**
8600000US77011,77011,ZCTA5 77011,80300,3524
8600000US77012,77012,ZCTA5 77012,82600,3490
8600000US77013,77013,ZCTA5 77013,84900,3181
8600000US77014,77014,ZCTA5 77014,119300,4826
8600000US77015,77015,ZCTA5 77015,92200,2717
8600000US77016,77016,ZCTA5 77016,63700,3326
8600000US77017,77017,ZCTA5 77017,86400,2595
8600000US77018,77018,ZCTA5 77018,218400,8049
8600000US77019,77019,ZCTA5 77019,378700,22697
8600000US77020,77020,ZCTA5 77020,70500,3583
8600000US77021,77021,ZCTA5 77021,83900,3440
8600000US77022,77022,ZCTA5 77022,81700,4262
8600000US77023,77023,ZCTA5 77023,102700,5295
8600000US77024,77024,ZCTA5 77024,658600,40321
8600000US77025,77025,ZCTA5 77025,331200,12228
8600000US77026,77026,ZCTA5 77026,59600,5321
8600000US77027,77027,ZCTA5 77027,475900,47569
8600000US77028,77028,ZCTA5 77028,59100,3577
8600000US77029,77029,ZCTA5 77029,69500,3778
8600000US77030,77030,ZCTA5 77030,501100,43841
8600000US77031,77031,ZCTA5 77031,114900,3558
8600000US77032,77032,ZCTA5 77032,72900,8161
8600000US77033,77033,ZCTA5 77033,65600,2018
8600000US77034,77034,ZCTA5 77034,99700,3091
8600000US77035,77035,ZCTA5 77035,156300,6999
8600000US77036,77036,ZCTA5 77036,113900,3501
8600000US77037,77037,ZCTA5 77037,84200,6422
8600000US77038,77038,ZCTA5 77038,86300,2515
8600000US77039,77039,ZCTA5 77039,85000,2973
8600000US77040,77040,ZCTA5 77040,121700,3485
8600000US77041,77041,ZCTA5 77041,137200,5985
8600000US77042,77042,ZCTA5 77042,211900,11830
8600000US77043,77043,ZCTA5 77043,140800,5861
8600000US77044,77044,ZCTA5 77044,140000,18981
8600000US77045,77045,ZCTA5 77045,85500,2158
8600000US77046,77046,ZCTA5 77046,295000,82539
8600000US77047,77047,ZCTA5 77047,103400,4399
8600000US77048,77048,ZCTA5 77048,81200,3334
8600000US77049,77049,ZCTA5 77049,104000,7801
8600000US77050,77050,ZCTA5 77050,73100,10891
8600000US77051,77051,ZCTA5 77051,58800,5086
8600000US77053,77053,ZCTA5 77053,85800,2646
8600000US77054,77054,ZCTA5 77054,119300,13548
8600000US77055,77055,ZCTA5 77055,230300,21064
8600000US77056,77056,ZCTA5 77056,555700,68661
8600000US77057,77057,ZCTA5 77057,224900,13871
8600000US77058,77058,ZCTA5 77058,158400,7143
8600000US77059,77059,ZCTA5 77059,243000,8196
8600000US77060,77060,ZCTA5 77060,90400,3656
8600000US77061,77061,ZCTA5 77061,113800,5465
8600000US77062,77062,ZCTA5 77062,160100,2381
8600000US77063,77063,ZCTA5 77063,176600,15754
8600000US77064,77064,ZCTA5 77064,133300,4149
8600000US77065,77065,ZCTA5 77065,140600,4667
8600000US77066,77066,ZCTA5 77066,114800,3209
8600000US77067,77067,ZCTA5 77067,94700,1981
8600000US77068,77068,ZCTA5 77068,165200,6664
8600000US77069,77069,ZCTA5 77069,206000,15486
8600000US77070,77070,ZCTA5 77070,154500,3095
8600000US77071,77071,ZCTA5 77071,117500,5365
8600000US77072,77072,ZCTA5 77072,94100,2036
8600000US77073,77073,ZCTA5 77073,108300,3135
8600000US77074,77074,ZCTA5 77074,104800,4648
8600000US77075,77075,ZCTA5 77075,114600,3153
8600000US77076,77076,ZCTA5 77076,86500,2495
8600000US77077,77077,ZCTA5 77077,208900,8069
8600000US77078,77078,ZCTA5 77078,70700,4009
8600000US77079,77079,ZCTA5 77079,326400,10339
8600000US77080,77080,ZCTA5 77080,130600,6241
8600000US77081,77081,ZCTA5 77081,217100,44852
8600000US77082,77082,ZCTA5 77082,124000,4753
8600000US77083,77083,ZCTA5 77083,117900,2497
8600000US77084,77084,ZCTA5 77084,124300,2613
8600000US77085,77085,ZCTA5 77085,106600,4085
8600000US77086,77086,ZCTA5 77086,93500,1653
8600000US77087,77087,ZCTA5 77087,84800,2037
8600000US77088,77088,ZCTA5 77088,93400,1329
8600000US77089,77089,ZCTA5 77089,121000,2551
8600000US77090,77090,ZCTA5 77090,138800,6478
8600000US77091,77091,ZCTA5 77091,95300,4705
8600000US77092,77092,ZCTA5 77092,130200,5645
8600000US77093,77093,ZCTA5 77093,75200,3089
8600000US77094,77094,ZCTA5 77094,295200,18052
8600000US77095,77095,ZCTA5 77095,167000,2920
8600000US77096,77096,ZCTA5 77096,255900,7077
8600000US77098,77098,ZCTA5 77098,424200,20935
8600000US77099,77099,ZCTA5 77099,96300,1701
8600000US77201,77201,ZCTA5 77201,-,**
8600000US77301,77301,ZCTA5 77301,92700,5067
8600000US77302,77302,ZCTA5 77302,113100,19634
8600000US77303,77303,ZCTA5 77303,89000,6276
8600000US77304,77304,ZCTA5 77304,166900,7014
8600000US77306,77306,ZCTA5 77306,67800,9939
8600000US77316,77316,ZCTA5 77316,165000,19715
8600000US77318,77318,ZCTA5 77318,166100,12858
8600000US77320,77320,ZCTA5 77320,101300,8217
8600000US77326,77326,ZCTA5 77326,-,**
8600000US77327,77327,ZCTA5 77327,79200,5672
8600000US77328,77328,ZCTA5 77328,85700,6071
8600000US77331,77331,ZCTA5 77331,105200,30186
8600000US77334,77334,ZCTA5 77334,-,**
8600000US77335,77335,ZCTA5 77335,76100,30204
8600000US77336,77336,ZCTA5 77336,142000,15029
8600000US77338,77338,ZCTA5 77338,102600,4303
8600000US77339,77339,ZCTA5 77339,150300,3520
8600000US77340,77340,ZCTA5 77340,136600,16536
8600000US77342,77342,ZCTA5 77342,-,**
8600000US77345,77345,ZCTA5 77345,243300,7186
8600000US77346,77346,ZCTA5 77346,156600,3063
8600000US77350,77350,ZCTA5 77350,89200,40452
8600000US77351,77351,ZCTA5 77351,82700,4284
8600000US77354,77354,ZCTA5 77354,206600,16051
8600000US77355,77355,ZCTA5 77355,167400,14841
8600000US77356,77356,ZCTA5 77356,208300,17589
8600000US77357,77357,ZCTA5 77357,101000,10105
8600000US77358,77358,ZCTA5 77358,91200,14597
8600000US77359,77359,ZCTA5 77359,126500,83940
8600000US77360,77360,ZCTA5 77360,59400,10521
8600000US77362,77362,ZCTA5 77362,133100,15528
8600000US77363,77363,ZCTA5 77363,94600,19788
8600000US77364,77364,ZCTA5 77364,141800,45167
8600000US77365,77365,ZCTA5 77365,124800,12800
8600000US77367,77367,ZCTA5 77367,58800,86398
8600000US77368,77368,ZCTA5 77368,64800,17153
8600000US77369,77369,ZCTA5 77369,33200,20371
8600000US77371,77371,ZCTA5 77371,67800,11981
8600000US77372,77372,ZCTA5 77372,75800,8343
8600000US77373,77373,ZCTA5 77373,110900,2850
8600000US77374,77374,ZCTA5 77374,98200,51123
8600000US77375,77375,ZCTA5 77375,147900,5585
8600000US77376,77376,ZCTA5 77376,33200,9962
8600000US77377,77377,ZCTA5 77377,193000,7081
8600000US77378,77378,ZCTA5 77378,87200,8476
8600000US77379,77379,ZCTA5 77379,190200,4197
8600000US77380,77380,ZCTA5 77380,176700,12164
8600000US77381,77381,ZCTA5 77381,277800,10840
8600000US77382,77382,ZCTA5 77382,321000,16419
8600000US77384,77384,ZCTA5 77384,225100,14465
8600000US77385,77385,ZCTA5 77385,155800,7432
8600000US77386,77386,ZCTA5 77386,164900,7357
8600000US77388,77388,ZCTA5 77388,147500,3791
8600000US77389,77389,ZCTA5 77389,190700,18964
8600000US77396,77396,ZCTA5 77396,109200,5708
8600000US77401,77401,ZCTA5 77401,608300,35958
8600000US77406,77406,ZCTA5 77406,215700,12904
8600000US77407,77407,ZCTA5 77407,165800,4725
8600000US77412,77412,ZCTA5 77412,23800,123598
8600000US77414,77414,ZCTA5 77414,95800,9026
8600000US77415,77415,ZCTA5 77415,-,**
8600000US77417,77417,ZCTA5 77417,72400,9261
8600000US77418,77418,ZCTA5 77418,157000,13583
8600000US77419,77419,ZCTA5 77419,49400,44101
8600000US77420,77420,ZCTA5 77420,63200,4374
8600000US77422,77422,ZCTA5 77422,100100,9428
8600000US77423,77423,ZCTA5 77423,90800,49986
8600000US77426,77426,ZCTA5 77426,156900,82843
8600000US77428,77428,ZCTA5 77428,-,**
8600000US77429,77429,ZCTA5 77429,187000,6746
8600000US77430,77430,ZCTA5 77430,123800,84528
8600000US77432,77432,ZCTA5 77432,-,**
8600000US77433,77433,ZCTA5 77433,173100,4810
8600000US77434,77434,ZCTA5 77434,62900,9319
8600000US77435,77435,ZCTA5 77435,126700,21881
8600000US77436,77436,ZCTA5 77436,-,**
8600000US77437,77437,ZCTA5 77437,107900,9508
8600000US77440,77440,ZCTA5 77440,-,**
8600000US77441,77441,ZCTA5 77441,378500,19144
8600000US77442,77442,ZCTA5 77442,141900,53835
8600000US77443,77443,ZCTA5 77443,-,**
8600000US77444,77444,ZCTA5 77444,82000,30687
8600000US77445,77445,ZCTA5 77445,133000,16903
8600000US77446,77446,ZCTA5 77446,111500,22027
8600000US77447,77447,ZCTA5 77447,120700,11126
8600000US77448,77448,ZCTA5 77448,-,**
8600000US77449,77449,ZCTA5 77449,118500,2420
8600000US77450,77450,ZCTA5 77450,191900,5126
8600000US77451,77451,ZCTA5 77451,70900,12126
8600000US77453,77453,ZCTA5 77453,39000,77040
8600000US77454,77454,ZCTA5 77454,54600,38238
8600000US77455,77455,ZCTA5 77455,110900,17196
8600000US77456,77456,ZCTA5 77456,63800,52068
8600000US77457,77457,ZCTA5 77457,139600,38880
8600000US77458,77458,ZCTA5 77458,37000,60780
8600000US77459,77459,ZCTA5 77459,205500,5645
8600000US77460,77460,ZCTA5 77460,56700,30468
8600000US77461,77461,ZCTA5 77461,114900,11981
8600000US77464,77464,ZCTA5 77464,95000,18314
8600000US77465,77465,ZCTA5 77465,93300,18020
8600000US77466,77466,ZCTA5 77466,95000,92298
8600000US77467,77467,ZCTA5 77467,-,**
8600000US77468,77468,ZCTA5 77468,65000,128993
8600000US77469,77469,ZCTA5 77469,152700,7873
8600000US77470,77470,ZCTA5 77470,63300,44428
8600000US77471,77471,ZCTA5 77471,106900,4737
8600000US77473,77473,ZCTA5 77473,75000,51362
8600000US77474,77474,ZCTA5 77474,141500,17959
8600000US77475,77475,ZCTA5 77475,58700,56541
8600000US77476,77476,ZCTA5 77476,133300,173731
8600000US77477,77477,ZCTA5 77477,141900,5370
8600000US77478,77478,ZCTA5 77478,247600,10219
8600000US77479,77479,ZCTA5 77479,275400,7144
8600000US77480,77480,ZCTA5 77480,91800,9082
8600000US77481,77481,ZCTA5 77481,-,**
8600000US77482,77482,ZCTA5 77482,113100,37150
8600000US77483,77483,ZCTA5 77483,171200,53133
8600000US77484,77484,ZCTA5 77484,132500,17672
8600000US77485,77485,ZCTA5 77485,135800,18732
8600000US77486,77486,ZCTA5 77486,110000,10421
8600000US77488,77488,ZCTA5 77488,88300,13715
8600000US77489,77489,ZCTA5 77489,108900,2657
8600000US77493,77493,ZCTA5 77493,148900,4828
8600000US77494,77494,ZCTA5 77494,262100,9703
8600000US77498,77498,ZCTA5 77498,159100,5737
8600000US77502,77502,ZCTA5 77502,93000,2285
8600000US77503,77503,ZCTA5 77503,88600,3173
8600000US77504,77504,ZCTA5 77504,117700,6782
8600000US77505,77505,ZCTA5 77505,160700,3645
8600000US77506,77506,ZCTA5 77506,72600,2674
8600000US77507,77507,ZCTA5 77507,-,**
8600000US77510,77510,ZCTA5 77510,141300,10398
8600000US77511,77511,ZCTA5 77511,109600,4529
8600000US77514,77514,ZCTA5 77514,109200,11875
8600000US77515,77515,ZCTA5 77515,99400,5096
8600000US77517,77517,ZCTA5 77517,142000,26175
8600000US77518,77518,ZCTA5 77518,78800,13095
8600000US77519,77519,ZCTA5 77519,54700,24164
8600000US77520,77520,ZCTA5 77520,76100,4159
8600000US77521,77521,ZCTA5 77521,120000,4365
8600000US77523,77523,ZCTA5 77523,173200,11052
8600000US77530,77530,ZCTA5 77530,86900,2458
8600000US77531,77531,ZCTA5 77531,94600,4725
8600000US77532,77532,ZCTA5 77532,121000,5872
8600000US77533,77533,ZCTA5 77533,66200,5806
8600000US77534,77534,ZCTA5 77534,119500,13489
8600000US77535,77535,ZCTA5 77535,92700,5368
8600000US77536,77536,ZCTA5 77536,133500,4557
8600000US77538,77538,ZCTA5 77538,85900,27743
8600000US77539,77539,ZCTA5 77539,134100,4826
8600000US77541,77541,ZCTA5 77541,76900,6424
8600000US77545,77545,ZCTA5 77545,135700,5897
8600000US77546,77546,ZCTA5 77546,184300,7115
8600000US77547,77547,ZCTA5 77547,70100,3786
8600000US77550,77550,ZCTA5 77550,117200,8121
8600000US77551,77551,ZCTA5 77551,125900,8476
8600000US77554,77554,ZCTA5 77554,247800,18137
8600000US77560,77560,ZCTA5 77560,87900,41056
8600000US77561,77561,ZCTA5 77561,65700,106204
8600000US77562,77562,ZCTA5 77562,95900,9487
8600000US77563,77563,ZCTA5 77563,105400,10511
8600000US77564,77564,ZCTA5 77564,67900,14956
8600000US77565,77565,ZCTA5 77565,168300,8019
8600000US77566,77566,ZCTA5 77566,151300,5290
8600000US77568,77568,ZCTA5 77568,80700,4039
8600000US77571,77571,ZCTA5 77571,122200,2687
8600000US77573,77573,ZCTA5 77573,182300,5690
8600000US77575,77575,ZCTA5 77575,94500,10836
8600000US77577,77577,ZCTA5 77577,108700,40425
8600000US77578,77578,ZCTA5 77578,189700,15468
8600000US77580,77580,ZCTA5 77580,191500,18551
8600000US77581,77581,ZCTA5 77581,172900,4528
