GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
8600000US75472,75472,ZCTA5 75472,90800,13990
8600000US75473,75473,ZCTA5 75473,104000,13157
8600000US75474,75474,ZCTA5 75474,79900,7102
8600000US75475,75475,ZCTA5 75475,55300,28642
8600000US75476,75476,ZCTA5 75476,85100,8884
8600000US75477,75477,ZCTA5 75477,65000,9733
8600000US75478,75478,ZCTA5 75478,80900,41507
8600000US75479,75479,ZCTA5 75479,94700,11069
8600000US75480,75480,ZCTA5 75480,117800,43156
8600000US75481,75481,ZCTA5 75481,72100,10798
8600000US75482,75482,ZCTA5 75482,96800,6623
8600000US75486,75486,ZCTA5 75486,95800,8974
8600000US75487,75487,ZCTA5 75487,51900,20481
8600000US75488,75488,ZCTA5 75488,93100,14708
8600000US75489,75489,ZCTA5 75489,86200,9575
8600000US75490,75490,ZCTA5 75490,131100,25609
8600000US75491,75491,ZCTA5 75491,96000,15698
8600000US75492,75492,ZCTA5 75492,90700,10490
8600000US75493,75493,ZCTA5 75493,42300,17440
8600000US75494,75494,ZCTA5 75494,80000,7613
8600000US75495,75495,ZCTA5 75495,141200,9776
8600000US75496,75496,ZCTA5 75496,86400,5505
8600000US75497,75497,ZCTA5 75497,121300,63126
8600000US75501,75501,ZCTA5 75501,85600,4073
8600000US75503,75503,ZCTA5 75503,145800,9943
8600000US75550,75550,ZCTA5 75550,64500,36333
8600000US75551,75551,ZCTA5 75551,88200,5209
8600000US75554,75554,ZCTA5 75554,72100,13958
8600000US75555,75555,ZCTA5 75555,70800,16429
8600000US75556,75556,ZCTA5 75556,58300,9960
8600000US75558,75558,ZCTA5 75558,67400,17593
8600000US75559,75559,ZCTA5 75559,72800,7399
8600000US75560,75560,ZCTA5 75560,58500,22454
8600000US75561,75561,ZCTA5 75561,76300,10591
8600000US75562,75562,ZCTA5 75562,-,**
8600000US75563,75563,ZCTA5 75563,71800,21090
8600000US75565,75565,ZCTA5 75565,54200,6455
8600000US75566,75566,ZCTA5 75566,62700,9959
8600000US75567,75567,ZCTA5 75567,93600,14858
8600000US75568,75568,ZCTA5 75568,60300,11120
8600000US75569,75569,ZCTA5 75569,78500,16080
8600000US75570,75570,ZCTA5 75570,81100,7489
8600000US75571,75571,ZCTA5 75571,93700,20695
8600000US75572,75572,ZCTA5 75572,73700,11183
8600000US75573,75573,ZCTA5 75573,-,**
8600000US75574,75574,ZCTA5 75574,58800,8111
8600000US75601,75601,ZCTA5 75601,128400,10162
8600000US75602,75602,ZCTA5 75602,71800,5952
8600000US75603,75603,ZCTA5 75603,111400,12493
8600000US75604,75604,ZCTA5 75604,123400,5310
8600000US75605,75605,ZCTA5 75605,161400,4545
8600000US75630,75630,ZCTA5 75630,56900,5379
8600000US75631,75631,ZCTA5 75631,87400,8022
8600000US75633,75633,ZCTA5 75633,87400,12229
8600000US75638,75638,ZCTA5 75638,69300,8950
8600000US75639,75639,ZCTA5 75639,66500,13626
8600000US75640,75640,ZCTA5 75640,84500,10163
8600000US75641,75641,ZCTA5 75641,58700,24070
8600000US75642,75642,ZCTA5 75642,-,**
8600000US75643,75643,ZCTA5 75643,78600,15489
8600000US75644,75644,ZCTA5 75644,86700,4524
8600000US75645,75645,ZCTA5 75645,106900,16669
8600000US75647,75647,ZCTA5 75647,100600,12067
8600000US75650,75650,ZCTA5 75650,136400,7964
8600000US75651,75651,ZCTA5 75651,79800,11901
8600000US75652,75652,ZCTA5 75652,104200,11912
8600000US75654,75654,ZCTA5 75654,103300,7173
8600000US75656,75656,ZCTA5 75656,77600,14372
8600000US75657,75657,ZCTA5 75657,79600,10319
8600000US75661,75661,ZCTA5 75661,55300,31025
8600000US75662,75662,ZCTA5 75662,94200,9216
8600000US75667,75667,ZCTA5 75667,77100,7097
8600000US75668,75668,ZCTA5 75668,51800,18411
8600000US75669,75669,ZCTA5 75669,151800,39159
8600000US75670,75670,ZCTA5 75670,66100,4225
8600000US75672,75672,ZCTA5 75672,126700,10907
8600000US75681,75681,ZCTA5 75681,77000,6208
8600000US75682,75682,ZCTA5 75682,76800,25788
8600000US75683,75683,ZCTA5 75683,75100,9728
8600000US75684,75684,ZCTA5 75684,72500,10649
8600000US75686,75686,ZCTA5 75686,93700,18283
8600000US75691,75691,ZCTA5 75691,61300,30206
8600000US75692,75692,ZCTA5 75692,83300,6393
8600000US75693,75693,ZCTA5 75693,140200,9927
8600000US75701,75701,ZCTA5 75701,114600,4140
8600000US75702,75702,ZCTA5 75702,67100,4804
8600000US75703,75703,ZCTA5 75703,177800,7628
8600000US75704,75704,ZCTA5 75704,85200,9751
8600000US75705,75705,ZCTA5 75705,77900,7464
8600000US75706,75706,ZCTA5 75706,62300,7099
8600000US75707,75707,ZCTA5 75707,153600,9737
8600000US75708,75708,ZCTA5 75708,60700,6490
8600000US75709,75709,ZCTA5 75709,98600,7211
8600000US75750,75750,ZCTA5 75750,89100,18473
8600000US75751,75751,ZCTA5 75751,94900,10365
8600000US75752,75752,ZCTA5 75752,92100,13667
8600000US75754,75754,ZCTA5 75754,102300,23043
8600000US75755,75755,ZCTA5 75755,85800,9119
8600000US75756,75756,ZCTA5 75756,88900,14136
8600000US75757,75757,ZCTA5 75757,148600,19844
8600000US75758,75758,ZCTA5 75758,104200,20621
8600000US75759,75759,ZCTA5 75759,44700,8954
8600000US75760,75760,ZCTA5 75760,85900,12442
8600000US75762,75762,ZCTA5 75762,146900,7751
8600000US75763,75763,ZCTA5 75763,79900,17598
8600000US75764,75764,ZCTA5 75764,45000,48055
8600000US75765,75765,ZCTA5 75765,128800,17165
8600000US75766,75766,ZCTA5 75766,76600,4637
8600000US75770,75770,ZCTA5 75770,89900,29226
8600000US75771,75771,ZCTA5 75771,130200,11371
8600000US75773,75773,ZCTA5 75773,97800,12590
8600000US75778,75778,ZCTA5 75778,80100,10386
8600000US75779,75779,ZCTA5 75779,65000,58137
8600000US75780,75780,ZCTA5 75780,85000,103688
8600000US75783,75783,ZCTA5 75783,85600,9300
8600000US75784,75784,ZCTA5 75784,80000,23921
8600000US75785,75785,ZCTA5 75785,71200,13187
8600000US75788,75788,ZCTA5 75788,-,**
8600000US75789,75789,ZCTA5 75789,91400,13202
8600000US75790,75790,ZCTA5 75790,88000,12101
8600000US75791,75791,ZCTA5 75791,141400,7226
8600000US75792,75792,ZCTA5 75792,86600,14534
8600000US75801,75801,ZCTA5 75801,81000,6621
8600000US75803,75803,ZCTA5 75803,82200,3850
8600000US75831,75831,ZCTA5 75831,86600,4091
8600000US75832,75832,ZCTA5 75832,-,**
8600000US75833,75833,ZCTA5 75833,109000,13536
8600000US75835,75835,ZCTA5 75835,74500,5155
8600000US75838,75838,ZCTA5 75838,70900,17247
8600000US75839,75839,ZCTA5 75839,63800,21386
8600000US75840,75840,ZCTA5 75840,85800,16090
8600000US75844,75844,ZCTA5 75844,79700,11821
8600000US75845,75845,ZCTA5 75845,70300,18327
8600000US75846,75846,ZCTA5 75846,81900,20672
8600000US75847,75847,ZCTA5 75847,72300,13126
8600000US75848,75848,ZCTA5 75848,66100,21044
8600000US75849,75849,ZCTA5 75849,80700,62009
8600000US75850,75850,ZCTA5 75850,44900,5270
8600000US75851,75851,ZCTA5 75851,71600,14956
8600000US75852,75852,ZCTA5 75852,128500,41291
8600000US75853,75853,ZCTA5 75853,77400,25393
8600000US75855,75855,ZCTA5 75855,74500,17328
8600000US75856,75856,ZCTA5 75856,168500,1160577
8600000US75858,75858,ZCTA5 75858,-,**
8600000US75859,75859,ZCTA5 75859,55800,24005
8600000US75860,75860,ZCTA5 75860,72400,8714
8600000US75861,75861,ZCTA5 75861,106500,42337
8600000US75862,75862,ZCTA5 75862,86300,14049
8600000US75901,75901,ZCTA5 75901,89100,4473
8600000US75904,75904,ZCTA5 75904,89800,6344
8600000US75925,75925,ZCTA5 75925,74200,8759
8600000US75926,75926,ZCTA5 75926,58300,17506
8600000US75928,75928,ZCTA5 75928,127100,85639
8600000US75929,75929,ZCTA5 75929,63500,6820
8600000US75930,75930,ZCTA5 75930,66200,10053
8600000US75931,75931,ZCTA5 75931,111700,39685
8600000US75932,75932,ZCTA5 75932,74000,22966
8600000US75933,75933,ZCTA5 75933,68500,14519
8600000US75934,75934,ZCTA5 75934,-,**
8600000US75935,75935,ZCTA5 75935,75800,8915
8600000US75936,75936,ZCTA5 75936,108800,30460
8600000US75937,75937,ZCTA5 75937,68800,12294
8600000US75938,75938,ZCTA5 75938,67000,7258
8600000US75939,75939,ZCTA5 75939,70600,15906
8600000US75941,75941,ZCTA5 75941,74400,10094
8600000US75942,75942,ZCTA5 75942,72300,48710
8600000US75943,75943,ZCTA5 75943,98300,27751
8600000US75944,75944,ZCTA5 75944,74000,11931
8600000US75946,75946,ZCTA5 75946,89400,12988
8600000US75948,75948,ZCTA5 75948,70800,16420
8600000US75949,75949,ZCTA5 75949,73900,11860
8600000US75951,75951,ZCTA5 75951,83300,8053
8600000US75954,75954,ZCTA5 75954,70500,13019
8600000US75956,75956,ZCTA5 75956,74000,7317
8600000US75959,75959,ZCTA5 75959,72800,88876
8600000US75960,75960,ZCTA5 75960,73100,17587
8600000US75961,75961,ZCTA5 75961,88000,20345
8600000US75962,75962,ZCTA5 75962,-,**
8600000US75964,75964,ZCTA5 75964,76900,6202
8600000US75965,75965,ZCTA5 75965,158000,6670
8600000US75966,75966,ZCTA5 75966,67600,10906
8600000US75968,75968,ZCTA5 75968,57500,14516
8600000US75969,75969,ZCTA5 75969,77800,19989
8600000US75972,75972,ZCTA5 75972,72300,6754
8600000US75973,75973,ZCTA5 75973,78000,16678
8600000US75974,75974,ZCTA5 75974,66300,6860
8600000US75975,75975,ZCTA5 75975,61300,16297
8600000US75976,75976,ZCTA5 75976,52500,18224
8600000US75977,75977,ZCTA5 75977,77100,27118
8600000US75978,75978,ZCTA5 75978,51400,42597
8600000US75979,75979,ZCTA5 75979,73500,7240
8600000US75980,75980,ZCTA5 75980,54000,6810
8600000US76001,76001,ZCTA5 76001,145600,4639
8600000US76002,76002,ZCTA5 76002,144600,2946
8600000US76006,76006,ZCTA5 76006,184600,12714
8600000US76008,76008,ZCTA5 76008,242600,12354
8600000US76009,76009,ZCTA5 76009,85800,5076
8600000US76010,76010,ZCTA5 76010,82600,2171
8600000US76011,76011,ZCTA5 76011,102400,13461
8600000US76012,76012,ZCTA5 76012,162100,4359
8600000US76013,76013,ZCTA5 76013,146400,4914
8600000US76014,76014,ZCTA5 76014,93100,1800
8600000US76015,76015,ZCTA5 76015,116000,4077
8600000US76016,76016,ZCTA5 76016,152600,5817
8600000US76017,76017,ZCTA5 76017,135200,3401
8600000US76018,76018,ZCTA5 76018,115900,2398
8600000US76020,76020,ZCTA5 76020,113400,4809
8600000US76021,76021,ZCTA5 76021,171900,3653
8600000US76022,76022,ZCTA5 76022,126200,4923
8600000US76023,76023,ZCTA5 76023,93000,23216
8600000US76028,76028,ZCTA5 76028,136800,4550
8600000US76031,76031,ZCTA5 76031,97400,12646
8600000US76033,76033,ZCTA5 76033,110900,6632
8600000US76034,76034,ZCTA5 76034,405100,19685
8600000US76035,76035,ZCTA5 76035,126600,78954
8600000US76036,76036,ZCTA5 76036,132200,7594
8600000US76039,76039,ZCTA5 76039,146300,7166
8600000US76040,76040,ZCTA5 76040,142900,5505
8600000US76041,76041,ZCTA5 76041,72000,77793
8600000US76043,76043,ZCTA5 76043,137200,19308
8600000US76044,76044,ZCTA5 76044,138900,28552
8600000US76048,76048,ZCTA5 76048,125700,11642
8600000US76049,76049,ZCTA5 76049,172900,8641
8600000US76050,76050,ZCTA5 76050,169500,32848
8600000US76051,76051,ZCTA5 76051,226900,6469
8600000US76052,76052,ZCTA5 76052,181000,42021
8600000US76053,76053,ZCTA5 76053,115800,3160
8600000US76054,76054,ZCTA5 76054,177300,6545
8600000US76055,76055,ZCTA5 76055,81000,16410
8600000US76058,76058,ZCTA5 76058,101900,10032
8600000US76059,76059,ZCTA5 76059,98900,12925
8600000US76060,76060,ZCTA5 76060,158300,14363
8600000US76061,76061,ZCTA5 76061,-,**
8600000US76063,76063,ZCTA5 76063,179600,4961
8600000US76064,76064,ZCTA5 76064,165000,17226
8600000US76065,76065,ZCTA5 76065,162900,4897
8600000US76066,76066,ZCTA5 76066,116200,27835
8600000US76067,76067,ZCTA5 76067,82800,4273
8600000US76070,76070,ZCTA5 76070,119600,24844
8600000US76071,76071,ZCTA5 76071,110600,27513
8600000US76073,76073,ZCTA5 76073,147400,26399
8600000US76077,76077,ZCTA5 76077,239400,109668
8600000US76078,76078,ZCTA5 76078,111700,6984
8600000US76082,76082,ZCTA5 76082,118100,9489
8600000US76084,76084,ZCTA5 76084,85700,5000
8600000US76085,76085,ZCTA5 76085,131700,24010
8600000US76086,76086,ZCTA5 76086,117100,7785
8600000US76087,76087,ZCTA5 76087,179100,10124
8600000US76088,76088,ZCTA5 76088,169300,19091
8600000US76092,76092,ZCTA5 76092,514400,19538
8600000US76093,76093,ZCTA5 76093,142100,31541
8600000US76102,76102,ZCTA5 76102,194400,21431
8600000US76103,76103,ZCTA5 76103,86200,5502
8600000US76104,76104,ZCTA5 76104,55500,3162
8600000US76105,76105,ZCTA5 76105,49000,2104
8600000US76106,76106,ZCTA5 76106,68600,3955
8600000US76107,76107,ZCTA5 76107,202700,15343
8600000US76108,76108,ZCTA5 76108,113800,3231
8600000US76109,76109,ZCTA5 76109,312400,17866
8600000US76110,76110,ZCTA5 76110,85000,3829
8600000US76111,76111,ZCTA5 76111,80800,3405
8600000US76112,76112,ZCTA5 76112,94800,3411
8600000US76114,76114,ZCTA5 76114,81200,4395
8600000US76115,76115,ZCTA5 76115,65100,2989
8600000US76116,76116,ZCTA5 76116,122400,4108
8600000US76117,76117,ZCTA5 76117,81900,3397
8600000US76118,76118,ZCTA5 76118,126300,4299
8600000US76119,76119,ZCTA5 76119,58700,3118
8600000US76120,76120,ZCTA5 76120,135400,6842
8600000US76123,76123,ZCTA5 76123,138900,4135
8600000US76126,76126,ZCTA5 76126,142900,4768
8600000US76127,76127,ZCTA5 76127,-,**
8600000US76129,76129,ZCTA5 76129,-,**
8600000US76131,76131,ZCTA5 76131,132800,4579
8600000US76132,76132,ZCTA5 76132,232400,11409
8600000US76133,76133,ZCTA5 76133,106800,3215
8600000US76134,76134,ZCTA5 76134,92700,3259
8600000US76135,76135,ZCTA5 76135,115400,8888
8600000US76137,76137,ZCTA5 76137,137000,3627
8600000US76140,76140,ZCTA5 76140,90200,4938
8600000US76148,76148,ZCTA5 76148,98900,1752
8600000US76155,76155,ZCTA5 76155,-,**
8600000US76164,76164,ZCTA5 76164,69800,4114
8600000US76177,76177,ZCTA5 76177,171300,8370
8600000US76179,76179,ZCTA5 76179,138800,4093
8600000US76180,76180,ZCTA5 76180,132900,4801
8600000US76182,76182,ZCTA5 76182,165400,4049
8600000US76201,76201,ZCTA5 76201,126300,5828
8600000US76205,76205,ZCTA5 76205,168700,8049
8600000US76207,76207,ZCTA5 76207,157900,10007
8600000US76208,76208,ZCTA5 76208,171100,6857
8600000US76209,76209,ZCTA5 76209,113600,3743
8600000US76210,76210,ZCTA5 76210,163700,2770
8600000US76225,76225,ZCTA5 76225,128100,20860
8600000US76226,76226,ZCTA5 76226,309100,18803
8600000US76227,76227,ZCTA5 76227,155400,3795
8600000US76228,76228,ZCTA5 76228,65800,10268
8600000US76230,76230,ZCTA5 76230,93000,5966
8600000US76233,76233,ZCTA5 76233,134100,21931
8600000US76234,76234,ZCTA5 76234,145200,9924
8600000US76238,76238,ZCTA5 76238,153700,37657
8600000US76239,76239,ZCTA5 76239,89000,20634
8600000US76240,76240,ZCTA5 76240,104600,8140
8600000US76244,76244,ZCTA5 76244,174300,4344
8600000US76245,76245,ZCTA5 76245,69200,10907
8600000US76247,76247,ZCTA5 76247,137000,7585
8600000US76248,76248,ZCTA5 76248,272800,9496
8600000US76249,76249,ZCTA5 76249,144500,8106
8600000US76250,76250,ZCTA5 76250,182700,17524
8600000US76251,76251,ZCTA5 76251,97500,52750
8600000US76252,76252,ZCTA5 76252,148700,13122
8600000US76253,76253,ZCTA5 76253,164100,140697
8600000US76255,76255,ZCTA5 76255,66100,7093
8600000US76258,76258,ZCTA5 76258,153900,29864
8600000US76259,76259,ZCTA5 76259,138200,15939
8600000US76261,76261,ZCTA5 76261,76400,32907
8600000US76262,76262,ZCTA5 76262,229600,14580
