GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
8600000US75414,75414,ZCTA5 75414,1273,152,52917,10736,99.1,1.4,53571,10599,0.0,2.9,-,**,0.9,1.4,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.4,0.6,32083,63869,98.7,1.5,53631,10463,3.1,2.6,22667,32613,31.4,6.2,64583,7048,37.9,5.9,60592,13722,27.6,5.1,33523,8549,907,113,64321,5001,41.2,8.8,71053,11952,58.8,8.8,60547,13501,80.2,5.6,67550,5557,7.7,4.1,25833,3724,12.1,5.1,51786,23977,366,128,34722,12488,38.8,13.8,36719,8170,27.6,15.5,33194,12709,11.2,10.3,60450,39502,61.2,13.8,22750,26631,52.7,15.0,24625,33775,8.5,8.4,16685,16390,35.4,(X),(X),(X),30.2,(X),(X),(X),47.0,(X),(X),(X)
8600000US75415,75415,ZCTA5 75415,77,45,53125,45981,63.6,30.6,33036,36936,36.4,30.6,80909,35259,0.0,36.1,-,**,0.0,36.1,-,**,0.0,36.1,-,**,0.0,36.1,-,**,0.0,36.1,-,**,0.0,36.1,-,**,63.6,30.6,33036,36936,0.0,36.1,-,**,41.6,34.5,80682,36619,20.8,16.2,80625,93225,37.7,31.8,19632,18235,42,34,44167,38446,0.0,49.2,-,**,100.0,49.2,44167,38446,100.0,49.2,44167,38446,0.0,49.2,-,**,0.0,49.2,-,**,35,36,80511,74465,37.1,52.2,32679,16876,37.1,52.2,32679,16876,0.0,53.8,-,**,62.9,52.2,-,**,0.0,53.8,-,**,62.9,52.2,-,**,13.0,(X),(X),(X),23.8,(X),(X),(X),0.0,(X),(X),(X)
8600000US75416,75416,ZCTA5 75416,1192,138,45904,3778,91.8,3.8,46600,3695,3.4,2.4,22708,21518,0.7,1.1,-,**,0.0,3.1,-,**,0.0,3.1,-,**,1.3,1.2,38125,7455,2.8,2.5,9250,109502,2.5,2.0,38824,1037,90.6,3.9,46667,3810,2.6,2.0,27083,53839,34.9,7.0,50167,8856,40.0,7.3,47092,7581,22.5,5.6,28333,20600,891,123,51369,6867,46.7,8.3,54600,11930,53.3,8.3,47171,5399,90.6,3.8,53505,8589,4.7,2.6,25192,4345,4.7,3.5,36250,19154,301,73,16356,2599,59.1,14.5,16193,1606,56.1,14.7,15938,1415,3.0,5.2,-,**,40.9,14.5,21250,26990,29.6,13.1,10938,7979,11.3,11.4,115476,98353,26.4,(X),(X),(X),24.6,(X),(X),(X),30.6,(X),(X),(X)
8600000US75417,75417,ZCTA5 75417,995,108,37868,11775,97.6,1.6,37721,11753,0.3,0.5,-,**,1.1,1.2,65536,53471,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,1.0,1.0,16250,64006,1.2,2.0,-,**,96.4,2.7,37031,10221,3.8,3.0,32917,42291,28.7,7.5,47250,8064,36.8,7.6,47292,28243,30.7,5.6,23819,8856,720,92,52885,11612,42.9,8.9,47292,14406,57.1,8.9,57578,12589,79.3,6.2,60875,11633,15.1,6.4,22409,14795,5.6,3.7,46389,75912,275,88,17473,3032,76.4,14.7,15924,1870,75.3,15.2,16005,1853,1.1,1.6,-,**,23.6,14.7,31106,3974,17.1,13.3,30625,8017,6.5,8.5,35893,20788,16.9,(X),(X),(X),19.9,(X),(X),(X),6.5,(X),(X),(X)
8600000US75418,75418,ZCTA5 75418,4598,323,42613,6608,91.4,3.1,43992,4082,6.4,2.9,26479,5133,0.0,0.8,-,**,0.4,0.9,-,**,0.0,0.8,-,**,0.5,0.6,-,**,1.3,1.5,25888,15064,4.0,2.1,48393,32832,87.8,3.5,44040,4169,2.0,1.6,31750,25951,28.1,4.2,34921,14984,39.7,4.1,51293,9795,30.2,4.0,30766,7729,2990,329,52254,7708,38.9,5.4,35347,13474,61.1,5.4,58400,5959,72.0,6.8,60334,5341,17.3,5.2,22778,8398,10.7,4.7,26135,14375,1608,303,25567,3866,53.1,9.6,21538,5492,47.1,9.6,19018,4402,6.0,4.2,47566,44117,46.9,9.6,30263,5749,38.5,9.8,26042,10222,8.4,5.1,34504,18794,23.9,(X),(X),(X),25.7,(X),(X),(X),19.9,(X),(X),(X)
8600000US75420,75420,ZCTA5 75420,379,104,47375,21138,97.9,3.0,47125,21274,0.8,1.6,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.0,9.4,-,**,1.3,2.4,-,**,0.0,9.4,-,**,8.2,6.8,56563,48121,91.0,7.0,47125,22484,0.0,9.4,-,**,32.5,12.1,61058,15244,33.0,14.8,64375,27029,34.6,13.4,28221,11233,255,91,60547,24543,41.2,17.1,63207,12527,58.8,17.1,41750,27395,74.1,15.6,63550,6611,22.0,15.1,17143,37037,3.9,6.2,-,**,124,75,40714,25417,36.3,21.1,18583,19741,33.1,20.6,18917,23203,3.2,5.2,-,**,63.7,21.1,53750,99631,46.8,24.7,51667,43760,16.9,24.4,-,**,22.7,(X),(X),(X),30.2,(X),(X),(X),7.3,(X),(X),(X)
8600000US75421,75421,ZCTA5 75421,375,95,42750,14257,81.9,11.4,44596,16633,15.5,10.9,25417,10234,0.0,9.5,-,**,1.1,1.9,-,**,0.0,9.5,-,**,0.0,9.5,-,**,1.6,2.6,-,**,1.1,2.1,-,**,80.8,10.9,44743,16833,4.3,7.2,-,**,28.0,12.6,57083,25815,45.9,14.5,43214,13873,21.9,13.0,25000,14042,275,86,53482,13001,32.0,16.3,62500,21934,68.0,16.3,44750,17818,78.5,18.4,58500,11939,8.7,7.7,25208,37453,12.7,18.1,43713,210,100,52,20625,4724,77.0,17.6,19632,5673,77.0,17.6,19632,5673,0.0,30.3,-,**,23.0,17.6,25893,13529,23.0,17.6,25893,13529,0.0,30.3,-,**,27.2,(X),(X),(X),34.2,(X),(X),(X),8.0,(X),(X),(X)
8600000US75422,75422,ZCTA5 75422,1011,138,60117,12565,96.1,3.1,61518,11234,1.1,1.3,19464,70595,0.6,0.9,-,**,0.2,0.4,-,**,0.0,3.6,-,**,2.0,2.6,23529,1857,0.0,3.6,-,**,6.2,4.6,63583,40096,91.9,4.8,60045,13356,3.3,3.7,9293,44263,17.5,6.0,61359,16393,51.2,7.7,70972,13952,28.0,6.6,29097,11174,663,122,81563,19237,25.5,7.1,55625,10774,74.5,7.1,84127,6634,85.2,7.1,82750,15322,6.9,4.6,69167,58025,7.8,5.3,61364,104656,348,109,20217,6337,58.0,14.8,18125,4480,41.1,14.2,18036,5806,17.0,11.9,18173,47886,42.0,14.8,50250,43328,37.9,15.7,43000,49987,4.0,3.7,83750,71697,26.0,(X),(X),(X),24.3,(X),(X),(X),28.7,(X),(X),(X)
8600000US75423,75423,ZCTA5 75423,1087,130,53257,8713,91.4,6.8,55750,6170,0.7,1.0,-,**,0.0,3.4,-,**,0.0,3.4,-,**,0.5,0.7,"2,500-",***,5.6,6.6,6338,375,1.7,1.6,60625,62711,7.5,6.8,6798,20363,90.0,6.9,56417,5878,3.0,2.4,31477,24781,36.5,7.0,61063,15383,36.7,7.4,54185,10632,23.7,4.7,31250,12167,823,113,57292,9738,42.0,8.4,58611,24853,58.0,8.4,56898,10671,78.6,6.7,68672,13695,13.7,5.4,30083,21583,7.7,4.3,26705,13321,264,90,27115,23536,41.7,15.3,25000,11875,38.3,14.3,25865,11244,3.4,4.2,11875,1952,58.3,15.3,49167,47944,48.1,16.4,50536,40237,10.2,11.9,16985,420433,23.6,(X),(X),(X),26.9,(X),(X),(X),13.6,(X),(X),(X)
8600000US75424,75424,ZCTA5 75424,1204,166,47375,8040,96.9,3.1,47969,9181,0.0,3.1,-,**,0.0,3.1,-,**,0.0,3.1,-,**,0.0,3.1,-,**,3.1,3.1,25125,34330,0.0,3.1,-,**,5.8,3.7,27250,47521,94.2,3.7,47917,9444,1.8,2.3,39333,1836,26.2,8.2,46964,37553,53.9,10.1,55298,11851,18.1,5.5,29444,17954,936,170,55536,11880,45.9,9.0,53056,27898,54.1,9.0,56786,13017,83.2,6.8,60219,15462,13.7,6.6,41111,19934,3.1,2.5,107875,58041,268,91,25313,7471,64.9,17.1,24333,6927,52.6,18.7,21125,12885,12.3,12.0,27292,43539,35.1,17.1,33594,28529,28.7,14.7,32734,37241,6.3,8.3,163482,114148,35.4,(X),(X),(X),36.3,(X),(X),(X),32.1,(X),(X),(X)
8600000US75426,75426,ZCTA5 75426,1957,186,30265,4531,68.0,4.5,31123,6321,29.3,3.9,30542,10472,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,2.0,2.3,11458,8754,0.7,1.0,13409,6645,9.9,3.8,11377,6512,59.8,5.1,32482,9975,0.9,1.1,53068,57237,22.4,6.3,27833,14137,45.0,6.6,32333,14789,31.8,4.8,30385,15542,1433,184,39675,3959,27.8,7.0,29375,11530,72.2,7.0,41296,6849,68.0,7.8,46548,12225,24.6,7.4,12390,4466,7.4,4.0,46071,2936,524,132,14438,2275,62.8,12.5,16979,6518,60.7,12.7,15833,6064,2.1,3.6,-,**,37.2,12.5,12917,3694,37.2,12.5,12917,3694,0.0,6.9,-,**,22.9,(X),(X),(X),21.6,(X),(X),(X),26.5,(X),(X),(X)
8600000US75428,75428,ZCTA5 75428,3214,281,32629,5048,75.3,4.7,35625,7217,20.3,3.8,25398,15663,1.0,1.0,59261,90639,0.2,0.5,112500,31363,0.0,1.2,-,**,1.8,1.8,28897,88224,1.4,1.2,9712,34704,5.5,2.6,33400,12454,71.5,4.6,36591,7376,14.5,3.7,9867,3446,34.9,5.5,33421,6015,29.9,4.4,50817,10817,20.7,4.0,32188,7037,1899,200,44158,9348,42.3,7.1,38155,15837,57.7,7.1,51089,10498,64.6,6.7,65808,6960,27.6,5.7,25795,4175,7.8,3.8,26591,28768,1315,227,19683,5473,68.1,9.2,18173,6629,51.8,8.6,17798,9693,16.3,7.5,18611,9476,31.9,9.2,21515,6663,23.7,8.4,12457,13028,8.3,5.2,34583,10546,25.3,(X),(X),(X),26.1,(X),(X),(X),21.4,(X),(X),(X)
8600000US75431,75431,ZCTA5 75431,824,122,46081,6302,88.5,6.6,45101,7188,6.8,5.5,48456,9128,0.0,4.4,-,**,0.8,1.2,-,**,0.0,4.4,-,**,3.9,4.1,23750,70412,0.0,4.4,-,**,8.5,5.0,54286,50888,83.9,7.3,44471,7639,4.0,3.6,30375,32080,30.8,7.8,49737,24944,45.0,9.8,49779,19253,20.1,6.5,25682,15528,600,116,55139,15321,29.3,8.4,41500,14987,70.7,8.4,62619,20285,77.7,8.8,65208,12716,11.2,5.9,34464,18882,11.2,6.3,35066,22561,224,75,15769,7415,39.7,15.0,13984,15837,36.2,14.4,13359,7248,3.6,5.1,-,**,60.3,15.0,16394,16492,50.9,14.3,15385,13341,9.4,8.6,86563,71490,35.7,(X),(X),(X),32.5,(X),(X),(X),44.2,(X),(X),(X)
8600000US75432,75432,ZCTA5 75432,1268,99,29219,6862,85.0,4.6,34250,9957,10.6,3.7,13906,4107,2.4,2.5,82847,99249,0.8,1.1,-,**,0.0,2.9,-,**,0.0,2.9,-,**,1.1,1.1,48750,26264,2.7,1.8,32941,47356,83.0,4.6,35417,10735,5.1,3.4,14784,56224,25.0,4.7,28750,6047,40.5,6.5,42159,8511,29.3,6.4,23704,4749,757,104,43542,9900,42.7,6.5,48906,28268,57.3,6.5,41719,7041,76.1,7.5,56000,15481,20.2,7.2,20625,8819,3.7,3.4,21458,5851,511,101,18208,6363,57.5,10.6,16032,1680,52.6,11.1,15774,1655,4.9,4.9,41083,21936,42.5,10.6,24408,7821,38.4,11.2,24605,7453,4.1,4.5,19688,127106,24.7,(X),(X),(X),23.1,(X),(X),(X),26.6,(X),(X),(X)
8600000US75433,75433,ZCTA5 75433,1076,108,44227,4469,99.2,1.3,44023,4296,0.8,1.3,-,**,0.0,3.4,-,**,0.0,3.4,-,**,0.0,3.4,-,**,0.0,3.4,-,**,0.0,3.4,-,**,2.8,2.5,24205,22539,96.4,2.8,44341,4272,2.0,1.9,40208,55822,24.5,5.4,51250,14277,44.6,6.3,56667,9179,28.8,5.6,33421,8124,770,101,57241,4030,36.1,6.2,56786,15220,63.9,6.2,57386,5432,90.8,4.4,58279,2293,7.8,3.8,19833,21770,1.4,2.2,-,**,306,83,20714,7920,43.5,10.2,15865,8804,40.5,10.6,16731,12583,2.9,3.3,9750,5909,56.5,10.2,22266,10053,56.5,10.2,22266,10053,0.0,11.5,-,**,12.0,(X),(X),(X),13.8,(X),(X),(X),7.5,(X),(X),(X)
8600000US75435,75435,ZCTA5 75435,470,100,39202,2752,97.9,2.7,39309,2773,1.9,2.6,24375,26993,0.2,0.5,-,**,0.0,7.7,-,**,0.0,7.7,-,**,0.0,7.7,-,**,0.0,7.7,-,**,6.4,7.3,38500,1198,91.5,7.8,40147,5231,2.6,3.3,68333,30578,25.3,11.3,51875,26307,40.0,12.4,40263,14221,32.1,10.5,22557,5689,292,72,42414,8714,36.3,16.4,59167,27453,63.7,16.4,40862,9841,87.0,11.6,47778,17494,13.0,11.6,38800,3401,0.0,12.0,-,**,178,65,28462,14969,32.6,18.1,46429,23539,18.0,11.5,26667,12625,14.6,14.4,67500,9820,67.4,18.1,23542,21302,38.8,17.8,24271,8310,28.7,26.1,12198,47583,27.0,(X),(X),(X),21.9,(X),(X),(X),35.4,(X),(X),(X)
8600000US75436,75436,ZCTA5 75436,774,108,43250,11372,88.6,4.5,50682,16436,8.5,4.3,11250,7337,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,2.5,2.7,37375,65829,0.4,0.6,-,**,2.5,2.7,37375,65829,88.6,4.5,50682,16436,5.4,4.0,15500,81935,33.9,7.0,63558,6012,38.4,6.8,54688,19317,22.4,6.5,21719,8753,500,89,57222,15356,47.8,8.8,63774,5942,52.2,8.8,44922,13921,86.8,6.1,63390,7411,12.0,6.1,25000,15716,1.2,1.5,21250,28240,274,79,19444,12227,44.2,15.0,16927,3456,37.6,14.2,15990,4732,6.6,7.0,75625,27928,55.8,15.0,28661,21379,44.9,15.3,27946,25993,10.9,8.6,68500,56928,28.8,(X),(X),(X),34.0,(X),(X),(X),19.3,(X),(X),(X)
8600000US75437,75437,ZCTA5 75437,437,59,51250,9780,97.7,3.0,50787,8859,0.0,8.2,-,**,2.3,3.0,-,**,0.0,8.2,-,**,0.0,8.2,-,**,0.0,8.2,-,**,0.0,8.2,-,**,2.5,3.5,113036,147373,95.2,4.4,50648,8820,4.6,4.9,67500,148645,24.3,10.2,51389,15313,40.0,11.6,55729,12440,31.1,9.9,42955,24281,372,60,51759,9242,31.5,9.4,51450,7651,68.5,9.4,55417,15471,85.8,9.0,55250,11141,6.5,6.1,47692,4783,7.8,6.7,112868,130630,65,38,26458,25303,64.6,24.6,14167,36710,64.6,24.6,14167,36710,0.0,39.5,-,**,35.4,24.6,27292,29148,21.5,21.1,43125,66143,13.8,14.8,26875,21526,38.0,(X),(X),(X),40.1,(X),(X),(X),10.8,(X),(X),(X)
8600000US75438,75438,ZCTA5 75438,385,51,48669,3355,99.0,1.6,48831,3783,1.0,1.6,-,**,0.0,9.3,-,**,0.0,9.3,-,**,0.0,9.3,-,**,0.0,9.3,-,**,0.0,9.3,-,**,1.8,3.3,-,**,97.1,3.6,48548,3724,0.0,9.3,-,**,37.4,9.5,47500,22493,33.8,11.1,67500,29350,28.8,8.3,45083,10553,312,49,49861,9792,40.7,10.2,47083,19805,59.3,10.2,54205,9064,75.0,9.7,56250,10641,15.4,7.9,31250,7691,9.6,5.9,93333,39182,73,27,45089,14827,31.5,17.9,46563,60619,23.3,14.8,12250,53147,8.2,10.0,-,**,68.5,17.9,39545,9465,50.7,20.9,46125,10472,17.8,21.2,38375,1143,22.6,(X),(X),(X),23.1,(X),(X),(X),12.3,(X),(X),(X)
8600000US75439,75439,ZCTA5 75439,321,69,60430,9804,99.4,1.1,60508,9426,0.6,1.1,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,1.2,1.8,-,**,98.1,2.3,60664,7685,4.7,4.8,53036,22478,29.3,13.4,73056,13720,39.9,15.2,61818,9166,26.2,9.4,30250,10561,226,59,66250,13020,42.5,19.7,72917,20744,57.5,19.7,62159,9347,81.9,9.3,72820,8223,11.5,7.8,41250,10900,6.6,6.2,17813,32600,95,34,25521,10114,68.4,17.7,17656,4104,66.3,18.0,17454,4767,2.1,4.1,-,**,31.6,17.7,38333,8508,27.4,18.2,37778,5533,4.2,6.1,-,**,28.3,(X),(X),(X),18.1,(X),(X),(X),52.6,(X),(X),(X)
8600000US75440,75440,ZCTA5 75440,2512,216,46295,6666,92.3,2.5,46763,7515,2.2,1.5,48533,28041,0.7,0.9,110250,65376,0.0,1.5,-,**,0.0,1.5,-,**,3.5,1.9,30066,10080,1.2,1.4,14922,209693,5.2,2.3,26442,4738,90.7,2.7,47744,7188,2.1,1.6,14539,21206,23.5,4.4,44712,11264,38.3,6.0,54787,8184,36.1,4.3,34014,10397,1932,208,51597,2704,29.6,6.0,50728,8240,70.4,6.0,52556,4188,80.0,7.3,52491,3451,10.7,4.1,24074,11085,9.4,5.8,53298,1366,580,153,24038,1977,59.0,12.4,17845,6934,55.2,14.1,16528,6094,3.8,5.1,88947,9724,41.0,12.4,36136,16112,37.6,12.1,35227,18094,3.4,3.4,43500,2096,23.7,(X),(X),(X),25.6,(X),(X),(X),17.4,(X),(X),(X)
8600000US75441,75441,ZCTA5 75441,55,45,26597,60056,100.0,43.0,26597,60056,0.0,43.0,-,**,0.0,43.0,-,**,0.0,43.0,-,**,0.0,43.0,-,**,0.0,43.0,-,**,0.0,43.0,-,**,0.0,43.0,-,**,100.0,43.0,26597,60056,0.0,43.0,-,**,0.0,43.0,-,**,38.2,46.1,-,**,61.8,46.1,25139,30284,39,38,67679,82715,0.0,51.0,-,**,100.0,51.0,67679,82715,53.8,53.8,-,**,46.2,53.8,-,**,0.0,51.0,-,**,16,26,-,**,100.0,79.6,-,**,100.0,79.6,-,**,0.0,79.6,-,**,0.0,79.6,-,**,0.0,79.6,-,**,0.0,79.6,-,**,32.7,(X),(X),(X),46.2,(X),(X),(X),0.0,(X),(X),(X)
8600000US75442,75442,ZCTA5 75442,3205,280,53775,8731,90.3,4.6,54675,9221,1.2,1.1,33359,36805,0.6,0.7,145125,223958,0.0,1.2,-,**,0.0,1.2,-,**,5.7,4.0,49695,28057,2.1,1.4,33750,64826,11.7,4.6,48415,29581,84.3,5.0,57821,9399,2.3,2.2,25481,12927,34.3,5.4,61714,20440,39.9,5.8,76129,10796,23.4,4.5,28705,8055,2465,247,63665,9304,46.7,7.3,72821,16303,53.3,7.3,59630,3905,82.7,6.1,71333,8208,11.2,5.2,28650,7025,6.2,4.5,53300,45373,740,216,18684,4664,63.9,14.9,14774,3591,61.5,15.4,15216,4383,2.4,4.0,-,**,36.1,14.9,25130,7245,29.6,14.7,21393,5747,6.5,5.6,33942,30048,26.2,(X),(X),(X),23.1,(X),(X),(X),36.4,(X),(X),(X)
8600000US75446,75446,ZCTA5 75446,1087,120,39464,9078,85.7,5.5,41026,7890,8.6,3.4,20707,2552,0.0,3.4,-,**,0.6,1.3,-,**,0.0,3.4,-,**,2.6,2.6,21389,49829,2.6,2.3,64643,60920,6.5,3.3,51125,48373,81.0,5.9,40769,7775,3.4,3.3,21806,17120,28.8,6.4,40664,12921,37.2,6.3,55000,15818,30.6,5.7,22406,11049,813,103,44813,9477,37.5,7.1,35598,9179,62.5,7.1,53167,11441,79.1,5.9,54519,12019,15.6,4.7,18942,3091,5.3,3.8,18984,137158,274,63,20769,1974,50.7,12.5,19375,5157,48.5,12.3,18839,6840,2.2,2.6,35000,1946,49.3,12.5,21875,12180,37.6,11.0,20809,4425,11.7,14.8,42083,26600,27.5,(X),(X),(X),25.8,(X),(X),(X),21.5,(X),(X),(X)
8600000US75447,75447,ZCTA5 75447,339,89,52454,13287,100.0,10.5,52454,13287,0.0,10.5,-,**,0.0,10.5,-,**,0.0,10.5,-,**,0.0,10.5,-,**,0.0,10.5,-,**,0.0,10.5,-,**,2.4,3.9,-,**,97.6,3.9,57654,12709,0.0,10.5,-,**,20.1,12.2,52000,28654,45.7,16.1,58750,20320,34.2,15.6,47143,22141,275,88,58487,5569,25.1,12.5,65804,42716,74.9,12.5,58289,7537,79.3,15.1,58276,13187,13.5,14.4,58348,11752,7.3,9.4,65714,46112,64,45,46389,5839,21.9,23.0,29375,23419,21.9,23.0,29375,23419,0.0,39.8,-,**,78.1,23.0,47361,7568,78.1,23.0,47361,7568,0.0,39.8,-,**,22.7,(X),(X),(X),19.6,(X),(X),(X),35.9,(X),(X),(X)
8600000US75448,75448,ZCTA5 75448,260,73,51042,35279,97.7,4.0,51667,40012,0.0,13.4,-,**,0.0,13.4,-,**,0.0,13.4,-,**,0.0,13.4,-,**,0.0,13.4,-,**,2.3,4.0,-,**,0.0,13.4,-,**,97.7,4.0,51667,40012,5.4,8.1,-,**,8.1,10.3,-,**,46.2,18.2,50625,89977,40.4,18.1,48239,45971,143,59,84732,35276,5.6,9.3,-,**,94.4,9.3,84018,26069,94.4,9.3,84018,26069,0.0,22.8,-,**,5.6,9.3,-,**,117,50,10240,4291,79.5,23.2,9576,2234,71.8,26.9,9375,1837,7.7,13.0,-,**,20.5,23.2,87857,127129,8.5,14.1,-,**,12.0,19.1,-,**,25.4,(X),(X),(X),21.0,(X),(X),(X),30.8,(X),(X),(X)
8600000US75449,75449,ZCTA5 75449,504,64,32708,8583,89.9,5.0,36964,11998,9.1,4.9,18750,9404,0.0,7.2,-,**,0.4,0.6,-,**,0.0,7.2,-,**,0.0,7.2,-,**,0.6,0.9,-,**,1.6,1.8,23000,17961,88.9,5.0,38125,11613,3.2,3.3,18958,5944,19.2,6.9,44063,24263,44.4,8.9,36667,36409,33.1,8.5,26518,15023,324,63,45385,5763,28.4,9.9,34167,32307,71.6,9.9,46346,13065,72.8,10.3,60000,18084,24.1,10.1,25278,14089,3.1,2.9,33750,47751,180,55,17708,6184,40.6,16.7,17969,8514,33.9,15.8,14417,6202,6.7,10.2,28636,3287,59.4,16.7,17250,15715,57.2,16.5,16250,13561,2.2,3.3,-,**,25.0,(X),(X),(X),28.1,(X),(X),(X),19.4,(X),(X),(X)
8600000US75450,75450,ZCTA5 75450,112,47,46667,67465,92.9,11.5,68125,57666,7.1,11.5,-,**,0.0,27.8,-,**,0.0,27.8,-,**,0.0,27.8,-,**,0.0,27.8,-,**,0.0,27.8,-,**,0.0,27.8,-,**,92.9,11.5,68125,57666,0.0,27.8,-,**,25.0,23.1,33750,54342,57.1,22.1,93542,9155,17.9,17.8,31250,24085,100,48,68750,57558,51.0,28.3,44097,18143,49.0,28.3,94063,7062,72.0,25.5,78750,47739,0.0,30.3,-,**,28.0,25.5,44444,78412,12,14,19375,16624,0.0,92.0,-,**,0.0,92.0,-,**,0.0,92.0,-,**,100.0,92.0,19375,16624,100.0,92.0,19375,16624,0.0,92.0,-,**,21.4,(X),(X),(X),24.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US75451,75451,ZCTA5 75451,387,108,43287,15105,98.2,2.9,43611,15444,1.8,2.9,-,**,0.0,9.2,-,**,0.0,9.2,-,**,0.0,9.2,-,**,0.0,9.2,-,**,0.0,9.2,-,**,0.0,9.2,-,**,98.2,2.9,43611,15444,8.8,12.4,-,**,10.3,10.1,75536,51920,58.9,12.7,53894,20123,22.0,12.2,31607,20057,305,94,53582,9615,37.7,22.1,53177,36754,62.3,22.1,53929,22001,100.0,11.6,53582,9615,0.0,11.6,-,**,0.0,11.6,-,**,82,65,26944,15712,37.8,41.4,21094,13946,37.8,41.4,21094,13946,0.0,34.7,-,**,62.2,41.4,35679,11934,62.2,41.4,35679,11934,0.0,34.7,-,**,38.5,(X),(X),(X),28.2,(X),(X),(X),76.8,(X),(X),(X)
8600000US75452,75452,ZCTA5 75452,1517,142,51188,15316,91.4,3.7,53875,15508,2.6,2.4,17273,41823,0.9,1.6,-,**,0.0,2.4,-,**,0.0,2.4,-,**,2.2,2.0,71389,69557,2.8,2.0,27969,10881,6.7,2.8,29375,14399,89.0,4.1,56023,14764,3.0,2.0,26364,12320,37.4,7.0,66316,10245,38.6,7.3,74145,14528,21.0,5.5,26050,2462,1175,134,64766,11234,49.6,8.8,74327,14150,50.4,8.8,50556,14500,81.1,7.0,73807,14435,14.0,6.0,17227,14100,4.9,3.2,31146,32860,342,109,18287,2975,45.0,13.4,19276,1842,41.5,13.3,19000,2449,3.5,4.1,20833,1209,55.0,13.4,15000,6189,52.9,13.9,14835,4775,2.0,3.0,-,**,21.8,(X),(X),(X),24.5,(X),(X),(X),6.7,(X),(X),(X)
