GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
8600000US78633,78633,ZCTA5 78633,8345,368,72579,4405,97.2,1.5,71913,4194,0.3,0.5,-,**,0.3,0.5,170250,171661,0.0,0.4,-,**,0.0,0.4,-,**,2.0,1.3,105532,76659,0.1,0.2,-,**,4.8,1.7,90329,46899,94.5,1.7,72074,4264,0.2,0.3,-,**,7.9,2.9,104896,24416,27.8,3.9,92259,10343,64.1,4.0,64224,10039,6237,398,81299,5531,15.1,3.7,111014,22237,84.9,3.7,78824,5064,96.6,2.2,81035,5226,2.0,1.3,65789,37775,1.4,1.7,190676,128235,2108,327,42899,4753,69.8,9.0,42742,3614,68.7,9.0,42511,3905,1.0,1.5,46375,878,30.2,9.0,59063,60158,23.1,9.7,31736,42053,7.1,4.5,121442,20540,22.0,(X),(X),(X),21.8,(X),(X),(X),21.3,(X),(X),(X)
8600000US78634,78634,ZCTA5 78634,7026,376,69903,5763,83.7,2.9,70649,5622,10.2,2.3,60556,17889,0.7,0.8,118264,90772,0.4,0.3,94318,25031,0.0,0.5,-,**,4.5,2.1,53832,24025,0.3,0.5,49297,62709,19.8,3.1,70815,10326,68.0,3.8,70750,6197,3.8,1.9,60953,21779,58.2,3.8,70195,7540,29.6,3.2,84281,4715,8.4,2.8,39057,12173,5897,353,70970,4302,58.8,5.0,66996,6169,41.2,5.0,76875,12036,80.2,4.3,78571,8567,16.0,3.9,43961,4979,3.8,1.9,66346,2321,1129,283,43480,12458,53.1,11.7,37619,29659,42.4,12.8,20417,17840,10.7,6.4,87768,32098,46.9,11.7,67431,29955,35.4,11.4,49250,35391,11.4,6.5,91198,22231,18.7,(X),(X),(X),19.2,(X),(X),(X),13.2,(X),(X),(X)
8600000US78635,78635,ZCTA5 78635,91,73,42788,63241,100.0,32.4,42788,63241,0.0,32.4,-,**,0.0,32.4,-,**,0.0,32.4,-,**,0.0,32.4,-,**,0.0,32.4,-,**,0.0,32.4,-,**,14.3,23.9,-,**,85.7,23.9,44038,73764,0.0,32.4,-,**,14.3,25.9,-,**,37.4,46.8,-,**,48.4,44.5,33226,7328,31,46,-,**,0.0,57.2,-,**,100.0,57.2,-,**,100.0,57.2,-,**,0.0,57.2,-,**,0.0,57.2,-,**,60,55,82794,84299,43.3,54.1,35000,26154,43.3,54.1,35000,26154,0.0,41.1,-,**,56.7,54.1,-,**,0.0,41.1,-,**,56.7,54.1,-,**,37.4,(X),(X),(X),0.0,(X),(X),(X),56.7,(X),(X),(X)
8600000US78636,78636,ZCTA5 78636,1445,184,48036,8052,97.3,2.4,49031,11377,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.6,1.1,-,**,2.1,2.3,38750,9050,14.2,4.8,40045,28360,83.7,5.2,60722,13765,2.1,2.4,15461,19404,21.9,6.0,42198,13956,52.3,7.2,52188,21507,23.6,5.7,48917,21460,1035,166,58456,13051,32.2,8.1,46058,7222,67.8,8.1,74375,19451,79.9,8.0,74438,16506,17.5,7.9,33438,15158,2.6,2.3,49063,9266,410,131,27157,8282,46.1,14.9,20917,10672,42.2,13.8,18958,11168,3.9,4.7,90278,64791,53.9,14.9,42674,12279,52.4,15.2,37475,14264,1.5,2.2,-,**,30.7,(X),(X),(X),31.7,(X),(X),(X),19.3,(X),(X),(X)
8600000US78638,78638,ZCTA5 78638,808,151,44722,13680,96.4,4.0,44861,14227,2.2,3.4,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,1.4,2.0,-,**,17.7,10.5,42925,19456,78.7,10.8,56316,35146,5.2,8.1,-,**,24.6,9.9,47188,22900,39.0,11.7,59583,34421,31.2,13.0,43294,38626,571,128,66518,30420,45.2,13.9,55929,17820,54.8,13.9,80189,37248,78.3,14.0,80947,14707,3.2,3.8,17750,21913,18.6,14.4,32303,22593,237,114,18125,14837,11.4,10.8,28750,512,10.1,10.4,28571,402,1.3,2.0,-,**,88.6,10.8,14615,13459,70.9,25.8,18897,16955,17.7,25.3,-,**,27.7,(X),(X),(X),28.2,(X),(X),(X),26.6,(X),(X),(X)
8600000US78639,78639,ZCTA5 78639,2785,292,35218,5742,96.9,3.1,35770,5552,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.4,0.7,-,**,2.7,3.0,26202,15876,5.4,3.4,27660,23916,92.0,3.9,36875,5041,3.0,2.6,28141,23587,20.9,4.5,37807,5263,34.8,5.2,56678,24055,41.3,5.5,31185,5046,1878,293,45583,9942,31.0,6.2,29688,11690,69.0,6.2,52813,12872,80.0,7.1,52857,15440,17.4,6.7,14250,10262,2.6,2.8,24476,103019,907,225,22119,2948,60.5,14.0,21013,4003,54.4,13.2,19637,6302,6.2,5.0,42353,179743,39.5,14.0,26250,17169,35.6,13.8,22411,20482,3.9,3.9,55313,57584,23.9,(X),(X),(X),27.7,(X),(X),(X),16.0,(X),(X),(X)
8600000US78640,78640,ZCTA5 78640,11887,546,62235,2672,68.8,3.7,71082,7103,4.2,1.4,50221,21939,0.4,0.3,46810,19342,0.9,0.6,39625,100196,0.0,0.3,-,**,24.8,3.8,45161,12471,1.0,0.6,86625,79234,45.0,3.0,51523,8268,49.1,2.7,74789,7736,2.0,0.9,29280,28982,51.2,2.9,71127,8814,39.5,2.9,60163,4940,7.3,1.5,35224,6599,9116,436,64576,8298,61.5,3.0,63866,9387,38.5,3.0,67621,10800,77.7,3.6,77493,5366,16.4,3.1,35814,3606,6.0,1.8,55625,16337,2771,391,46493,6382,48.3,6.9,36583,10036,40.3,7.7,27583,11833,7.9,3.2,52011,19719,51.7,6.9,60951,16151,42.3,7.8,51577,10299,9.4,5.9,100337,17705,40.3,(X),(X),(X),37.6,(X),(X),(X),43.6,(X),(X),(X)
8600000US78641,78641,ZCTA5 78641,14428,572,67683,4736,89.0,1.9,69543,4744,3.6,1.2,56607,32748,0.3,0.2,88438,57572,1.4,0.6,79787,31609,0.0,0.3,-,**,4.3,1.4,51645,11363,1.4,0.7,56579,40801,15.8,2.2,53728,5822,77.9,2.5,71816,4122,2.6,1.0,68160,33012,51.4,2.8,71441,3917,35.2,2.6,73349,6302,10.9,1.5,37121,12224,11433,495,74079,4503,57.5,3.5,75391,6387,42.5,3.5,71617,6637,81.1,3.1,83446,5992,12.9,2.9,43777,5294,6.1,2.1,53686,2643,2995,476,41903,3605,36.6,5.5,42670,15174,28.2,5.6,31144,3648,8.3,3.8,95583,25368,63.4,5.5,41833,3259,52.0,7.1,40164,5791,11.5,5.0,85872,33390,21.7,(X),(X),(X),22.4,(X),(X),(X),17.1,(X),(X),(X)
8600000US78642,78642,ZCTA5 78642,2853,214,66612,11252,95.8,2.0,66100,15460,0.1,0.2,-,**,1.2,1.0,72115,19891,0.0,1.3,-,**,0.0,1.3,-,**,1.7,1.4,66711,41606,1.3,1.1,57292,35608,6.8,2.4,45714,41712,90.6,2.7,68375,17011,2.1,2.1,50781,40970,36.3,4.4,70865,20985,47.1,4.3,82115,11323,14.5,3.5,32841,19621,2355,228,78841,9289,51.0,4.9,83105,17453,49.0,4.9,67256,25673,84.3,5.2,87260,10486,11.9,4.9,28042,8215,3.8,2.1,36771,25474,498,129,34352,14091,47.6,12.1,26583,14403,44.6,12.9,25385,13993,3.0,4.0,63558,19114,52.4,12.1,43281,29312,46.4,12.1,34141,28369,6.0,7.0,98295,70556,24.3,(X),(X),(X),26.2,(X),(X),(X),14.9,(X),(X),(X)
8600000US78643,78643,ZCTA5 78643,2740,231,37598,6094,97.0,1.6,38652,6361,0.2,0.4,-,**,0.9,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.9,0.8,23571,484,1.0,1.0,76016,27716,7.9,3.0,29958,16087,90.1,3.3,38971,6038,0.3,0.5,-,**,18.7,3.7,43819,15027,39.4,4.5,39787,10070,41.6,4.7,35121,11162,1719,160,53408,6496,24.5,5.4,40602,13923,75.5,5.4,58977,13538,87.2,4.9,58693,13012,11.9,4.8,25208,5911,0.9,1.2,40938,29927,1021,209,20703,5633,63.6,9.6,19491,5850,61.9,9.3,18704,5635,1.7,2.0,157639,259139,36.4,9.6,24643,11492,33.4,9.6,20673,10043,3.0,2.8,43393,40598,27.3,(X),(X),(X),28.3,(X),(X),(X),25.7,(X),(X),(X)
8600000US78644,78644,ZCTA5 78644,4859,306,44717,4536,74.5,4.2,50946,6091,4.8,1.9,26938,7146,0.7,0.6,14167,49103,0.2,0.3,-,**,0.0,0.8,-,**,18.7,3.8,23582,10003,1.2,0.8,41250,78495,41.7,4.3,34357,10328,52.7,4.1,55913,11342,5.8,2.5,19615,30165,30.0,3.9,48045,7820,41.6,3.7,53811,9841,22.5,3.1,31064,6016,3356,262,53359,6983,45.3,4.5,43561,10330,54.7,4.5,61366,6862,73.8,4.8,64939,4651,15.6,3.8,19857,22232,10.5,4.0,40000,11518,1503,237,24427,10868,55.7,7.9,17625,9399,51.2,8.5,17708,9062,4.5,2.9,12429,83372,44.3,7.9,32344,16678,36.2,7.1,30573,19599,8.1,4.4,47083,33114,38.1,(X),(X),(X),35.3,(X),(X),(X),43.4,(X),(X),(X)
8600000US78645,78645,ZCTA5 78645,4384,331,68095,8673,94.9,2.6,67917,8710,1.3,1.7,155889,137398,0.4,0.6,-,**,0.3,0.4,-,**,0.0,0.9,-,**,1.2,1.1,12454,58344,2.0,1.3,83906,170437,5.4,2.3,56833,26033,91.3,3.1,67619,8882,0.6,0.7,114531,173895,25.3,3.7,67380,27490,48.4,3.7,86600,12045,25.7,3.6,55363,16581,3390,280,81859,13341,31.1,5.5,87969,17041,68.9,5.5,79289,12885,88.7,4.4,91292,9653,8.4,3.5,45941,8528,2.9,3.0,44591,106435,994,225,32969,3590,53.3,12.0,24167,9457,48.8,12.3,22256,5891,4.5,3.3,88750,71958,46.7,12.0,44167,12117,38.4,10.7,43611,12226,8.2,8.1,155222,243344,25.3,(X),(X),(X),26.8,(X),(X),(X),20.1,(X),(X),(X)
8600000US78648,78648,ZCTA5 78648,2929,247,38868,3128,80.0,4.9,40436,4078,8.3,3.8,16776,28412,1.8,2.1,-,**,0.0,1.3,-,**,0.0,1.3,-,**,9.0,4.2,37658,24644,1.0,1.7,-,**,33.4,6.6,38451,4524,58.3,5.6,40708,7883,4.5,3.7,38328,8202,28.7,5.3,37570,7085,33.7,5.6,47155,7975,33.1,5.4,27827,6309,1946,247,43949,8843,38.1,7.8,33598,3388,61.9,7.8,53246,8783,67.2,9.2,59150,11114,28.7,8.7,16691,10407,4.1,2.8,33750,149,983,205,23059,5764,61.3,11.5,21099,3964,51.1,12.0,19858,3201,10.3,9.2,46875,65004,38.7,11.5,37527,28119,36.4,12.1,28077,24253,2.2,3.6,-,**,33.8,(X),(X),(X),33.5,(X),(X),(X),27.2,(X),(X),(X)
8600000US78650,78650,ZCTA5 78650,503,88,59792,13713,99.2,1.4,62557,15250,0.8,1.4,-,**,0.0,7.2,-,**,0.0,7.2,-,**,0.0,7.2,-,**,0.0,7.2,-,**,0.0,7.2,-,**,13.5,7.9,33750,16094,85.7,8.1,64602,12318,1.2,2.2,-,**,36.2,11.7,67000,31780,48.1,10.8,57750,13022,14.5,7.2,59250,31996,421,87,66917,13895,46.6,11.9,70833,20999,53.4,11.9,63839,19344,83.4,8.3,72932,6896,13.3,7.3,41250,29660,3.3,3.6,21500,64511,82,41,30313,19363,48.8,23.8,31563,38230,48.8,23.8,31563,38230,0.0,34.7,-,**,51.2,23.8,26731,28301,51.2,23.8,26731,28301,0.0,34.7,-,**,22.9,(X),(X),(X),24.5,(X),(X),(X),14.6,(X),(X),(X)
8600000US78652,78652,ZCTA5 78652,1556,193,79107,13603,88.9,5.4,83370,12740,4.4,3.9,47218,61024,0.0,2.4,-,**,0.4,0.7,-,**,0.0,2.4,-,**,5.0,3.8,28482,52162,1.2,1.3,72500,101698,17.7,5.5,67031,43541,76.3,6.9,82537,15802,2.8,2.6,60577,55662,24.7,8.5,62979,13477,53.3,8.5,95875,28695,19.2,5.2,85658,24355,1230,201,95172,20713,36.7,11.0,87875,24405,63.3,11.0,97500,24620,70.6,12.3,98611,14024,24.3,13.1,100139,181181,5.1,3.8,55795,97781,326,114,52500,19631,40.5,18.3,31196,6720,36.2,18.0,30815,9708,4.3,6.3,53958,12743,59.5,18.3,64397,13211,55.8,18.6,64052,11752,3.7,5.7,148500,75085,19.8,(X),(X),(X),20.9,(X),(X),(X),15.6,(X),(X),(X)
8600000US78653,78653,ZCTA5 78653,4415,403,55073,7590,60.5,4.9,60789,11412,20.8,4.0,50714,4022,0.9,1.2,-,**,2.6,1.6,55811,3011,0.0,0.8,-,**,13.4,3.4,50223,17935,1.8,1.4,57917,106568,35.8,4.7,47012,9232,41.3,4.7,67195,7774,2.8,2.0,40938,13748,54.4,4.8,57120,12070,29.3,4.2,58925,11779,13.5,3.0,42258,12382,3593,368,59794,10598,56.5,5.1,51460,7802,43.5,5.1,67175,3581,72.3,6.2,67368,6973,16.6,4.5,41702,8477,11.0,4.4,51803,10519,822,205,40250,4205,48.7,14.5,41036,2453,41.1,13.0,40107,8025,7.5,7.7,46711,90317,51.3,14.5,38333,20679,30.2,12.1,31032,6025,21.2,13.3,78367,41595,36.2,(X),(X),(X),36.4,(X),(X),(X),30.2,(X),(X),(X)
8600000US78654,78654,ZCTA5 78654,7041,368,43326,4396,94.3,2.3,44847,4381,2.4,1.8,12005,45743,0.3,0.3,78864,42462,0.9,0.9,23750,5764,0.0,0.5,-,**,1.2,0.8,24464,15544,0.9,0.7,24423,86907,14.5,2.2,28854,3999,81.2,2.8,48346,3617,3.8,1.5,33542,21518,23.4,3.7,30810,6761,40.1,4.4,53824,11773,32.7,3.3,43873,6784,4702,333,54826,9417,38.0,4.7,36771,16556,62.0,4.7,64591,9409,74.0,4.8,66815,8054,15.8,3.9,29419,8449,10.2,4.2,27996,6078,2339,359,27898,5963,63.0,7.1,16833,9504,58.3,7.6,14446,5591,4.7,2.7,33250,6120,37.0,7.1,37428,9841,24.2,6.4,29478,6733,12.8,7.0,60724,31252,19.2,(X),(X),(X),19.0,(X),(X),(X),19.8,(X),(X),(X)
8600000US78655,78655,ZCTA5 78655,1060,151,48167,10638,67.3,8.4,55781,24510,7.5,5.4,44053,30842,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,19.9,7.2,40959,2431,5.4,4.4,51964,75272,44.9,10.5,54375,20653,43.4,9.1,44333,10576,1.6,2.6,-,**,40.9,8.9,44214,9299,43.8,9.5,76071,29027,13.7,6.1,42730,25605,898,159,51667,12031,40.9,11.2,43869,8079,59.1,11.2,57458,29666,74.1,8.1,56790,34981,18.0,8.1,41919,6425,7.9,4.5,56417,18585,162,54,26346,7854,71.6,20.5,30000,8109,56.2,20.3,27212,7210,15.4,12.6,67188,15895,28.4,20.5,17353,6171,28.4,20.5,17353,6171,0.0,20.5,-,**,30.6,(X),(X),(X),31.4,(X),(X),(X),25.9,(X),(X),(X)
8600000US78656,78656,ZCTA5 78656,628,122,36250,27685,65.4,17.4,27969,17871,0.0,5.8,-,**,0.0,5.8,-,**,0.0,5.8,-,**,0.0,5.8,-,**,34.6,17.4,59063,97356,0.0,5.8,-,**,62.6,12.6,36932,46021,37.4,12.6,36008,20054,8.1,9.4,35444,43983,30.7,11.4,26442,31131,47.5,14.1,63571,50170,13.7,8.0,26371,23781,465,117,57585,38696,56.8,16.2,36364,53029,43.2,16.2,63150,19681,78.1,16.1,62650,24478,12.3,10.6,26118,19011,9.7,11.8,25685,8192,163,82,23092,8942,57.7,28.5,18333,12826,57.7,28.5,18333,12826,0.0,20.4,-,**,42.3,28.5,24145,48371,25.2,22.5,19464,10605,17.2,20.7,56944,1691,60.2,(X),(X),(X),68.2,(X),(X),(X),37.4,(X),(X),(X)
8600000US78657,78657,ZCTA5 78657,2428,258,64911,9703,98.2,1.8,63795,9044,0.0,1.5,-,**,1.2,1.7,-,**,0.0,1.5,-,**,0.0,1.5,-,**,0.4,0.5,57500,41694,0.2,0.3,-,**,3.8,2.1,44500,50141,94.9,2.8,64509,9840,3.5,3.4,80636,44235,16.0,5.2,54000,20369,33.4,4.9,77556,16221,47.1,5.8,61915,9911,1758,215,74518,9245,19.5,6.3,48438,24126,80.5,6.3,79784,7866,87.3,4.6,78929,6657,10.5,4.5,46615,9709,2.2,0.9,34063,142132,670,223,38487,15562,54.5,12.5,25625,14864,48.1,13.9,22941,13291,6.4,5.6,72125,13517,45.5,12.5,53932,23364,29.1,11.8,43750,133207,16.4,11.4,54000,9634,16.9,(X),(X),(X),18.1,(X),(X),(X),11.2,(X),(X),(X)
8600000US78659,78659,ZCTA5 78659,1115,190,59928,12169,98.8,2.0,59615,12912,0.0,3.3,-,**,0.0,3.3,-,**,1.2,2.0,-,**,0.0,3.3,-,**,0.0,3.3,-,**,0.0,3.3,-,**,6.4,5.2,71193,10363,92.5,5.5,58197,9740,0.0,3.3,-,**,27.4,10.1,87865,46361,59.3,9.7,63024,9935,13.4,5.1,48839,41146,812,175,67009,12935,37.7,14.1,95729,28669,62.3,14.1,64886,6996,91.7,7.5,66272,14475,3.2,4.6,-,**,5.0,6.5,70398,53531,303,123,46287,16678,62.7,19.7,41333,35766,39.9,17.2,21708,8998,22.8,20.6,59604,72538,37.3,19.7,46801,13810,37.3,19.7,46801,13810,0.0,11.6,-,**,24.5,(X),(X),(X),30.2,(X),(X),(X),9.2,(X),(X),(X)
8600000US78660,78660,ZCTA5 78660,21575,712,72137,3957,65.7,3.1,80301,3945,15.1,1.9,52393,4392,0.4,0.3,81696,54024,8.3,1.1,72674,16922,0.0,0.2,-,**,8.7,1.7,66556,14492,1.7,0.7,67202,48287,25.1,2.2,58312,8714,50.3,2.9,84941,6787,2.3,0.8,42575,19247,51.8,2.0,71202,5587,38.5,1.9,80074,6512,7.4,1.1,55226,12019,17387,573,80191,4027,62.3,2.4,74290,8467,37.7,2.4,86095,5047,75.2,2.9,92155,5574,18.2,2.5,37288,6667,6.6,1.5,75222,11517,4188,567,46344,2757,61.5,6.5,41338,6584,51.8,5.7,36025,5734,9.7,2.8,80658,19977,38.5,6.5,52596,9048,22.2,5.0,53043,14061,16.3,5.5,52348,14538,26.4,(X),(X),(X),25.9,(X),(X),(X),25.9,(X),(X),(X)
8600000US78661,78661,ZCTA5 78661,76,34,32500,10945,77.6,20.2,30208,13015,3.9,5.9,-,**,6.6,12.2,-,**,0.0,36.4,-,**,0.0,36.4,-,**,11.8,16.9,-,**,0.0,36.4,-,**,18.4,19.1,58056,48058,71.1,21.5,31250,13978,7.9,14.0,-,**,19.7,21.4,185625,211800,43.4,22.7,27344,33993,28.9,18.9,23000,15431,32,25,38929,110253,31.3,41.4,-,**,68.8,41.4,27188,24988,68.8,41.4,27188,24988,31.3,41.4,-,**,0.0,56.3,-,**,44,26,30833,19582,54.5,28.7,23500,40265,54.5,28.7,23500,40265,0.0,48.0,-,**,45.5,28.7,32083,8983,45.5,28.7,32083,8983,0.0,48.0,-,**,51.3,(X),(X),(X),65.6,(X),(X),(X),40.9,(X),(X),(X)
8600000US78662,78662,ZCTA5 78662,998,201,57500,25585,91.4,6.3,54911,19218,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,2.1,3.9,-,**,6.5,6.4,195469,295472,16.4,12.3,88182,54757,77.1,11.9,54395,14807,8.0,8.2,54387,13215,22.4,11.7,89364,20858,48.0,13.7,48607,15269,21.5,9.7,56750,49501,807,205,64398,49984,38.0,14.4,88977,58850,62.0,14.4,57000,26987,76.0,14.7,64676,49978,4.2,5.0,105375,122354,19.8,13.8,54717,202336,191,90,39083,23199,48.7,24.9,47939,37987,48.7,24.9,47939,37987,0.0,17.7,-,**,51.3,24.9,38000,16643,51.3,24.9,38000,16643,0.0,17.7,-,**,24.7,(X),(X),(X),25.7,(X),(X),(X),6.8,(X),(X),(X)
8600000US78663,78663,ZCTA5 78663,315,96,75347,27572,97.1,4.8,71786,29529,0.0,11.2,-,**,0.0,11.2,-,**,0.0,11.2,-,**,0.0,11.2,-,**,2.9,4.8,-,**,0.0,11.2,-,**,15.9,9.4,20625,126041,84.1,9.4,76181,26332,0.0,11.2,-,**,15.6,14.3,103199,24638,54.0,16.1,46094,40331,30.5,16.3,76111,13006,200,77,101000,38150,21.0,22.5,103456,1451,79.0,22.5,80833,33665,74.0,21.0,103088,19537,25.0,21.0,23667,1737,1.0,1.7,-,**,115,62,27232,41146,54.8,27.4,21776,19041,54.8,27.4,21776,19041,0.0,27.2,-,**,45.2,27.4,46875,38527,45.2,27.4,46875,38527,0.0,27.2,-,**,36.5,(X),(X),(X),37.0,(X),(X),(X),35.7,(X),(X),(X)
8600000US78664,78664,ZCTA5 78664,18569,568,62283,3098,76.3,2.5,62252,4101,12.3,2.1,53917,14829,0.3,0.3,69000,69673,3.2,0.7,81944,18238,0.0,0.2,-,**,5.4,1.3,46389,23915,2.4,0.8,83913,42253,26.6,2.3,53375,5870,56.2,2.4,68598,4451,6.0,1.5,33279,8496,49.5,2.6,67182,4112,36.5,2.2,66820,4911,8.0,1.0,44714,9121,12999,620,68097,3874,58.7,2.8,63374,4533,41.3,2.8,72099,3045,74.3,3.2,78965,2833,17.3,2.6,32969,7281,8.4,2.4,51391,24657,5570,587,45833,3824,53.8,5.2,43008,3410,43.8,5.1,40728,5098,9.9,2.4,78011,17356,46.2,5.2,52196,9174,33.2,4.4,46698,6421,13.0,3.9,73418,14126,20.8,(X),(X),(X),22.8,(X),(X),(X),14.2,(X),(X),(X)
8600000US78665,78665,ZCTA5 78665,10534,455,88436,4361,80.1,3.1,87123,5137,9.0,2.6,91330,21370,0.0,0.4,-,**,6.1,1.6,102401,21588,0.0,0.4,-,**,3.3,1.4,88690,45223,1.3,1.0,92039,59859,18.3,3.3,73962,17120,65.8,3.7,88744,5447,3.3,1.5,41066,26421,54.3,3.6,90841,6581,36.4,3.8,94342,13309,6.0,1.9,48906,29182,8551,511,100427,8814,60.1,4.2,101308,10958,39.9,4.2,95521,12200,86.4,3.9,101976,4375,8.2,2.4,50804,19967,5.4,3.5,82625,71523,1983,393,57973,15457,50.7,10.5,34958,10163,46.1,10.5,34322,9965,4.6,3.7,40294,13666,49.3,10.5,61093,1678,34.1,9.9,60128,4489,15.1,7.2,70208,23546,21.8,(X),(X),(X),21.0,(X),(X),(X),22.8,(X),(X),(X)
8600000US78666,78666,ZCTA5 78666,21753,745,34238,2267,75.9,2.0,34751,2322,3.9,1.0,32045,10330,0.7,0.3,87667,87014,1.8,0.6,24188,29922,0.2,0.3,-,**,16.1,1.7,32406,6524,1.3,0.6,60086,50656,34.0,1.7,34108,3505,59.0,1.8,34783,3301,26.5,2.2,12899,1984,33.4,2.2,39943,3165,24.5,1.8,56726,4982,15.6,1.3,37431,3512,10295,520,53929,2095,43.9,3.2,50041,9305,56.1,3.2,55423,3641,66.1,3.4,65649,5169,22.2,2.8,32375,9041,11.7,2.6,34464,6566,11458,713,21282,1175,48.7,3.2,20172,2895,33.4,3.1,17404,3263,15.3,2.5,22939,4358,51.3,3.2,22254,2643,31.5,3.5,23040,3527,19.8,2.8,20697,4353,37.4,(X),(X),(X),35.6,(X),(X),(X),38.6,(X),(X),(X)
8600000US78669,78669,ZCTA5 78669,3687,328,85313,13121,94.0,3.0,88032,14171,1.4,1.8,-,**,0.0,1.0,-,**,0.6,0.7,62788,74471,0.0,1.0,-,**,3.7,2.5,32109,70179,0.3,0.4,"250,000+",***,8.7,3.2,87622,42890,89.0,3.8,84344,15130,1.3,1.2,39191,51545,25.1,4.2,75735,23906,55.7,4.2,100292,14380,17.9,3.8,48224,24878,2687,266,103082,9510,37.3,6.2,95298,13473,62.7,6.2,116333,16565,94.5,2.6,108598,10931,4.6,2.4,39423,14852,0.9,1.0,4297,83390,1000,253,43116,11714,49.8,12.4,35652,17153,38.6,12.2,34643,14808,11.2,7.0,50962,46413,50.2,12.4,44213,14535,42.2,11.0,42000,23499,8.0,7.3,44500,122132,25.0,(X),(X),(X),26.9,(X),(X),(X),19.7,(X),(X),(X)
8600000US78670,78670,ZCTA5 78670,193,95,44638,3923,93.3,11.0,44211,3955,0.0,17.6,-,**,0.0,17.6,-,**,0.0,17.6,-,**,0.0,17.6,-,**,6.7,11.0,-,**,0.0,17.6,-,**,47.2,35.0,57969,21199,52.8,35.0,40179,13320,0.0,17.6,-,**,6.7,11.0,-,**,66.3,33.7,45921,12004,26.9,31.4,34211,8277,128,87,45921,18577,0.0,25.0,-,**,100.0,25.0,45921,18577,70.3,40.9,34671,42869,0.0,25.0,-,**,29.7,40.9,-,**,65,64,43717,29426,20.0,38.3,-,**,0.0,39.5,-,**,20.0,38.3,-,**,80.0,38.3,43289,1714,80.0,38.3,43289,1714,0.0,39.5,-,**,40.4,(X),(X),(X),31.3,(X),(X),(X),58.5,(X),(X),(X)
