GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10
Id,Id2,Geography,Total:,Built 1999 to March 2000,Built 1995 to 1998,Built 1990 to 1994,Built 1980 to 1989,Built 1970 to 1979,Built 1960 to 1969,Built 1950 to 1959,Built 1940 to 1949,Built 1939 or earlier
1400000US48491020502,48491020502,"Census Tract 205.02, Williamson County, Texas",3067,420,1275,490,718,151,0,13,0,0
1400000US48491020503,48491020503,"Census Tract 205.03, Williamson County, Texas",1656,0,42,58,729,747,41,6,27,6
1400000US48491020504,48491020504,"Census Tract 205.04, Williamson County, Texas",1925,6,403,67,836,508,75,23,0,7
1400000US48491020601,48491020601,"Census Tract 206.01, Williamson County, Texas",2453,308,836,395,752,143,10,0,9,0
1400000US48491020602,48491020602,"Census Tract 206.02, Williamson County, Texas",1690,58,430,347,581,218,35,15,0,6
1400000US48491020701,48491020701,"Census Tract 207.01, Williamson County, Texas",920,0,34,7,339,194,34,104,46,162
1400000US48491020703,48491020703,"Census Tract 207.03, Williamson County, Texas",2644,669,1068,190,524,163,7,17,6,0
1400000US48491020704,48491020704,"Census Tract 207.04, Williamson County, Texas",1987,16,42,305,1210,377,15,16,0,6
1400000US48491020705,48491020705,"Census Tract 207.05, Williamson County, Texas",2043,329,846,332,440,91,5,0,0,0
1400000US48491020801,48491020801,"Census Tract 208.01, Williamson County, Texas",2371,419,465,87,570,259,60,126,117,268
1400000US48491020802,48491020802,"Census Tract 208.02, Williamson County, Texas",1519,161,514,384,347,78,7,0,0,28
1400000US48491020900,48491020900,"Census Tract 209, Williamson County, Texas",1640,104,190,78,335,165,129,155,152,332
1400000US48491021000,48491021000,"Census Tract 210, Williamson County, Texas",1135,14,97,20,198,251,125,109,156,165
1400000US48491021100,48491021100,"Census Tract 211, Williamson County, Texas",1081,15,38,0,72,110,100,225,163,358
1400000US48491021201,48491021201,"Census Tract 212.01, Williamson County, Texas",828,6,121,44,141,253,60,61,49,93
1400000US48491021202,48491021202,"Census Tract 212.02, Williamson County, Texas",934,7,32,83,260,153,41,162,73,123
1400000US48491021203,48491021203,"Census Tract 212.03, Williamson County, Texas",1037,13,41,31,326,179,93,105,70,179
1400000US48491021300,48491021300,"Census Tract 213, Williamson County, Texas",1438,40,99,53,149,207,152,194,124,420
1400000US48491021401,48491021401,"Census Tract 214.01, Williamson County, Texas",1378,69,476,166,235,43,102,87,61,139
1400000US48491021402,48491021402,"Census Tract 214.02, Williamson County, Texas",1222,16,194,73,172,232,111,112,87,225
1400000US48491021403,48491021403,"Census Tract 214.03, Williamson County, Texas",822,7,93,61,68,116,105,53,150,169
1400000US48491021501,48491021501,"Census Tract 215.01, Williamson County, Texas",3879,734,1668,286,888,256,18,12,9,8
1400000US48491021502,48491021502,"Census Tract 215.02, Williamson County, Texas",1479,0,107,120,824,376,24,0,7,21
1400000US48491021503,48491021503,"Census Tract 215.03, Williamson County, Texas",1792,8,322,158,542,630,101,19,12,0
1400000US48491021600,48491021600,"Census Tract 216, Williamson County, Texas",2185,206,500,252,398,297,122,130,51,229
