GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17
Id,Id2,Geography,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
1400000US48453002111,48453002111,"Census Tract 21.11, Travis County, Texas",1322,268,120,128,121,96,55,112,87,47,152,60,51,10,6,9,0
1400000US48453002112,48453002112,"Census Tract 21.12, Travis County, Texas",1780,152,171,179,150,151,173,128,126,73,132,199,80,49,0,17,0
1400000US48453002113,48453002113,"Census Tract 21.13, Travis County, Texas",1313,64,68,24,67,127,121,77,125,84,128,192,154,19,11,23,29
1400000US48453002201,48453002201,"Census Tract 22.01, Travis County, Texas",464,56,5,24,24,18,65,14,42,29,30,64,36,22,24,11,0
1400000US48453002202,48453002202,"Census Tract 22.02, Travis County, Texas",1289,130,134,35,129,178,83,80,84,63,130,131,62,29,6,0,15
1400000US48453002205,48453002205,"Census Tract 22.05, Travis County, Texas",1921,166,127,112,137,143,213,131,92,178,236,181,156,5,8,0,36
1400000US48453002206,48453002206,"Census Tract 22.06, Travis County, Texas",2663,132,127,116,153,148,161,122,261,205,231,355,260,189,86,11,106
1400000US48453002303,48453002303,"Census Tract 23.03, Travis County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US48453002304,48453002304,"Census Tract 23.04, Travis County, Texas",2654,425,233,247,258,309,168,230,115,157,198,121,99,45,11,8,30
1400000US48453002307,48453002307,"Census Tract 23.07, Travis County, Texas",2469,440,206,179,237,190,186,215,168,85,214,180,100,40,0,16,13
1400000US48453002308,48453002308,"Census Tract 23.08, Travis County, Texas",1994,269,121,277,190,174,196,121,92,121,152,143,88,20,7,0,23
1400000US48453002310,48453002310,"Census Tract 23.10, Travis County, Texas",1277,136,133,95,111,151,164,87,78,54,93,82,27,27,7,13,19
1400000US48453002311,48453002311,"Census Tract 23.11, Travis County, Texas",2699,855,410,212,227,164,228,144,126,35,110,92,48,8,32,0,8
1400000US48453002312,48453002312,"Census Tract 23.12, Travis County, Texas",1121,194,77,112,100,103,84,103,89,52,78,62,42,4,6,15,0
1400000US48453002313,48453002313,"Census Tract 23.13, Travis County, Texas",1655,237,107,135,181,138,254,106,42,105,125,99,114,12,0,0,0
1400000US48453002314,48453002314,"Census Tract 23.14, Travis County, Texas",2013,505,202,145,188,154,160,88,114,86,99,164,46,40,11,11,0
1400000US48453002315,48453002315,"Census Tract 23.15, Travis County, Texas",1555,303,176,204,182,86,117,87,109,34,140,47,54,0,0,0,16
1400000US48453002316,48453002316,"Census Tract 23.16, Travis County, Texas",2099,428,305,255,226,223,192,118,125,63,27,110,24,3,0,0,0
1400000US48453002402,48453002402,"Census Tract 24.02, Travis County, Texas",1945,90,89,112,220,139,150,175,134,131,222,191,186,49,40,17,0
1400000US48453002403,48453002403,"Census Tract 24.03, Travis County, Texas",987,68,50,55,40,68,81,68,72,75,148,122,91,21,0,9,19
1400000US48453002407,48453002407,"Census Tract 24.07, Travis County, Texas",856,40,13,13,21,36,40,57,20,77,68,95,205,86,33,18,34
1400000US48453002409,48453002409,"Census Tract 24.09, Travis County, Texas",1218,41,38,65,25,85,122,131,112,60,109,153,160,56,30,19,12
1400000US48453002410,48453002410,"Census Tract 24.10, Travis County, Texas",1679,176,100,100,189,181,158,117,154,76,201,90,107,22,0,0,8
1400000US48453002411,48453002411,"Census Tract 24.11, Travis County, Texas",1361,92,79,52,111,143,160,72,80,142,142,143,71,23,19,15,17
1400000US48453002412,48453002412,"Census Tract 24.12, Travis County, Texas",1349,95,49,74,100,127,134,89,104,81,130,186,60,51,21,9,39
1400000US48453002413,48453002413,"Census Tract 24.13, Travis County, Texas",880,125,61,37,89,82,61,63,71,57,123,47,45,6,9,4,0
1400000US48453002416,48453002416,"Census Tract 24.16, Travis County, Texas",2832,201,159,128,216,214,191,196,176,142,431,458,191,34,19,22,54
1400000US48453002417,48453002417,"Census Tract 24.17, Travis County, Texas",2415,157,110,117,237,199,188,125,234,163,236,273,202,88,12,23,51
1400000US48453002418,48453002418,"Census Tract 24.18, Travis County, Texas",1864,53,10,60,102,127,32,128,96,120,192,198,264,168,99,101,114
1400000US48453002419,48453002419,"Census Tract 24.19, Travis County, Texas",1822,141,109,134,203,133,244,175,98,173,136,176,36,51,13,0,0
1400000US48453002420,48453002420,"Census Tract 24.20, Travis County, Texas",2728,152,192,86,206,261,113,277,179,233,262,398,215,91,20,25,18
1400000US48453002421,48453002421,"Census Tract 24.21, Travis County, Texas",1305,28,33,46,28,16,97,108,35,47,254,353,203,31,11,7,8
1400000US48453002422,48453002422,"Census Tract 24.22, Travis County, Texas",1979,88,87,87,160,172,132,147,165,39,254,286,214,105,32,11,0
1400000US48453002423,48453002423,"Census Tract 24.23, Travis County, Texas",1939,48,48,24,48,70,68,144,145,102,317,342,392,114,34,25,18
1400000US48453002424,48453002424,"Census Tract 24.24, Travis County, Texas",1276,61,117,93,66,108,92,75,79,53,153,183,124,43,21,8,0
1400000US48491020101,48491020101,"Census Tract 201.01, Williamson County, Texas",3691,87,69,63,90,137,173,125,191,171,383,498,697,324,293,197,193
1400000US48491020102,48491020102,"Census Tract 201.02, Williamson County, Texas",2358,143,82,129,176,87,147,109,178,146,253,304,317,180,78,24,5
1400000US48491020103,48491020103,"Census Tract 201.03, Williamson County, Texas",1830,104,38,52,24,49,73,51,82,94,126,207,311,319,189,84,27
1400000US48491020104,48491020104,"Census Tract 201.04, Williamson County, Texas",1529,54,28,59,36,93,65,97,70,55,106,206,323,168,30,90,49
1400000US48491020200,48491020200,"Census Tract 202, Williamson County, Texas",2676,111,82,83,211,77,114,187,207,149,235,400,425,231,80,74,10
1400000US48491020301,48491020301,"Census Tract 203.01, Williamson County, Texas",1093,61,27,31,50,73,47,62,68,70,100,158,187,48,16,48,47
1400000US48491020302,48491020302,"Census Tract 203.02, Williamson County, Texas",748,11,0,27,22,9,37,31,18,74,102,107,131,64,43,28,44
1400000US48491020303,48491020303,"Census Tract 203.03, Williamson County, Texas",1250,53,37,72,50,88,96,68,70,114,176,178,134,29,22,36,27
1400000US48491020305,48491020305,"Census Tract 203.05, Williamson County, Texas",1279,20,24,36,27,57,67,68,82,97,260,232,202,66,25,16,0
1400000US48491020306,48491020306,"Census Tract 203.06, Williamson County, Texas",3143,74,103,78,100,78,150,169,177,171,412,558,684,259,53,57,20
1400000US48491020307,48491020307,"Census Tract 203.07, Williamson County, Texas",3621,23,36,68,95,62,135,174,163,153,261,632,886,353,250,241,89
1400000US48491020308,48491020308,"Census Tract 203.08, Williamson County, Texas",2996,30,21,43,26,80,135,127,146,109,311,532,760,372,125,145,34
1400000US48491020309,48491020309,"Census Tract 203.09, Williamson County, Texas",2487,13,77,67,63,93,107,89,151,129,308,367,486,253,141,114,29
1400000US48491020310,48491020310,"Census Tract 203.10, Williamson County, Texas",867,8,5,25,22,15,13,26,35,58,85,91,148,149,83,72,32
1400000US48491020402,48491020402,"Census Tract 204.02, Williamson County, Texas",2607,97,61,47,60,198,91,108,150,123,274,521,444,248,82,49,54
1400000US48491020403,48491020403,"Census Tract 204.03, Williamson County, Texas",625,38,8,36,6,24,37,41,63,23,75,116,93,43,9,13,0
1400000US48491020404,48491020404,"Census Tract 204.04, Williamson County, Texas",1336,28,12,13,36,58,49,61,56,77,140,246,265,106,104,72,13
1400000US48491020405,48491020405,"Census Tract 204.05, Williamson County, Texas",2307,55,56,89,215,144,133,164,179,117,284,245,282,223,78,37,6
1400000US48491020406,48491020406,"Census Tract 204.06, Williamson County, Texas",2069,50,80,98,132,130,188,201,179,149,315,298,127,82,32,0,8
1400000US48491020407,48491020407,"Census Tract 204.07, Williamson County, Texas",4200,85,84,120,107,124,177,213,218,139,421,643,879,445,214,214,117
1400000US48491020501,48491020501,"Census Tract 205.01, Williamson County, Texas",2970,66,8,23,42,17,67,62,96,96,224,474,839,437,253,147,119
1400000US48491020502,48491020502,"Census Tract 205.02, Williamson County, Texas",2973,12,48,44,2,91,157,63,99,84,205,482,605,564,233,160,124
1400000US48491020503,48491020503,"Census Tract 205.03, Williamson County, Texas",1641,43,21,25,25,43,30,16,70,50,109,296,436,241,110,76,50
1400000US48491020504,48491020504,"Census Tract 205.04, Williamson County, Texas",1861,43,60,72,144,128,102,172,135,93,276,285,247,62,5,29,8
1400000US48491020601,48491020601,"Census Tract 206.01, Williamson County, Texas",2388,50,56,66,67,64,57,58,61,59,187,285,467,516,195,113,87
1400000US48491020602,48491020602,"Census Tract 206.02, Williamson County, Texas",1668,63,26,69,85,54,119,61,63,114,165,200,300,196,58,77,18
1400000US48491020701,48491020701,"Census Tract 207.01, Williamson County, Texas",854,87,90,27,81,33,65,108,55,67,53,75,29,35,0,0,49
1400000US48491020703,48491020703,"Census Tract 207.03, Williamson County, Texas",2557,51,33,69,114,161,157,134,115,150,355,414,473,171,94,66,0
1400000US48491020704,48491020704,"Census Tract 207.04, Williamson County, Texas",1964,108,65,66,70,96,144,153,95,100,289,359,241,107,33,15,23
1400000US48491020705,48491020705,"Census Tract 207.05, Williamson County, Texas",2004,7,0,7,30,0,71,94,117,144,221,480,417,158,108,92,58
1400000US48491020801,48491020801,"Census Tract 208.01, Williamson County, Texas",2218,90,54,104,99,96,137,153,79,175,241,300,377,123,112,25,53
1400000US48491020802,48491020802,"Census Tract 208.02, Williamson County, Texas",1488,0,5,5,27,7,7,22,31,23,111,230,222,232,163,231,172
1400000US48491020900,48491020900,"Census Tract 209, Williamson County, Texas",1491,124,65,83,120,72,96,116,72,68,176,203,148,72,33,17,26
1400000US48491021000,48491021000,"Census Tract 210, Williamson County, Texas",1044,170,104,96,113,57,145,54,52,17,61,66,59,9,40,0,1
1400000US48491021100,48491021100,"Census Tract 211, Williamson County, Texas",939,104,55,61,113,45,91,85,63,62,81,110,46,23,0,0,0
1400000US48491021201,48491021201,"Census Tract 212.01, Williamson County, Texas",836,31,58,25,16,37,44,55,55,29,96,123,165,33,31,38,0
1400000US48491021202,48491021202,"Census Tract 212.02, Williamson County, Texas",872,89,51,94,29,45,37,45,40,49,105,67,89,50,54,18,10
1400000US48491021203,48491021203,"Census Tract 212.03, Williamson County, Texas",973,85,93,35,47,68,47,51,46,75,115,136,80,46,44,0,5
1400000US48491021300,48491021300,"Census Tract 213, Williamson County, Texas",1270,171,90,99,100,74,109,66,78,77,104,130,91,44,16,7,14
1400000US48491021401,48491021401,"Census Tract 214.01, Williamson County, Texas",1325,55,15,38,68,68,45,68,106,54,143,230,216,85,60,41,33
1400000US48491021402,48491021402,"Census Tract 214.02, Williamson County, Texas",1134,194,136,96,70,66,57,80,129,54,75,54,55,18,17,13,20
1400000US48491021403,48491021403,"Census Tract 214.03, Williamson County, Texas",785,46,27,37,57,40,41,25,57,41,99,113,142,26,28,0,6
1400000US48491021501,48491021501,"Census Tract 215.01, Williamson County, Texas",3740,46,81,114,106,61,158,185,220,220,590,712,756,215,133,60,83
1400000US48491021502,48491021502,"Census Tract 215.02, Williamson County, Texas",1443,44,13,19,53,156,93,218,93,106,173,224,195,48,8,0,0
1400000US48491021503,48491021503,"Census Tract 215.03, Williamson County, Texas",1691,67,89,75,78,128,153,204,75,98,131,287,206,67,17,16,0
1400000US48491021600,48491021600,"Census Tract 216, Williamson County, Texas",2052,63,91,138,149,191,107,169,137,116,227,262,215,112,31,24,20
