GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Family households:,Margin of Error; Family households:,Estimate; Family households: - Married-couple family,Margin of Error; Family households: - Married-couple family,Estimate; Family households: - Other family:,Margin of Error; Family households: - Other family:,"Estimate; Family households: - Other family: - Male householder, no wife present","Margin of Error; Family households: - Other family: - Male householder, no wife present","Estimate; Family households: - Other family: - Female householder, no husband present","Margin of Error; Family households: - Other family: - Female householder, no husband present",Estimate; Nonfamily households:,Margin of Error; Nonfamily households:,Estimate; Nonfamily households: - Householder living alone,Margin of Error; Nonfamily households: - Householder living alone,Estimate; Nonfamily households: - Householder not living alone,Margin of Error; Nonfamily households: - Householder not living alone
1400000US48453001829,48453001829,"Census Tract 18.29, Travis County, Texas",1458,73,461,89,304,76,157,86,38,30,119,77,997,92,808,111,189,66
1400000US48453001832,48453001832,"Census Tract 18.32, Travis County, Texas",1268,30,723,118,360,99,363,122,57,60,306,114,545,113,431,103,114,64
1400000US48453001833,48453001833,"Census Tract 18.33, Travis County, Texas",2546,134,1591,178,865,166,726,193,215,144,511,148,955,174,588,168,367,137
1400000US48453001834,48453001834,"Census Tract 18.34, Travis County, Texas",3831,175,2072,214,1551,227,521,189,137,104,384,158,1759,236,1303,255,456,167
1400000US48453001835,48453001835,"Census Tract 18.35, Travis County, Texas",2025,118,1158,137,719,132,439,118,87,68,352,104,867,133,687,121,180,67
1400000US48453001839,48453001839,"Census Tract 18.39, Travis County, Texas",3154,162,1531,178,1187,189,344,144,127,66,217,124,1623,218,1272,197,351,150
1400000US48453001840,48453001840,"Census Tract 18.40, Travis County, Texas",3398,133,2292,250,1546,246,746,221,320,134,426,169,1106,199,825,183,281,123
1400000US48453001841,48453001841,"Census Tract 18.41, Travis County, Texas",5432,233,4480,278,3375,334,1105,350,219,179,886,286,952,238,627,195,325,178
1400000US48453001842,48453001842,"Census Tract 18.42, Travis County, Texas",3038,103,2077,239,1286,275,791,244,278,161,513,177,961,230,575,223,386,155
1400000US48453001843,48453001843,"Census Tract 18.43, Travis County, Texas",978,34,626,72,509,55,117,63,59,52,58,37,352,70,217,56,135,56
1400000US48453001844,48453001844,"Census Tract 18.44, Travis County, Texas",1631,79,708,146,431,109,277,109,63,37,214,105,923,149,646,157,277,94
1400000US48453001845,48453001845,"Census Tract 18.45, Travis County, Texas",1366,91,655,117,485,98,170,94,33,41,137,79,711,109,496,95,215,86
1400000US48453001846,48453001846,"Census Tract 18.46, Travis County, Texas",1045,45,661,65,588,61,73,37,8,11,65,33,384,77,315,73,69,30
1400000US48453001847,48453001847,"Census Tract 18.47, Travis County, Texas",2920,138,1626,216,1163,205,463,148,85,82,378,116,1294,216,1008,228,286,111
1400000US48453001848,48453001848,"Census Tract 18.48, Travis County, Texas",1944,124,1265,139,899,146,366,95,148,76,218,86,679,134,516,137,163,81
1400000US48453001849,48453001849,"Census Tract 18.49, Travis County, Texas",3333,251,1116,244,762,240,354,145,80,72,274,114,2217,297,1734,282,483,183
1400000US48453001850,48453001850,"Census Tract 18.50, Travis County, Texas",1949,161,594,166,416,142,178,105,38,37,140,103,1355,197,886,168,469,146
1400000US48453001851,48453001851,"Census Tract 18.51, Travis County, Texas",4105,186,2181,291,1695,250,486,182,94,74,392,161,1924,309,1408,293,516,207
1400000US48453001853,48453001853,"Census Tract 18.53, Travis County, Texas",1325,40,813,89,689,90,124,58,47,37,77,45,512,83,412,80,100,51
1400000US48453001854,48453001854,"Census Tract 18.54, Travis County, Texas",1518,207,1092,145,884,131,208,109,53,44,155,96,426,161,372,156,54,35
1400000US48453001855,48453001855,"Census Tract 18.55, Travis County, Texas",5149,249,3918,325,2868,442,1050,338,165,140,885,298,1231,376,975,387,256,141
1400000US48453001856,48453001856,"Census Tract 18.56, Travis County, Texas",2199,123,1740,165,1453,191,287,124,122,92,165,84,459,151,359,133,100,56
1400000US48453001857,48453001857,"Census Tract 18.57, Travis County, Texas",2403,165,1507,175,1150,180,357,161,95,65,262,155,896,163,743,170,153,103
1400000US48453001858,48453001858,"Census Tract 18.58, Travis County, Texas",6132,281,5084,338,4446,381,638,264,239,153,399,184,1048,302,786,290,262,168
1400000US48453001859,48453001859,"Census Tract 18.59, Travis County, Texas",616,87,510,90,443,92,67,47,25,33,42,31,106,69,100,68,6,9
1400000US48453001860,48453001860,"Census Tract 18.60, Travis County, Texas",1741,114,987,122,691,132,296,104,85,58,211,92,754,157,652,139,102,85
1400000US48453001861,48453001861,"Census Tract 18.61, Travis County, Texas",1632,123,1313,142,1025,170,288,121,28,27,260,119,319,149,288,147,31,28
1400000US48453001862,48453001862,"Census Tract 18.62, Travis County, Texas",2133,152,1684,152,1221,176,463,161,41,39,422,152,449,147,338,127,111,81
1400000US48453001863,48453001863,"Census Tract 18.63, Travis County, Texas",1843,109,812,142,409,114,403,122,94,62,309,104,1031,160,827,142,204,91
1400000US48453001864,48453001864,"Census Tract 18.64, Travis County, Texas",1451,91,590,96,311,90,279,73,99,46,180,65,861,109,708,104,153,63
1400000US48453001901,48453001901,"Census Tract 19.01, Travis County, Texas",3050,98,1146,153,1000,147,146,75,23,26,123,72,1904,178,1473,192,431,155
1400000US48453001908,48453001908,"Census Tract 19.08, Travis County, Texas",3697,184,2201,252,1934,256,267,119,120,90,147,80,1496,244,1245,222,251,123
1400000US48453001910,48453001910,"Census Tract 19.10, Travis County, Texas",1771,78,1186,102,1022,119,164,65,34,27,130,59,585,121,506,111,79,57
1400000US48453001911,48453001911,"Census Tract 19.11, Travis County, Texas",1780,87,564,112,456,107,108,53,7,12,101,53,1216,121,910,126,306,96
1400000US48453001912,48453001912,"Census Tract 19.12, Travis County, Texas",1438,106,967,84,860,86,107,43,45,32,62,39,471,119,443,119,28,22
1400000US48453001913,48453001913,"Census Tract 19.13, Travis County, Texas",1710,110,1396,116,1321,120,75,50,21,25,54,43,314,104,284,107,30,36
1400000US48453001914,48453001914,"Census Tract 19.14, Travis County, Texas",2704,140,1584,174,1384,166,200,102,95,79,105,66,1120,200,970,205,150,93
1400000US48453001915,48453001915,"Census Tract 19.15, Travis County, Texas",803,47,402,72,341,77,61,49,14,17,47,45,401,83,341,84,60,35
1400000US48453001916,48453001916,"Census Tract 19.16, Travis County, Texas",933,64,918,63,864,65,54,28,22,20,32,19,15,15,15,15,0,13
1400000US48453001917,48453001917,"Census Tract 19.17, Travis County, Texas",1707,48,1409,104,1295,108,114,71,0,13,114,71,298,89,221,72,77,46
1400000US48453001918,48453001918,"Census Tract 19.18, Travis County, Texas",996,94,737,79,650,106,87,65,52,66,35,22,259,105,232,106,27,22
1400000US48453001919,48453001919,"Census Tract 19.19, Travis County, Texas",1421,55,1130,74,999,88,131,55,19,13,112,55,291,70,258,68,33,29
1400000US48453002002,48453002002,"Census Tract 20.02, Travis County, Texas",1423,53,612,108,439,86,173,72,50,40,123,64,811,95,573,116,238,98
1400000US48453002003,48453002003,"Census Tract 20.03, Travis County, Texas",1396,93,877,117,608,107,269,79,57,46,212,76,519,102,348,89,171,80
1400000US48453002004,48453002004,"Census Tract 20.04, Travis County, Texas",1464,71,314,66,262,59,52,33,20,24,32,27,1150,94,856,126,294,96
1400000US48453002005,48453002005,"Census Tract 20.05, Travis County, Texas",2238,187,714,210,358,129,356,193,133,119,223,146,1524,195,1008,201,516,151
1400000US48453002104,48453002104,"Census Tract 21.04, Travis County, Texas",1220,68,661,115,563,119,98,62,37,30,61,52,559,109,339,104,220,81
1400000US48453002105,48453002105,"Census Tract 21.05, Travis County, Texas",2210,93,987,150,550,143,437,127,96,70,341,100,1223,148,849,145,374,95
1400000US48453002106,48453002106,"Census Tract 21.06, Travis County, Texas",1248,89,729,135,433,125,296,124,48,47,248,109,519,111,448,103,71,44
1400000US48453002107,48453002107,"Census Tract 21.07, Travis County, Texas",1410,109,774,125,392,92,382,113,52,47,330,103,636,125,430,111,206,68
1400000US48453002108,48453002108,"Census Tract 21.08, Travis County, Texas",1345,92,750,118,314,90,436,118,45,36,391,121,595,97,466,97,129,64
1400000US48453002109,48453002109,"Census Tract 21.09, Travis County, Texas",1597,104,862,121,375,102,487,102,132,84,355,104,735,124,583,132,152,60
1400000US48453002110,48453002110,"Census Tract 21.10, Travis County, Texas",1427,92,845,116,432,94,413,111,104,63,309,106,582,122,370,110,212,85
1400000US48453002111,48453002111,"Census Tract 21.11, Travis County, Texas",1741,97,1114,112,606,105,508,106,91,83,417,106,627,129,421,131,206,75
1400000US48453002112,48453002112,"Census Tract 21.12, Travis County, Texas",1768,108,1200,129,677,127,523,112,112,56,411,107,568,109,454,92,114,58
1400000US48453002113,48453002113,"Census Tract 21.13, Travis County, Texas",1341,70,825,98,590,93,235,90,58,51,177,68,516,101,352,88,164,60
1400000US48453002201,48453002201,"Census Tract 22.01, Travis County, Texas",570,45,466,52,229,53,237,61,64,33,173,52,104,36,94,34,10,12
1400000US48453002202,48453002202,"Census Tract 22.02, Travis County, Texas",2321,182,1813,217,965,200,848,190,79,78,769,190,508,166,426,137,82,81
1400000US48453002207,48453002207,"Census Tract 22.07, Travis County, Texas",2758,135,2025,214,1141,271,884,297,348,243,536,193,733,180,461,184,272,161
1400000US48453002208,48453002208,"Census Tract 22.08, Travis County, Texas",1866,128,1563,150,949,135,614,137,142,78,472,131,303,120,220,100,83,68
1400000US48453002209,48453002209,"Census Tract 22.09, Travis County, Texas",2697,251,2058,241,1423,235,635,161,205,126,430,117,639,220,512,204,127,121
1400000US48453002210,48453002210,"Census Tract 22.10, Travis County, Texas",1015,149,853,125,584,140,269,117,135,75,134,80,162,75,156,74,6,8
1400000US48453002211,48453002211,"Census Tract 22.11, Travis County, Texas",744,85,510,76,334,75,176,68,69,42,107,50,234,69,144,62,90,57
1400000US48453002212,48453002212,"Census Tract 22.12, Travis County, Texas",196,60,169,65,130,71,39,25,8,13,31,23,27,22,16,13,11,17
1400000US48453002304,48453002304,"Census Tract 23.04, Travis County, Texas",1653,117,470,118,271,108,199,90,126,74,73,56,1183,131,834,135,349,103
1400000US48453002307,48453002307,"Census Tract 23.07, Travis County, Texas",2617,158,858,203,469,157,389,171,211,129,178,99,1759,234,1138,231,621,171
1400000US48453002308,48453002308,"Census Tract 23.08, Travis County, Texas",2449,165,713,159,403,135,310,128,7,12,303,128,1736,207,1018,210,718,178
1400000US48453002310,48453002310,"Census Tract 23.10, Travis County, Texas",945,64,724,79,354,83,370,80,124,72,246,56,221,64,166,61,55,39
1400000US48453002312,48453002312,"Census Tract 23.12, Travis County, Texas",2172,129,1555,138,1001,184,554,189,206,113,348,140,617,147,414,129,203,79
1400000US48453002313,48453002313,"Census Tract 23.13, Travis County, Texas",2106,80,832,131,372,132,460,127,123,76,337,101,1274,140,1021,155,253,85
1400000US48453002314,48453002314,"Census Tract 23.14, Travis County, Texas",2077,186,581,167,218,96,363,136,45,50,318,139,1496,205,953,199,543,145
1400000US48453002315,48453002315,"Census Tract 23.15, Travis County, Texas",1353,98,458,119,220,85,238,101,116,69,122,68,895,108,571,103,324,88
1400000US48453002316,48453002316,"Census Tract 23.16, Travis County, Texas",2206,111,915,145,319,113,596,153,199,78,397,132,1291,153,764,134,527,125
1400000US48453002317,48453002317,"Census Tract 23.17, Travis County, Texas",1799,151,314,106,95,52,219,116,63,68,156,80,1485,166,501,168,984,177
1400000US48453002318,48453002318,"Census Tract 23.18, Travis County, Texas",3405,242,1100,315,410,209,690,256,176,140,514,271,2305,343,953,294,1352,316
1400000US48453002319,48453002319,"Census Tract 23.19, Travis County, Texas",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453002402,48453002402,"Census Tract 24.02, Travis County, Texas",3304,217,1446,196,824,193,622,212,386,198,236,108,1858,254,1176,244,682,170
1400000US48453002403,48453002403,"Census Tract 24.03, Travis County, Texas",983,68,526,82,372,91,154,70,33,37,121,56,457,91,256,85,201,76
1400000US48453002407,48453002407,"Census Tract 24.07, Travis County, Texas",2317,100,1574,154,1270,174,304,134,36,51,268,124,743,139,558,124,185,89
1400000US48453002409,48453002409,"Census Tract 24.09, Travis County, Texas",1287,72,722,108,442,95,280,108,54,53,226,98,565,123,353,106,212,82
1400000US48453002410,48453002410,"Census Tract 24.10, Travis County, Texas",1647,82,799,141,410,93,389,130,102,70,287,105,848,127,537,99,311,101
1400000US48453002411,48453002411,"Census Tract 24.11, Travis County, Texas",1734,76,1399,133,794,125,605,124,180,105,425,122,335,114,229,83,106,81
1400000US48453002412,48453002412,"Census Tract 24.12, Travis County, Texas",1433,51,1190,76,737,112,453,109,112,63,341,90,243,66,128,57,115,53
1400000US48453002413,48453002413,"Census Tract 24.13, Travis County, Texas",1246,73,992,94,549,110,443,112,64,64,379,107,254,84,137,67,117,70
1400000US48453002419,48453002419,"Census Tract 24.19, Travis County, Texas",1841,90,877,124,424,107,453,126,114,73,339,107,964,119,668,120,296,89
1400000US48453002421,48453002421,"Census Tract 24.21, Travis County, Texas",3742,115,1961,198,1308,184,653,206,80,93,573,179,1781,208,1028,237,753,210
1400000US48453002422,48453002422,"Census Tract 24.22, Travis County, Texas",2448,84,1101,192,766,193,335,152,81,67,254,133,1347,199,1012,179,335,164
1400000US48453002423,48453002423,"Census Tract 24.23, Travis County, Texas",2155,97,1281,186,682,174,599,181,328,158,271,148,874,171,638,156,236,93
1400000US48453002424,48453002424,"Census Tract 24.24, Travis County, Texas",1410,77,793,89,499,106,294,90,92,56,202,82,617,103,367,88,250,83
1400000US48453002425,48453002425,"Census Tract 24.25, Travis County, Texas",1204,108,782,142,602,111,180,100,56,53,124,86,422,108,192,91,230,77
1400000US48453002426,48453002426,"Census Tract 24.26, Travis County, Texas",2595,214,1851,228,1231,255,620,269,120,154,500,225,744,219,463,191,281,155
1400000US48453002427,48453002427,"Census Tract 24.27, Travis County, Texas",2326,141,1631,196,889,202,742,233,221,135,521,202,695,185,519,172,176,91
1400000US48453002428,48453002428,"Census Tract 24.28, Travis County, Texas",2777,101,1715,176,1183,204,532,179,167,98,365,163,1062,178,832,199,230,118
1400000US48453002429,48453002429,"Census Tract 24.29, Travis County, Texas",407,62,166,58,110,47,56,44,22,34,34,25,241,64,195,59,46,32
1400000US48453002430,48453002430,"Census Tract 24.30, Travis County, Texas",887,108,700,95,501,113,199,81,65,49,134,63,187,80,146,72,41,32
1400000US48453002431,48453002431,"Census Tract 24.31, Travis County, Texas",2227,136,1582,167,1016,206,566,177,183,121,383,140,645,187,349,164,296,137
1400000US48453002432,48453002432,"Census Tract 24.32, Travis County, Texas",646,63,458,90,314,70,144,62,72,59,72,30,188,74,131,65,57,47
1400000US48453002433,48453002433,"Census Tract 24.33, Travis County, Texas",1967,149,1576,171,1129,164,447,139,85,61,362,123,391,176,358,165,33,30
1400000US48453002434,48453002434,"Census Tract 24.34, Travis County, Texas",484,42,399,41,323,52,76,33,22,15,54,31,85,40,64,48,21,22
1400000US48453002435,48453002435,"Census Tract 24.35, Travis County, Texas",2303,170,1954,188,1250,285,704,241,206,136,498,210,349,140,234,121,115,86
1400000US48453002436,48453002436,"Census Tract 24.36, Travis County, Texas",661,93,574,92,411,82,163,67,103,48,60,40,87,39,75,37,12,11
1400000US48453002500,48453002500,"Census Tract 25, Travis County, Texas",2806,141,1226,214,966,200,260,130,94,72,166,105,1580,231,1132,198,448,158
1400000US48453980000,48453980000,"Census Tract 9800, Travis County, Texas",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48491020105,48491020105,"Census Tract 201.05, Williamson County, Texas",2650,145,1891,152,1873,152,18,20,0,18,18,20,759,158,562,141,197,104
1400000US48491020106,48491020106,"Census Tract 201.06, Williamson County, Texas",1510,90,1124,136,1054,138,70,40,27,30,43,36,386,135,376,135,10,18
1400000US48491020107,48491020107,"Census Tract 201.07, Williamson County, Texas",3111,160,1987,156,1955,158,32,36,0,18,32,36,1124,200,1090,194,34,38
1400000US48491020108,48491020108,"Census Tract 201.08, Williamson County, Texas",1267,42,892,99,832,100,60,38,15,19,45,34,375,92,348,86,27,37
1400000US48491020109,48491020109,"Census Tract 201.09, Williamson County, Texas",1079,67,995,76,893,84,102,64,8,12,94,62,84,46,53,39,31,25
1400000US48491020110,48491020110,"Census Tract 201.10, Williamson County, Texas",1528,96,1184,107,1067,114,117,62,54,40,63,52,344,95,295,95,49,40
1400000US48491020111,48491020111,"Census Tract 201.11, Williamson County, Texas",1315,58,993,97,884,98,109,50,36,34,73,39,322,88,293,82,29,27
1400000US48491020112,48491020112,"Census Tract 201.12, Williamson County, Texas",1086,79,984,77,949,76,35,27,14,15,21,20,102,57,102,57,0,13
1400000US48491020113,48491020113,"Census Tract 201.13, Williamson County, Texas",1026,80,569,120,377,92,192,91,91,73,101,59,457,98,352,96,105,66
1400000US48491020114,48491020114,"Census Tract 201.14, Williamson County, Texas",2129,146,1282,167,842,141,440,141,69,51,371,146,847,169,678,154,169,93
1400000US48491020115,48491020115,"Census Tract 201.15, Williamson County, Texas",1392,76,1116,120,979,116,137,75,25,30,112,69,276,120,264,117,12,20
1400000US48491020201,48491020201,"Census Tract 202.01, Williamson County, Texas",578,48,382,57,309,60,73,44,18,17,55,41,196,54,157,49,39,22
1400000US48491020202,48491020202,"Census Tract 202.02, Williamson County, Texas",1689,141,1431,128,1299,140,132,70,28,31,104,64,258,102,236,101,22,24
1400000US48491020203,48491020203,"Census Tract 202.03, Williamson County, Texas",1735,95,1323,100,1306,100,17,21,11,18,6,10,412,105,385,102,27,24
1400000US48491020204,48491020204,"Census Tract 202.04, Williamson County, Texas",1596,134,1282,129,1054,146,228,114,63,47,165,106,314,103,261,97,53,41
1400000US48491020301,48491020301,"Census Tract 203.01, Williamson County, Texas",2214,129,1809,147,1604,165,205,83,65,48,140,71,405,129,362,126,43,30
1400000US48491020302,48491020302,"Census Tract 203.02, Williamson County, Texas",1126,107,943,100,840,99,103,54,17,19,86,50,183,62,158,58,25,23
1400000US48491020310,48491020310,"Census Tract 203.10, Williamson County, Texas",1009,57,766,65,716,67,50,25,23,17,27,17,243,69,210,66,33,41
1400000US48491020311,48491020311,"Census Tract 203.11, Williamson County, Texas",1713,126,1014,122,840,111,174,93,15,23,159,89,699,138,513,136,186,94
1400000US48491020312,48491020312,"Census Tract 203.12, Williamson County, Texas",2523,168,1944,180,1387,194,557,178,181,146,376,159,579,198,504,190,75,60
1400000US48491020313,48491020313,"Census Tract 203.13, Williamson County, Texas",3183,237,2201,203,1723,193,478,170,249,125,229,131,982,258,658,205,324,159
1400000US48491020314,48491020314,"Census Tract 203.14, Williamson County, Texas",1706,114,1370,129,1110,175,260,129,48,49,212,128,336,105,301,103,35,29
1400000US48491020315,48491020315,"Census Tract 203.15, Williamson County, Texas",2042,138,1658,186,1396,161,262,159,32,36,230,160,384,130,352,124,32,30
1400000US48491020316,48491020316,"Census Tract 203.16, Williamson County, Texas",1430,119,924,119,663,106,261,118,82,55,179,109,506,119,426,121,80,55
1400000US48491020317,48491020317,"Census Tract 203.17, Williamson County, Texas",1284,187,945,113,748,108,197,95,60,42,137,82,339,144,304,135,35,47
1400000US48491020318,48491020318,"Census Tract 203.18, Williamson County, Texas",3209,155,1957,198,1476,192,481,164,41,32,440,165,1252,189,1058,166,194,129
1400000US48491020319,48491020319,"Census Tract 203.19, Williamson County, Texas",1737,94,1411,104,1271,103,140,67,36,42,104,54,326,99,268,84,58,45
1400000US48491020320,48491020320,"Census Tract 203.20, Williamson County, Texas",2511,83,2134,150,1670,167,464,162,118,120,346,161,377,138,356,134,21,23
1400000US48491020321,48491020321,"Census Tract 203.21, Williamson County, Texas",608,71,428,62,355,61,73,34,13,21,60,31,180,52,152,52,28,19
1400000US48491020322,48491020322,"Census Tract 203.22, Williamson County, Texas",3096,140,2324,216,1559,215,765,215,134,120,631,196,772,215,602,181,170,122
1400000US48491020323,48491020323,"Census Tract 203.23, Williamson County, Texas",992,67,739,78,525,72,214,75,37,33,177,72,253,82,196,89,57,34
1400000US48491020324,48491020324,"Census Tract 203.24, Williamson County, Texas",2266,110,1992,120,1745,149,247,116,43,49,204,101,274,103,212,96,62,43
1400000US48491020325,48491020325,"Census Tract 203.25, Williamson County, Texas",946,63,805,92,542,105,263,100,21,20,242,105,141,78,115,67,26,25
1400000US48491020326,48491020326,"Census Tract 203.26, Williamson County, Texas",1973,90,1693,103,1559,122,134,75,29,30,105,63,280,106,247,98,33,31
1400000US48491020327,48491020327,"Census Tract 203.27, Williamson County, Texas",798,60,605,63,479,72,126,56,12,12,114,57,193,66,157,62,36,30
1400000US48491020328,48491020328,"Census Tract 203.28, Williamson County, Texas",2343,142,1736,145,1547,156,189,91,0,18,189,91,607,152,492,128,115,92
1400000US48491020403,48491020403,"Census Tract 204.03, Williamson County, Texas",773,56,486,61,369,66,117,48,38,30,79,39,287,62,160,52,127,51
1400000US48491020404,48491020404,"Census Tract 204.04, Williamson County, Texas",1343,60,915,105,669,83,246,97,73,60,173,79,428,86,356,86,72,45
1400000US48491020405,48491020405,"Census Tract 204.05, Williamson County, Texas",2615,162,1578,192,1069,196,509,163,170,108,339,128,1037,188,805,180,232,125
1400000US48491020406,48491020406,"Census Tract 204.06, Williamson County, Texas",3129,255,1384,240,696,191,688,231,202,142,486,189,1745,265,1446,256,299,126
1400000US48491020408,48491020408,"Census Tract 204.08, Williamson County, Texas",1999,113,1164,169,802,141,362,165,73,76,289,149,835,170,550,140,285,123
1400000US48491020409,48491020409,"Census Tract 204.09, Williamson County, Texas",2265,169,1264,163,964,164,300,108,39,43,261,110,1001,208,825,209,176,87
1400000US48491020410,48491020410,"Census Tract 204.10, Williamson County, Texas",2666,199,1309,190,819,197,490,192,195,158,295,148,1357,235,1214,230,143,80
1400000US48491020411,48491020411,"Census Tract 204.11, Williamson County, Texas",2066,83,1411,128,1096,146,315,136,134,90,181,105,655,139,561,126,94,66
1400000US48491020503,48491020503,"Census Tract 205.03, Williamson County, Texas",1798,126,1459,133,1266,125,193,86,23,21,170,84,339,109,297,106,42,33
1400000US48491020504,48491020504,"Census Tract 205.04, Williamson County, Texas",3592,191,1918,249,1188,205,730,197,308,146,422,134,1674,266,1332,259,342,120
1400000US48491020505,48491020505,"Census Tract 205.05, Williamson County, Texas",859,52,718,58,637,62,81,48,15,24,66,47,141,55,124,52,17,18
1400000US48491020506,48491020506,"Census Tract 205.06, Williamson County, Texas",2477,160,1956,191,1638,195,318,127,73,61,245,108,521,161,368,127,153,112
1400000US48491020507,48491020507,"Census Tract 205.07, Williamson County, Texas",1052,126,739,149,706,157,33,31,0,13,33,31,313,102,239,100,74,64
1400000US48491020508,48491020508,"Census Tract 205.08, Williamson County, Texas",2122,156,1154,259,706,200,448,236,65,72,383,250,968,230,741,243,227,180
1400000US48491020509,48491020509,"Census Tract 205.09, Williamson County, Texas",2140,107,1828,157,1647,158,181,88,34,39,147,81,312,128,247,111,65,57
1400000US48491020510,48491020510,"Census Tract 205.10, Williamson County, Texas",3330,149,2767,186,2502,179,265,132,139,86,126,101,563,155,394,125,169,120
1400000US48491020602,48491020602,"Census Tract 206.02, Williamson County, Texas",1647,67,1287,105,1033,132,254,77,116,62,138,58,360,98,289,81,71,53
1400000US48491020603,48491020603,"Census Tract 206.03, Williamson County, Texas",2719,129,2473,154,2322,164,151,105,79,64,72,66,246,105,211,102,35,41
1400000US48491020604,48491020604,"Census Tract 206.04, Williamson County, Texas",1936,103,1560,128,1358,153,202,105,92,83,110,64,376,138,309,121,67,77
1400000US48491020605,48491020605,"Census Tract 206.05, Williamson County, Texas",2080,115,1778,125,1544,134,234,92,34,37,200,94,302,110,263,102,39,41
1400000US48491020701,48491020701,"Census Tract 207.01, Williamson County, Texas",842,66,503,87,326,81,177,68,31,29,146,58,339,82,282,78,57,45
1400000US48491020703,48491020703,"Census Tract 207.03, Williamson County, Texas",3726,169,2628,226,1880,223,748,232,253,145,495,193,1098,217,894,183,204,111
1400000US48491020704,48491020704,"Census Tract 207.04, Williamson County, Texas",2115,157,1192,212,965,187,227,112,111,77,116,74,923,179,695,164,228,114
1400000US48491020706,48491020706,"Census Tract 207.06, Williamson County, Texas",1096,72,1000,83,937,94,63,42,51,40,12,15,96,52,77,47,19,25
1400000US48491020707,48491020707,"Census Tract 207.07, Williamson County, Texas",1725,89,1140,141,819,113,321,115,95,95,226,92,585,140,461,128,124,65
1400000US48491020708,48491020708,"Census Tract 207.08, Williamson County, Texas",2317,128,1948,153,1715,168,233,112,42,46,191,104,369,134,197,91,172,128
1400000US48491020803,48491020803,"Census Tract 208.03, Williamson County, Texas",1368,181,906,138,721,125,185,83,54,48,131,67,462,177,325,142,137,91
1400000US48491020804,48491020804,"Census Tract 208.04, Williamson County, Texas",3217,180,2519,180,2229,168,290,132,105,77,185,114,698,178,429,160,269,104
1400000US48491020805,48491020805,"Census Tract 208.05, Williamson County, Texas",2226,131,1883,159,1488,211,395,156,56,56,339,146,343,130,280,119,63,62
1400000US48491020806,48491020806,"Census Tract 208.06, Williamson County, Texas",1103,107,1020,97,842,118,178,78,63,47,115,63,83,41,78,39,5,9
1400000US48491020807,48491020807,"Census Tract 208.07, Williamson County, Texas",2498,205,2070,190,1716,197,354,155,127,99,227,112,428,159,333,149,95,74
1400000US48491020808,48491020808,"Census Tract 208.08, Williamson County, Texas",592,62,429,68,282,80,147,59,7,10,140,56,163,70,142,67,21,17
1400000US48491020809,48491020809,"Census Tract 208.09, Williamson County, Texas",2108,142,1823,164,1520,175,303,147,66,60,237,134,285,120,275,120,10,17
1400000US48491020900,48491020900,"Census Tract 209, Williamson County, Texas",1492,96,1052,98,939,96,113,47,33,31,80,33,440,85,397,84,43,25
1400000US48491021000,48491021000,"Census Tract 210, Williamson County, Texas",903,79,611,86,421,82,190,58,44,28,146,57,292,88,226,80,66,38
1400000US48491021100,48491021100,"Census Tract 211, Williamson County, Texas",926,86,657,87,424,92,233,93,108,81,125,75,269,79,239,78,30,24
1400000US48491021201,48491021201,"Census Tract 212.01, Williamson County, Texas",1080,88,766,88,627,101,139,71,61,46,78,51,314,91,288,90,26,25
1400000US48491021202,48491021202,"Census Tract 212.02, Williamson County, Texas",1251,106,955,107,627,96,328,104,35,32,293,96,296,99,279,99,17,26
1400000US48491021203,48491021203,"Census Tract 212.03, Williamson County, Texas",1053,81,647,109,429,82,218,98,63,58,155,81,406,109,394,110,12,15
1400000US48491021300,48491021300,"Census Tract 213, Williamson County, Texas",1200,81,787,84,614,75,173,53,35,26,138,49,413,84,379,76,34,22
1400000US48491021401,48491021401,"Census Tract 214.01, Williamson County, Texas",2882,194,2187,204,1830,221,357,136,0,20,357,136,695,166,588,155,107,87
1400000US48491021402,48491021402,"Census Tract 214.02, Williamson County, Texas",1832,124,675,115,352,106,323,108,57,39,266,100,1157,158,1075,151,82,46
1400000US48491021403,48491021403,"Census Tract 214.03, Williamson County, Texas",1457,101,1009,115,733,122,276,102,122,77,154,76,448,133,342,116,106,84
1400000US48491021502,48491021502,"Census Tract 215.02, Williamson County, Texas",1572,105,1179,127,609,122,570,134,167,77,403,128,393,93,292,89,101,51
1400000US48491021503,48491021503,"Census Tract 215.03, Williamson County, Texas",1554,95,1011,136,690,155,321,122,69,79,252,125,543,116,466,110,77,44
1400000US48491021504,48491021504,"Census Tract 215.04, Williamson County, Texas",2353,182,1809,203,1621,182,188,120,18,29,170,117,544,165,420,157,124,68
1400000US48491021505,48491021505,"Census Tract 215.05, Williamson County, Texas",2388,123,1556,229,1184,197,372,207,194,191,178,92,832,254,626,222,206,119
