GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1400000US48209010908,48209010908,"Census Tract 109.08, Hays County, Texas",2604,199,1888,218,1421,227,467,147,229,112,238,105,716,178,380,140,336,150
1400000US48209010909,48209010909,"Census Tract 109.09, Hays County, Texas",1745,130,1346,144,1048,126,298,114,138,83,160,90,399,115,307,97,92,59
1400000US48209010910,48209010910,"Census Tract 109.10, Hays County, Texas",2364,169,1959,169,1436,236,523,179,148,86,375,147,405,166,331,154,74,55
1400000US48453000101,48453000101,"Census Tract 1.01, Travis County, Texas",1828,129,844,135,728,129,116,70,42,36,74,60,984,119,746,110,238,94
1400000US48453000102,48453000102,"Census Tract 1.02, Travis County, Texas",1079,73,697,64,572,73,125,62,52,46,73,48,382,87,309,79,73,43
1400000US48453000203,48453000203,"Census Tract 2.03, Travis County, Texas",755,68,198,62,162,55,36,29,4,7,32,28,557,69,354,77,203,71
1400000US48453000204,48453000204,"Census Tract 2.04, Travis County, Texas",1577,88,537,82,401,74,136,61,35,26,101,63,1040,106,834,112,206,71
1400000US48453000205,48453000205,"Census Tract 2.05, Travis County, Texas",2001,118,580,142,454,133,126,78,65,54,61,62,1421,176,1027,195,394,170
1400000US48453000206,48453000206,"Census Tract 2.06, Travis County, Texas",1661,97,655,124,546,121,109,63,13,20,96,58,1006,131,706,134,300,110
1400000US48453000302,48453000302,"Census Tract 3.02, Travis County, Texas",2953,129,692,167,555,136,137,93,116,95,21,32,2261,191,1662,213,599,184
1400000US48453000304,48453000304,"Census Tract 3.04, Travis County, Texas",1511,97,417,111,269,75,148,93,0,13,148,93,1094,127,707,132,387,109
1400000US48453000305,48453000305,"Census Tract 3.05, Travis County, Texas",1830,90,284,77,226,67,58,49,13,20,45,44,1546,105,1018,172,528,127
1400000US48453000306,48453000306,"Census Tract 3.06, Travis County, Texas",1259,106,571,107,415,103,156,83,13,15,143,81,688,127,393,107,295,83
1400000US48453000307,48453000307,"Census Tract 3.07, Travis County, Texas",812,57,419,75,341,78,78,47,25,31,53,36,393,78,219,71,174,62
1400000US48453000401,48453000401,"Census Tract 4.01, Travis County, Texas",1564,106,385,74,265,56,120,55,37,29,83,45,1179,118,704,114,475,99
1400000US48453000402,48453000402,"Census Tract 4.02, Travis County, Texas",1418,64,479,116,260,78,219,84,120,86,99,56,939,131,643,135,296,122
1400000US48453000500,48453000500,"Census Tract 5, Travis County, Texas",2372,149,405,119,272,87,133,79,28,32,105,69,1967,172,1266,208,701,177
1400000US48453000601,48453000601,"Census Tract 6.01, Travis County, Texas",446,68,61,52,40,48,21,23,8,12,13,20,385,69,145,52,240,60
1400000US48453000603,48453000603,"Census Tract 6.03, Travis County, Texas",2636,195,283,119,62,48,221,110,118,84,103,79,2353,216,913,184,1440,197
1400000US48453000604,48453000604,"Census Tract 6.04, Travis County, Texas",1708,171,98,56,28,34,70,47,46,38,24,27,1610,166,765,195,845,182
1400000US48453000700,48453000700,"Census Tract 7, Travis County, Texas",644,64,136,47,115,44,21,21,0,13,21,21,508,74,333,89,175,63
1400000US48453000801,48453000801,"Census Tract 8.01, Travis County, Texas",611,35,362,58,228,54,134,66,39,37,95,60,249,55,229,55,20,20
1400000US48453000802,48453000802,"Census Tract 8.02, Travis County, Texas",1207,108,712,111,180,68,532,117,66,42,466,104,495,120,294,107,201,93
1400000US48453000803,48453000803,"Census Tract 8.03, Travis County, Texas",996,85,466,90,242,80,224,88,84,67,140,78,530,94,276,79,254,90
1400000US48453000804,48453000804,"Census Tract 8.04, Travis County, Texas",968,59,453,76,161,56,292,77,75,53,217,62,515,71,344,68,171,56
1400000US48453000901,48453000901,"Census Tract 9.01, Travis County, Texas",824,59,327,57,151,54,176,61,15,20,161,58,497,59,287,63,210,54
1400000US48453000902,48453000902,"Census Tract 9.02, Travis County, Texas",1831,124,977,148,404,139,573,133,213,104,360,114,854,166,600,152,254,117
1400000US48453001000,48453001000,"Census Tract 10, Travis County, Texas",1480,102,685,125,380,112,305,107,80,51,225,101,795,128,648,121,147,72
1400000US48453001100,48453001100,"Census Tract 11, Travis County, Texas",2859,241,691,214,602,193,89,80,89,80,0,13,2168,312,1911,313,257,125
1400000US48453001200,48453001200,"Census Tract 12, Travis County, Texas",2779,170,760,168,574,162,186,73,66,62,120,62,2019,221,1710,224,309,119
1400000US48453001303,48453001303,"Census Tract 13.03, Travis County, Texas",1411,153,532,86,372,81,160,78,34,38,126,72,879,165,644,134,235,98
1400000US48453001304,48453001304,"Census Tract 13.04, Travis County, Texas",2064,71,621,103,430,93,191,71,73,50,118,55,1443,121,968,112,475,126
1400000US48453001305,48453001305,"Census Tract 13.05, Travis County, Texas",2695,161,1100,176,637,150,463,131,56,44,407,122,1595,247,1291,229,304,118
1400000US48453001307,48453001307,"Census Tract 13.07, Travis County, Texas",1855,68,712,136,386,89,326,122,83,64,243,107,1143,140,919,132,224,63
1400000US48453001308,48453001308,"Census Tract 13.08, Travis County, Texas",1207,112,503,102,320,89,183,76,86,61,97,61,704,119,456,109,248,100
1400000US48453001401,48453001401,"Census Tract 14.01, Travis County, Texas",1605,153,412,93,339,89,73,40,40,31,33,26,1193,168,759,146,434,122
1400000US48453001402,48453001402,"Census Tract 14.02, Travis County, Texas",1372,94,424,89,285,61,139,77,46,46,93,61,948,125,601,111,347,100
1400000US48453001403,48453001403,"Census Tract 14.03, Travis County, Texas",740,77,170,64,134,52,36,35,27,33,9,11,570,92,353,83,217,84
1400000US48453001501,48453001501,"Census Tract 15.01, Travis County, Texas",2267,104,1336,123,1014,138,322,114,110,74,212,94,931,147,714,160,217,109
1400000US48453001503,48453001503,"Census Tract 15.03, Travis County, Texas",1737,80,818,110,509,86,309,81,30,29,279,79,919,130,515,110,404,107
1400000US48453001504,48453001504,"Census Tract 15.04, Travis County, Texas",2310,99,1245,182,934,147,311,145,31,36,280,141,1065,183,802,172,263,104
1400000US48453001505,48453001505,"Census Tract 15.05, Travis County, Texas",2224,40,888,160,729,151,159,91,74,69,85,75,1336,165,1028,197,308,121
1400000US48453001602,48453001602,"Census Tract 16.02, Travis County, Texas",1656,99,704,106,558,103,146,78,71,61,75,58,952,114,767,116,185,80
1400000US48453001603,48453001603,"Census Tract 16.03, Travis County, Texas",1713,113,1223,112,1077,114,146,82,34,45,112,70,490,112,362,98,128,65
1400000US48453001604,48453001604,"Census Tract 16.04, Travis County, Texas",1665,97,1071,118,877,109,194,71,48,35,146,61,594,125,508,123,86,54
1400000US48453001605,48453001605,"Census Tract 16.05, Travis County, Texas",1931,123,722,126,656,128,66,41,0,13,66,41,1209,164,902,153,307,102
1400000US48453001606,48453001606,"Census Tract 16.06, Travis County, Texas",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001705,48453001705,"Census Tract 17.05, Travis County, Texas",2160,116,1145,128,1064,135,81,47,11,18,70,48,1015,160,829,156,186,105
1400000US48453001706,48453001706,"Census Tract 17.06, Travis County, Texas",1779,85,937,121,628,100,309,117,155,90,154,68,842,121,776,121,66,39
1400000US48453001707,48453001707,"Census Tract 17.07, Travis County, Texas",2436,84,1113,205,832,155,281,161,51,82,230,134,1323,213,992,220,331,153
1400000US48453001712,48453001712,"Census Tract 17.12, Travis County, Texas",1995,66,967,136,614,135,353,108,144,77,209,78,1028,150,893,138,135,59
1400000US48453001713,48453001713,"Census Tract 17.13, Travis County, Texas",1824,102,1093,119,679,127,414,104,89,58,325,95,731,126,513,114,218,85
1400000US48453001714,48453001714,"Census Tract 17.14, Travis County, Texas",5100,240,3081,316,2554,288,527,184,164,101,363,147,2019,313,1424,312,595,240
1400000US48453001716,48453001716,"Census Tract 17.16, Travis County, Texas",2379,152,1419,166,1278,158,141,124,52,83,89,92,960,171,843,167,117,58
1400000US48453001718,48453001718,"Census Tract 17.18, Travis County, Texas",2869,121,1241,189,970,161,271,140,32,37,239,131,1628,203,1255,210,373,128
1400000US48453001719,48453001719,"Census Tract 17.19, Travis County, Texas",1644,72,1211,118,1058,122,153,60,9,15,144,59,433,111,313,88,120,66
1400000US48453001722,48453001722,"Census Tract 17.22, Travis County, Texas",2510,119,678,160,583,147,95,71,0,13,95,71,1832,180,1519,181,313,117
1400000US48453001728,48453001728,"Census Tract 17.28, Travis County, Texas",2921,120,1880,168,1349,145,531,137,144,91,387,146,1041,189,670,161,371,136
1400000US48453001729,48453001729,"Census Tract 17.29, Travis County, Texas",2122,114,1023,151,763,161,260,116,24,29,236,106,1099,170,739,180,360,167
1400000US48453001733,48453001733,"Census Tract 17.33, Travis County, Texas",1282,69,1076,93,915,99,161,81,107,75,54,36,206,74,169,71,37,31
1400000US48453001737,48453001737,"Census Tract 17.37, Travis County, Texas",3979,79,2895,205,2448,208,447,154,120,73,327,138,1084,194,769,173,315,110
1400000US48453001738,48453001738,"Census Tract 17.38, Travis County, Texas",2700,106,1781,145,1474,172,307,101,93,63,214,83,919,155,764,157,155,84
1400000US48453001740,48453001740,"Census Tract 17.40, Travis County, Texas",1818,57,1119,137,804,127,315,107,47,39,268,111,699,138,482,118,217,103
1400000US48453001741,48453001741,"Census Tract 17.41, Travis County, Texas",1578,136,1004,146,762,136,242,107,97,68,145,87,574,163,504,153,70,44
1400000US48453001742,48453001742,"Census Tract 17.42, Travis County, Texas",2150,132,1576,179,1364,182,212,82,55,42,157,79,574,134,438,137,136,84
1400000US48453001745,48453001745,"Census Tract 17.45, Travis County, Texas",1039,64,650,72,429,69,221,76,65,50,156,65,389,92,350,91,39,30
1400000US48453001746,48453001746,"Census Tract 17.46, Travis County, Texas",1729,55,829,138,588,105,241,92,34,31,207,88,900,135,668,112,232,95
1400000US48453001747,48453001747,"Census Tract 17.47, Travis County, Texas",2053,101,1285,118,904,100,381,102,162,80,219,81,768,122,374,106,394,102
1400000US48453001748,48453001748,"Census Tract 17.48, Travis County, Texas",2281,116,1489,146,1130,153,359,115,158,93,201,87,792,142,499,128,293,95
1400000US48453001749,48453001749,"Census Tract 17.49, Travis County, Texas",2609,179,1227,204,886,169,341,140,85,96,256,100,1382,230,1004,208,378,140
1400000US48453001750,48453001750,"Census Tract 17.50, Travis County, Texas",2467,157,1156,178,860,177,296,130,66,65,230,108,1311,188,1017,189,294,121
1400000US48453001751,48453001751,"Census Tract 17.51, Travis County, Texas",878,77,562,75,508,72,54,30,6,8,48,28,316,62,295,59,21,22
1400000US48453001752,48453001752,"Census Tract 17.52, Travis County, Texas",2218,130,704,165,514,146,190,98,86,65,104,78,1514,184,1113,171,401,138
1400000US48453001753,48453001753,"Census Tract 17.53, Travis County, Texas",751,56,192,57,128,45,64,43,15,22,49,41,559,78,509,80,50,35
1400000US48453001754,48453001754,"Census Tract 17.54, Travis County, Texas",2268,108,935,132,820,121,115,84,60,69,55,51,1333,152,994,192,339,146
1400000US48453001755,48453001755,"Census Tract 17.55, Travis County, Texas",1995,47,1707,77,1547,101,160,79,56,55,104,65,288,76,225,70,63,38
1400000US48453001756,48453001756,"Census Tract 17.56, Travis County, Texas",1738,83,1142,118,902,107,240,99,55,33,185,98,596,107,556,104,40,31
1400000US48453001757,48453001757,"Census Tract 17.57, Travis County, Texas",960,66,534,61,472,65,62,36,7,11,55,31,426,80,365,82,61,35
1400000US48453001760,48453001760,"Census Tract 17.60, Travis County, Texas",4888,281,3901,290,3652,295,249,133,66,65,183,115,987,255,659,254,328,183
1400000US48453001761,48453001761,"Census Tract 17.61, Travis County, Texas",2957,157,1855,179,1649,156,206,113,26,41,180,103,1102,215,912,186,190,110
1400000US48453001764,48453001764,"Census Tract 17.64, Travis County, Texas",2290,182,1745,173,1587,167,158,94,17,17,141,92,545,148,392,120,153,88
1400000US48453001765,48453001765,"Census Tract 17.65, Travis County, Texas",4970,219,3761,266,3267,260,494,180,87,86,407,167,1209,250,918,213,291,143
1400000US48453001766,48453001766,"Census Tract 17.66, Travis County, Texas",2671,198,1981,215,1759,199,222,125,87,77,135,99,690,150,604,143,86,52
1400000US48453001768,48453001768,"Census Tract 17.68, Travis County, Texas",2288,229,1552,207,1319,183,233,144,90,108,143,95,736,183,597,172,139,89
1400000US48453001769,48453001769,"Census Tract 17.69, Travis County, Texas",2113,128,1554,179,1361,176,193,139,72,71,121,115,559,169,480,160,79,53
1400000US48453001770,48453001770,"Census Tract 17.70, Travis County, Texas",3759,126,3345,150,2989,231,356,207,139,174,217,107,414,141,406,141,8,13
1400000US48453001771,48453001771,"Census Tract 17.71, Travis County, Texas",1656,112,1231,96,1161,104,70,45,19,28,51,38,425,130,425,130,0,13
1400000US48453001772,48453001772,"Census Tract 17.72, Travis County, Texas",1051,133,836,131,551,151,285,130,23,30,262,138,215,94,146,76,69,48
1400000US48453001773,48453001773,"Census Tract 17.73, Travis County, Texas",2278,174,1842,125,1744,118,98,49,17,28,81,40,436,134,391,129,45,38
1400000US48453001774,48453001774,"Census Tract 17.74, Travis County, Texas",2648,206,2289,179,1878,208,411,180,134,126,277,133,359,151,251,119,108,85
1400000US48453001775,48453001775,"Census Tract 17.75, Travis County, Texas",1621,102,1368,141,1180,140,188,135,30,34,158,132,253,141,211,136,42,36
1400000US48453001776,48453001776,"Census Tract 17.76, Travis County, Texas",1058,104,791,106,547,108,244,80,25,29,219,78,267,90,153,71,114,67
1400000US48453001777,48453001777,"Census Tract 17.77, Travis County, Texas",2272,130,1457,204,1172,207,285,131,142,100,143,86,815,189,627,167,188,103
1400000US48453001778,48453001778,"Census Tract 17.78, Travis County, Texas",1547,125,1069,142,874,95,195,98,31,33,164,90,478,118,344,118,134,80
1400000US48453001779,48453001779,"Census Tract 17.79, Travis County, Texas",2388,191,1956,148,1789,217,167,150,0,18,167,150,432,170,350,149,82,73
1400000US48453001780,48453001780,"Census Tract 17.80, Travis County, Texas",1843,151,1324,158,1111,159,213,112,133,119,80,40,519,114,451,109,68,32
1400000US48453001781,48453001781,"Census Tract 17.81, Travis County, Texas",926,77,792,57,730,59,62,34,11,13,51,30,134,81,134,81,0,13
1400000US48453001782,48453001782,"Census Tract 17.82, Travis County, Texas",1728,78,1499,105,1373,109,126,89,0,18,126,89,229,94,187,79,42,38
1400000US48453001783,48453001783,"Census Tract 17.83, Travis County, Texas",1995,110,1509,136,1278,146,231,94,24,28,207,94,486,143,420,143,66,47
1400000US48453001784,48453001784,"Census Tract 17.84, Travis County, Texas",1763,109,1584,107,1472,109,112,73,30,47,82,57,179,73,173,73,6,9
1400000US48453001785,48453001785,"Census Tract 17.85, Travis County, Texas",2157,116,746,198,578,164,168,106,56,68,112,82,1411,230,963,203,448,188
1400000US48453001786,48453001786,"Census Tract 17.86, Travis County, Texas",2508,162,959,213,645,169,314,157,55,60,259,130,1549,219,1130,215,419,132
1400000US48453001804,48453001804,"Census Tract 18.04, Travis County, Texas",2540,124,1701,200,910,197,791,232,223,118,568,193,839,181,589,159,250,112
1400000US48453001805,48453001805,"Census Tract 18.05, Travis County, Texas",1644,121,982,122,465,116,517,128,127,71,390,107,662,137,529,121,133,82
1400000US48453001806,48453001806,"Census Tract 18.06, Travis County, Texas",2122,174,1254,215,615,186,639,154,80,76,559,149,868,196,537,166,331,145
1400000US48453001811,48453001811,"Census Tract 18.11, Travis County, Texas",1180,107,707,127,238,114,469,133,105,75,364,120,473,110,369,100,104,63
1400000US48453001812,48453001812,"Census Tract 18.12, Travis County, Texas",2915,175,1479,206,755,191,724,189,272,131,452,159,1436,199,1096,199,340,150
1400000US48453001813,48453001813,"Census Tract 18.13, Travis County, Texas",2017,146,1283,158,702,179,581,135,216,97,365,123,734,162,542,153,192,96
1400000US48453001817,48453001817,"Census Tract 18.17, Travis County, Texas",2004,145,810,186,438,122,372,140,95,69,277,110,1194,161,1014,166,180,85
1400000US48453001818,48453001818,"Census Tract 18.18, Travis County, Texas",2161,151,1267,200,875,216,392,167,157,105,235,121,894,197,702,173,192,116
1400000US48453001819,48453001819,"Census Tract 18.19, Travis County, Texas",1323,78,944,109,426,110,518,123,188,85,330,104,379,103,183,81,196,75
1400000US48453001820,48453001820,"Census Tract 18.20, Travis County, Texas",2624,154,1391,223,613,177,778,178,306,121,472,149,1233,229,869,186,364,148
1400000US48453001821,48453001821,"Census Tract 18.21, Travis County, Texas",1867,85,1208,143,734,146,474,126,162,78,312,115,659,125,428,117,231,99
1400000US48453001822,48453001822,"Census Tract 18.22, Travis County, Texas",2302,135,1543,180,816,194,727,204,290,151,437,150,759,162,490,134,269,122
1400000US48453001823,48453001823,"Census Tract 18.23, Travis County, Texas",2041,114,1443,152,742,134,701,141,217,96,484,121,598,146,372,130,226,87
1400000US48453001824,48453001824,"Census Tract 18.24, Travis County, Texas",801,36,495,54,358,60,137,54,32,20,105,51,306,57,240,58,66,31
1400000US48453001826,48453001826,"Census Tract 18.26, Travis County, Texas",1000,96,442,85,306,70,136,67,17,19,119,62,558,107,433,97,125,56
1400000US48453001828,48453001828,"Census Tract 18.28, Travis County, Texas",1568,103,1130,124,982,112,148,72,82,62,66,41,438,109,271,82,167,79
1400000US48453001829,48453001829,"Census Tract 18.29, Travis County, Texas",1486,66,408,94,294,72,114,63,62,42,52,44,1078,112,735,129,343,105
1400000US48453001832,48453001832,"Census Tract 18.32, Travis County, Texas",1199,67,713,125,437,119,276,104,81,66,195,96,486,120,358,114,128,83
1400000US48453001833,48453001833,"Census Tract 18.33, Travis County, Texas",2353,128,1569,164,832,163,737,175,217,139,520,153,784,171,544,149,240,116
1400000US48453001834,48453001834,"Census Tract 18.34, Travis County, Texas",3633,147,2176,245,1683,250,493,163,177,131,316,143,1457,243,1028,187,429,151
1400000US48453001835,48453001835,"Census Tract 18.35, Travis County, Texas",1809,157,1101,164,645,143,456,145,143,97,313,119,708,150,514,125,194,85
1400000US48453001839,48453001839,"Census Tract 18.39, Travis County, Texas",3018,169,1543,190,1060,167,483,172,124,96,359,136,1475,176,1123,196,352,184
1400000US48453001840,48453001840,"Census Tract 18.40, Travis County, Texas",2967,143,2140,189,1370,218,770,216,278,148,492,178,827,149,540,129,287,106
1400000US48453001841,48453001841,"Census Tract 18.41, Travis County, Texas",5212,202,4294,267,3424,267,870,275,151,119,719,250,918,216,709,208,209,112
1400000US48453001842,48453001842,"Census Tract 18.42, Travis County, Texas",2605,166,1923,193,1221,207,702,193,311,139,391,140,682,170,435,147,247,113
1400000US48453001843,48453001843,"Census Tract 18.43, Travis County, Texas",954,41,609,64,500,62,109,52,47,38,62,36,345,63,276,63,69,45
1400000US48453001844,48453001844,"Census Tract 18.44, Travis County, Texas",1513,80,728,121,460,99,268,88,98,48,170,75,785,125,462,106,323,106
1400000US48453001845,48453001845,"Census Tract 18.45, Travis County, Texas",1369,95,769,104,576,113,193,88,29,34,164,79,600,114,408,102,192,83
1400000US48453001846,48453001846,"Census Tract 18.46, Travis County, Texas",1043,24,648,53,564,60,84,52,25,37,59,36,395,57,302,78,93,59
1400000US48453001847,48453001847,"Census Tract 18.47, Travis County, Texas",2803,148,1663,205,1268,201,395,138,65,75,330,131,1140,197,764,186,376,164
1400000US48453001848,48453001848,"Census Tract 18.48, Travis County, Texas",1902,69,1137,133,866,131,271,101,100,56,171,87,765,131,541,132,224,92
1400000US48453001849,48453001849,"Census Tract 18.49, Travis County, Texas",3158,192,1032,185,661,191,371,144,79,89,292,113,2126,221,1744,239,382,153
1400000US48453001850,48453001850,"Census Tract 18.50, Travis County, Texas",2054,115,727,158,334,126,393,150,125,103,268,114,1327,175,962,190,365,157
1400000US48453001851,48453001851,"Census Tract 18.51, Travis County, Texas",3910,219,1998,259,1541,253,457,181,68,63,389,178,1912,300,1274,292,638,202
1400000US48453001853,48453001853,"Census Tract 18.53, Travis County, Texas",1310,51,811,112,641,99,170,73,42,34,128,62,499,118,410,107,89,47
1400000US48453001854,48453001854,"Census Tract 18.54, Travis County, Texas",1412,149,1100,128,824,145,276,109,85,75,191,80,312,128,265,117,47,39
1400000US48453001855,48453001855,"Census Tract 18.55, Travis County, Texas",4994,194,3993,325,2777,363,1216,343,273,145,943,312,1001,319,805,312,196,115
1400000US48453001856,48453001856,"Census Tract 18.56, Travis County, Texas",2056,132,1594,193,1338,189,256,124,112,72,144,103,462,161,303,132,159,105
1400000US48453001857,48453001857,"Census Tract 18.57, Travis County, Texas",2243,158,1360,181,1139,180,221,132,16,26,205,132,883,192,733,206,150,94
1400000US48453001858,48453001858,"Census Tract 18.58, Travis County, Texas",5414,227,4588,282,3853,323,735,249,314,172,421,175,826,264,691,231,135,107
1400000US48453001859,48453001859,"Census Tract 18.59, Travis County, Texas",419,66,343,51,321,54,22,26,7,11,15,23,76,54,56,45,20,26
1400000US48453001860,48453001860,"Census Tract 18.60, Travis County, Texas",1708,116,1115,165,686,212,429,167,85,82,344,143,593,157,482,147,111,83
