state00,county00,tract00,geoid00,pop00,hu00,part00,area00,arealand00,state10,county10,tract10,geoid10,pop10,hu10,part10,area10,arealand10,areaapt,arealandpt,areapct00pt,arealandpct00pt,areapct10pt,arealandpct10pt,pop10pt,poppct00,poppct10,hu10pt,hupct00,hupct10
48,201,520100,48201520100,1597,934,P,3002142,3002142,48,201,510900,48201510900,6070,2921,P,5429516,5403285,206,206,0.01,0.01,0.00,0.00,0,0.00,0.00,0,0.00,0.00
48,201,520100,48201520100,1597,934,P,3002142,3002142,48,201,520100,48201520100,1597,934,P,3047699,3047699,3001936,3001936,99.99,99.99,98.50,98.50,1597,100.00,100.00,934,100.00,100.00
48,201,520200,48201520200,3604,1558,W,1914870,1914870,48,201,520200,48201520200,3604,1558,W,1914870,1914870,1914870,1914870,100.00,100.00,100.00,100.00,3604,100.00,100.00,1558,100.00,100.00
48,201,520300,48201520300,5126,1962,W,1480156,1480156,48,201,520300,48201520300,5126,1962,W,1480156,1480156,1480156,1480156,100.00,100.00,100.00,100.00,5126,100.00,100.00,1962,100.00,100.00
48,201,520400,48201520400,3079,1073,W,1990100,1987392,48,201,520400,48201520400,3079,1073,P,2043289,2040581,1990100,1987392,100.00,100.00,97.40,97.39,3079,100.00,100.00,1073,100.00,100.00
48,201,520500,48201520500,7869,2795,P,7575383,7575383,48,201,520100,48201520100,1597,934,P,3047699,3047699,45763,45763,0.60,0.60,1.50,1.50,0,0.00,0.00,0,0.00,0.00
48,201,520500,48201520500,7869,2795,P,7575383,7575383,48,201,520400,48201520400,3079,1073,P,2043289,2040581,53189,53189,0.70,0.70,2.60,2.61,0,0.00,0.00,0,0.00,0.00
48,201,520500,48201520500,7869,2795,P,7575383,7575383,48,201,520500,48201520500,7869,2795,P,7525558,7525558,7476431,7476431,98.69,98.69,99.35,99.35,7869,100.00,100.00,2795,100.00,100.00
48,201,520600,48201520600,8756,2963,P,3312083,3312083,48,201,520601,48201520601,2484,818,W,1964838,1964838,1964838,1964838,59.32,59.32,100.00,100.00,2484,28.37,100.00,818,27.61,100.00
48,201,520600,48201520600,8756,2963,P,3312083,3312083,48,201,520602,48201520602,6272,2145,W,1347245,1347245,1347245,1347245,40.68,40.68,100.00,100.00,6272,71.63,100.00,2145,72.39,100.00
48,201,520700,48201520700,3724,1444,W,1966463,1966463,48,201,520700,48201520700,3724,1444,W,1966463,1966463,1966463,1966463,100.00,100.00,100.00,100.00,3724,100.00,100.00,1444,100.00,100.00
48,201,520800,48201520800,746,298,W,709823,709823,48,201,522500,48201522500,4461,1727,P,4035968,4035968,709823,709823,100.00,100.00,17.59,17.59,746,100.00,16.72,298,100.00,17.26
48,201,520900,48201520900,3715,1429,W,3317585,3317585,48,201,522500,48201522500,4461,1727,P,4035968,4035968,3317585,3317585,100.00,100.00,82.20,82.20,3715,100.00,83.28,1429,100.00,82.74
48,201,521000,48201521000,2103,761,W,1145604,1145604,48,201,521000,48201521000,2103,761,P,1150735,1150735,1145604,1145604,100.00,100.00,99.55,99.55,2103,100.00,100.00,761,100.00,100.00
48,201,521100,48201521100,2177,717,W,597859,597859,48,201,521100,48201521100,2177,717,W,597859,597859,597859,597859,100.00,100.00,100.00,100.00,2177,100.00,100.00,717,100.00,100.00
48,201,521200,48201521200,6328,2359,W,1877329,1877329,48,201,521200,48201521200,6328,2359,W,1877329,1877329,1877329,1877329,100.00,100.00,100.00,100.00,6328,100.00,100.00,2359,100.00,100.00
48,201,521300,48201521300,5439,1876,W,2959669,2916206,48,201,521300,48201521300,5439,1876,W,2959669,2916206,2959669,2916206,100.00,100.00,100.00,100.00,5439,100.00,100.00,1876,100.00,100.00
48,201,521400,48201521400,7593,2247,W,1520068,1520068,48,201,521400,48201521400,7593,2247,W,1520068,1520068,1520068,1520068,100.00,100.00,100.00,100.00,7593,100.00,100.00,2247,100.00,100.00
48,201,521500,48201521500,5897,1932,W,2033794,2033794,48,201,521500,48201521500,5897,1932,W,2033794,2033794,2033794,2033794,100.00,100.00,100.00,100.00,5897,100.00,100.00,1932,100.00,100.00
48,201,521600,48201521600,3632,1035,W,6680293,6674843,48,201,521600,48201521600,3632,1035,W,6680293,6674843,6680293,6674843,100.00,100.00,100.00,100.00,3632,100.00,100.00,1035,100.00,100.00
48,201,521700,48201521700,6609,3240,W,5496590,5495751,48,201,521700,48201521700,6609,3240,P,5505033,5504194,5496590,5495751,100.00,100.00,99.85,99.85,6609,100.00,100.00,3240,100.00,100.00
48,201,521800,48201521800,5778,1941,W,7175537,7027628,48,201,521800,48201521800,5778,1941,W,7175537,7027628,7175537,7027628,100.00,100.00,100.00,100.00,5778,100.00,100.00,1941,100.00,100.00
48,201,521900,48201521900,6537,2554,W,3820503,3811823,48,201,521900,48201521900,6537,2554,W,3820503,3811823,3820503,3811823,100.00,100.00,100.00,100.00,6537,100.00,100.00,2554,100.00,100.00
48,201,522000,48201522000,4434,2118,W,2050418,2005016,48,201,522000,48201522000,4434,2118,W,2050418,2005016,2050418,2005016,100.00,100.00,100.00,100.00,4434,100.00,100.00,2118,100.00,100.00
48,201,522100,48201522100,7445,2856,W,2305139,2305139,48,201,522100,48201522100,7445,2856,W,2305139,2305139,2305139,2305139,100.00,100.00,100.00,100.00,7445,100.00,100.00,2856,100.00,100.00
48,201,522200,48201522200,7342,2705,P,3397362,3397362,48,201,522201,48201522201,3687,1351,W,1628877,1628877,1628877,1628877,47.95,47.95,100.00,100.00,3687,50.22,100.00,1351,49.94,100.00
48,201,522200,48201522200,7342,2705,P,3397362,3397362,48,201,522202,48201522202,3655,1354,W,1768485,1768485,1768485,1768485,52.05,52.05,100.00,100.00,3655,49.78,100.00,1354,50.06,100.00
48,201,522300,48201522300,8035,3117,P,2695227,2695227,48,201,522301,48201522301,4126,1602,P,1385828,1385828,1339592,1339592,49.70,49.70,96.66,96.66,4126,51.35,100.00,1602,51.40,100.00
48,201,522300,48201522300,8035,3117,P,2695227,2695227,48,201,522302,48201522302,3909,1515,W,1355635,1355635,1355635,1355635,50.30,50.30,100.00,100.00,3909,48.65,100.00,1515,48.60,100.00
48,201,522400,48201522400,9179,3561,P,5616728,5616728,48,201,522401,48201522401,5259,2249,P,2766952,2766952,2765729,2765729,49.24,49.24,99.96,99.96,5259,57.29,100.00,2249,63.16,100.00
48,201,522400,48201522400,9179,3561,P,5616728,5616728,48,201,522402,48201522402,3920,1312,P,2867888,2867888,2847792,2847792,50.70,50.70,99.30,99.30,3920,42.71,100.00,1312,36.84,100.00
48,201,522400,48201522400,9179,3561,P,5616728,5616728,48,201,543200,48201543200,5924,2776,P,40591413,40573152,3207,3207,0.06,0.06,0.01,0.01,0,0.00,0.00,0,0.00,0.00
48,201,530100,48201530100,6233,2735,P,2646383,2636275,48,201,520500,48201520500,7869,2795,P,7525558,7525558,40171,40171,1.52,1.52,0.53,0.53,0,0.00,0.00,0,0.00,0.00
48,201,530100,48201530100,6233,2735,P,2646383,2636275,48,201,530100,48201530100,6233,2735,P,2606742,2596504,2606212,2596104,98.48,98.48,99.98,99.98,6233,100.00,100.00,2735,100.00,100.00
48,201,530200,48201530200,3373,1674,W,3550495,3532512,48,201,530200,48201530200,3373,1674,P,3551319,3533251,3550495,3532512,100.00,100.00,99.98,99.98,3373,100.00,100.00,1674,100.00,100.00
48,201,530300,48201530300,2400,1231,W,1805558,1805558,48,201,530300,48201530300,2400,1231,P,1836996,1836996,1805558,1805558,100.00,100.00,98.29,98.29,2400,100.00,100.00,1231,100.00,100.00
48,201,530400,48201530400,2602,1075,W,1591425,1591425,48,201,530400,48201530400,2602,1075,W,1591425,1591425,1591425,1591425,100.00,100.00,100.00,100.00,2602,100.00,100.00,1075,100.00,100.00
48,201,530500,48201530500,4763,1848,W,2358459,2358459,48,201,530500,48201530500,4763,1848,W,2358459,2358459,2358459,2358459,100.00,100.00,100.00,100.00,4763,100.00,100.00,1848,100.00,100.00
48,201,530600,48201530600,3612,1396,W,3087644,3087644,48,201,530600,48201530600,3612,1396,W,3087644,3087644,3087644,3087644,100.00,100.00,100.00,100.00,3612,100.00,100.00,1396,100.00,100.00
48,201,530700,48201530700,5606,1806,W,2784928,2784928,48,201,530700,48201530700,5606,1806,P,2789004,2789004,2784928,2784928,100.00,100.00,99.85,99.85,5606,100.00,100.00,1806,100.00,100.00
48,201,530800,48201530800,3849,1706,P,4605859,4605859,48,201,530700,48201530700,5606,1806,P,2789004,2789004,4076,4076,0.09,0.09,0.15,0.15,0,0.00,0.00,0,0.00,0.00
48,201,530800,48201530800,3849,1706,P,4605859,4605859,48,201,530800,48201530800,3849,1706,W,4601783,4601783,4601783,4601783,99.91,99.91,100.00,100.00,3849,100.00,100.00,1706,100.00,100.00
48,201,530900,48201530900,4187,1753,W,2001028,2001028,48,201,530900,48201530900,4187,1753,W,2001028,2001028,2001028,2001028,100.00,100.00,100.00,100.00,4187,100.00,100.00,1753,100.00,100.00
48,201,531000,48201531000,3629,1665,W,2386229,2386229,48,201,531000,48201531000,3629,1665,W,2386229,2386229,2386229,2386229,100.00,100.00,100.00,100.00,3629,100.00,100.00,1665,100.00,100.00
48,201,531100,48201531100,2854,1337,W,1651398,1651096,48,201,531100,48201531100,2854,1337,W,1651398,1651096,1651398,1651096,100.00,100.00,100.00,100.00,2854,100.00,100.00,1337,100.00,100.00
48,201,531200,48201531200,3162,1605,W,1947733,1914911,48,201,531200,48201531200,3162,1605,W,1947733,1914911,1947733,1914911,100.00,100.00,100.00,100.00,3162,100.00,100.00,1605,100.00,100.00
48,201,531300,48201531300,5380,2511,W,1547357,1540729,48,201,531300,48201531300,5380,2511,W,1547357,1540729,1547357,1540729,100.00,100.00,100.00,100.00,5380,100.00,100.00,2511,100.00,100.00
48,201,531400,48201531400,2053,1015,W,1065181,1065181,48,201,531400,48201531400,2053,1015,W,1065181,1065181,1065181,1065181,100.00,100.00,100.00,100.00,2053,100.00,100.00,1015,100.00,100.00
48,201,531500,48201531500,3020,1306,W,1906092,1906092,48,201,531500,48201531500,3020,1306,P,1907725,1907725,1906092,1906092,100.00,100.00,99.91,99.91,3020,100.00,100.00,1306,100.00,100.00
48,201,531600,48201531600,2823,1240,W,2377194,2355508,48,201,531600,48201531600,2823,1240,W,2377194,2355508,2377194,2355508,100.00,100.00,100.00,100.00,2823,100.00,100.00,1240,100.00,100.00
48,201,531700,48201531700,2829,1382,W,1862535,1862535,48,201,531700,48201531700,2829,1382,W,1862535,1862535,1862535,1862535,100.00,100.00,100.00,100.00,2829,100.00,100.00,1382,100.00,100.00
48,201,531800,48201531800,2352,905,W,3258904,3248598,48,201,531800,48201531800,2352,905,W,3258904,3248598,3258904,3248598,100.00,100.00,100.00,100.00,2352,100.00,100.00,905,100.00,100.00
48,201,531900,48201531900,4708,1624,W,4357502,4333917,48,201,531900,48201531900,4708,1624,W,4357502,4333917,4357502,4333917,100.00,100.00,100.00,100.00,4708,100.00,100.00,1624,100.00,100.00
48,201,532000,48201532000,5875,4220,P,2624001,2580746,48,201,532001,48201532001,4867,3789,W,1967519,1941763,1967519,1941763,74.98,75.24,100.00,100.00,4867,82.84,100.00,3789,89.79,100.00
48,201,532000,48201532000,5875,4220,P,2624001,2580746,48,201,532002,48201532002,1008,431,W,656482,638983,656482,638983,25.02,24.76,100.00,100.00,1008,17.16,100.00,431,10.21,100.00
48,201,532100,48201532100,5777,2749,P,1896570,1887903,48,201,531500,48201531500,3020,1306,P,1907725,1907725,1633,1633,0.09,0.09,0.09,0.09,0,0.00,0.00,0,0.00,0.00
48,201,532100,48201532100,5777,2749,P,1896570,1887903,48,201,532100,48201532100,5777,2749,W,1894937,1886270,1894937,1886270,99.91,99.91,100.00,100.00,5777,100.00,100.00,2749,100.00,100.00
48,201,532200,48201532200,2790,1469,W,1874790,1860117,48,201,532200,48201532200,2790,1469,W,1874790,1860117,1874790,1860117,100.00,100.00,100.00,100.00,2790,100.00,100.00,1469,100.00,100.00
48,201,532300,48201532300,5520,2836,W,6206522,6204722,48,201,532300,48201532300,5520,2836,W,6206522,6204722,6206522,6204722,100.00,100.00,100.00,100.00,5520,100.00,100.00,2836,100.00,100.00
48,201,532400,48201532400,6112,2095,W,4688731,4650638,48,201,532400,48201532400,6112,2095,W,4688731,4650638,4688731,4650638,100.00,100.00,100.00,100.00,6112,100.00,100.00,2095,100.00,100.00
48,201,532500,48201532500,14457,4147,P,7514486,7487788,48,201,532501,48201532501,8895,2612,W,4812794,4792423,4812794,4792423,64.05,64.00,100.00,100.00,8895,61.53,100.00,2612,62.99,100.00
48,201,532500,48201532500,14457,4147,P,7514486,7487788,48,201,532502,48201532502,5562,1535,W,2701692,2695365,2701692,2695365,35.95,36.00,100.00,100.00,5562,38.47,100.00,1535,37.01,100.00
48,201,532600,48201532600,6558,2341,P,2679412,2677323,48,201,532600,48201532600,6558,2341,W,2677783,2675694,2677783,2675694,99.94,99.94,100.00,100.00,6558,100.00,100.00,2341,100.00,100.00
48,201,532600,48201532600,6558,2341,P,2679412,2677323,48,201,532700,48201532700,4820,1954,P,2689247,2631778,1629,1629,0.06,0.06,0.06,0.06,0,0.00,0.00,0,0.00,0.00
48,201,532700,48201532700,4820,1954,W,2687618,2630149,48,201,532700,48201532700,4820,1954,P,2689247,2631778,2687618,2630149,100.00,100.00,99.94,99.94,4820,100.00,100.00,1954,100.00,100.00
48,201,532800,48201532800,1684,718,W,1347471,1327879,48,201,532800,48201532800,1684,718,W,1347471,1327879,1347471,1327879,100.00,100.00,100.00,100.00,1684,100.00,100.00,718,100.00,100.00
48,201,532900,48201532900,4667,1620,P,1708495,1708495,48,201,532900,48201532900,4667,1620,W,1706633,1706633,1706633,1706633,99.89,99.89,100.00,100.00,4667,100.00,100.00,1620,100.00,100.00
48,201,532900,48201532900,4667,1620,P,1708495,1708495,48,201,534001,48201534001,2959,1018,P,3787902,3784798,1862,1862,0.11,0.11,0.05,0.05,0,0.00,0.00,0,0.00,0.00
48,201,533000,48201533000,2245,1050,W,1772227,1771936,48,201,533000,48201533000,2245,1050,W,1772227,1771936,1772227,1771936,100.00,100.00,100.00,100.00,2245,100.00,100.00,1050,100.00,100.00
48,201,533100,48201533100,6449,2312,P,3508505,3484748,48,201,533100,48201533100,6449,2312,W,3508324,3484567,3508324,3484567,99.99,99.99,100.00,100.00,6449,100.00,100.00,2312,100.00,100.00
48,201,533100,48201533100,6449,2312,P,3508505,3484748,48,201,533400,48201533400,9655,2877,P,6878619,6836951,181,181,0.01,0.01,0.00,0.00,0,0.00,0.00,0,0.00,0.00
48,201,533200,48201533200,3222,1526,W,2678800,2678800,48,201,533200,48201533200,3222,1526,W,2678800,2678800,2678800,2678800,100.00,100.00,100.00,100.00,3222,100.00,100.00,1526,100.00,100.00
48,201,533300,48201533300,5880,2313,P,3543305,3539187,48,201,533300,48201533300,5880,2313,W,3542749,3538631,3542749,3538631,99.98,99.98,100.00,100.00,5880,100.00,100.00,2313,100.00,100.00
48,201,533300,48201533300,5880,2313,P,3543305,3539187,48,201,533400,48201533400,9655,2877,P,6878619,6836951,556,556,0.02,0.02,0.01,0.01,0,0.00,0.00,0,0.00,0.00
48,201,533400,48201533400,9655,2877,W,6877882,6836214,48,201,533400,48201533400,9655,2877,P,6878619,6836951,6877882,6836214,100.00,100.00,99.99,99.99,9655,100.00,100.00,2877,100.00,100.00
48,201,533500,48201533500,4383,1278,P,2673157,2671444,48,201,533500,48201533500,4383,1278,W,2672646,2670933,2672646,2670933,99.98,99.98,100.00,100.00,4383,100.00,100.00,1278,100.00,100.00
48,201,533500,48201533500,4383,1278,P,2673157,2671444,48,201,533600,48201533600,5480,1885,P,3533000,3512936,511,511,0.02,0.02,0.01,0.01,0,0.00,0.00,0,0.00,0.00
48,201,533600,48201533600,5480,1885,W,3532489,3512425,48,201,533600,48201533600,5480,1885,P,3533000,3512936,3532489,3512425,100.00,100.00,99.99,99.99,5480,100.00,100.00,1885,100.00,100.00
48,201,533700,48201533700,9193,2714,P,9913551,9777269,48,201,222600,48201222600,4947,2127,P,2613812,2613812,6912,6912,0.07,0.07,0.26,0.26,0,0.00,0.00,0,0.00,0.00
48,201,533700,48201533700,9193,2714,P,9913551,9777269,48,201,533701,48201533701,5695,1837,W,8910594,8774312,8910594,8774312,89.88,89.74,100.00,100.00,5695,61.95,100.00,1837,67.69,100.00
48,201,533700,48201533700,9193,2714,P,9913551,9777269,48,201,533702,48201533702,3498,877,W,982723,982723,982723,982723,9.91,10.05,100.00,100.00,3498,38.05,100.00,877,32.31,100.00
48,201,533700,48201533700,9193,2714,P,9913551,9777269,48,201,550100,48201550100,4719,2179,P,3520404,3509357,13322,13322,0.13,0.14,0.38,0.38,0,0.00,0.00,0,0.00,0.00
48,201,533800,48201533800,14827,4106,P,14027557,13985647,48,201,533801,48201533801,8645,2357,W,8501396,8483530,8501396,8483530,60.60,60.66,100.00,100.00,8645,58.31,100.00,2357,57.40,100.00
48,201,533800,48201533800,14827,4106,P,14027557,13985647,48,201,533802,48201533802,6182,1749,W,5526161,5502117,5526161,5502117,39.40,39.34,100.00,100.00,6182,41.69,100.00,1749,42.60,100.00
48,201,533900,48201533900,13668,4258,P,4812980,4808017,48,201,533901,48201533901,9260,2605,W,2886236,2881273,2886236,2881273,59.97,59.93,100.00,100.00,9260,67.75,100.00,2605,61.18,100.00
48,201,533900,48201533900,13668,4258,P,4812980,4808017,48,201,533902,48201533902,4408,1653,W,1926744,1926744,1926744,1926744,40.03,40.07,100.00,100.00,4408,32.25,100.00,1653,38.82,100.00
48,201,534000,48201534000,11317,3260,P,8353881,8345189,48,201,534001,48201534001,2959,1018,P,3787902,3784798,3786040,3782936,45.32,45.33,99.95,99.95,2959,26.15,100.00,1018,31.23,100.00
48,201,534000,48201534000,11317,3260,P,8353881,8345189,48,201,534002,48201534002,5680,1501,W,3264935,3259347,3264935,3259347,39.08,39.06,100.00,100.00,5680,50.19,100.00,1501,46.04,100.00
48,201,534000,48201534000,11317,3260,P,8353881,8345189,48,201,534003,48201534003,2678,741,W,1302906,1302906,1302906,1302906,15.60,15.61,100.00,100.00,2678,23.66,100.00,741,22.73,100.00
48,201,534100,48201534100,7488,2153,W,12743337,12583614,48,201,534100,48201534100,7488,2153,W,12743337,12583614,12743337,12583614,100.00,100.00,100.00,100.00,7488,100.00,100.00,2153,100.00,100.00
48,201,534200,48201534200,12813,5198,P,12353233,12295054,48,201,521700,48201521700,6609,3240,P,5505033,5504194,8443,8443,0.07,0.07,0.15,0.15,0,0.00,0.00,0,0.00,0.00
48,201,534200,48201534200,12813,5198,P,12353233,12295054,48,201,534201,48201534201,2582,890,W,3479806,3479213,3479806,3479213,28.17,28.30,100.00,100.00,2582,20.15,100.00,890,17.12,100.00
48,201,534200,48201534200,12813,5198,P,12353233,12295054,48,201,534202,48201534202,8515,3769,W,4635322,4598062,4635322,4598062,37.52,37.40,100.00,100.00,8515,66.46,100.00,3769,72.51,100.00
48,201,534200,48201534200,12813,5198,P,12353233,12295054,48,201,534203,48201534203,1716,539,W,4229662,4209336,4229662,4209336,34.24,34.24,100.00,100.00,1716,13.39,100.00,539,10.37,100.00
48,201,540100,48201540100,12349,4080,P,22530102,22323281,48,201,540100,48201540100,12349,4080,W,22492754,22285933,22492754,22285933,99.83,99.83,100.00,100.00,12349,100.00,100.00,4080,100.00,100.00
48,201,540100,48201540100,12349,4080,P,22530102,22323281,48,201,540800,48201540800,7883,2629,P,9579377,9547397,3283,3283,0.01,0.01,0.03,0.03,0,0.00,0.00,0,0.00,0.00
48,201,540100,48201540100,12349,4080,P,22530102,22323281,48,201,551800,48201551800,4386,1753,P,6130845,6007568,34065,34065,0.15,0.15,0.56,0.57,0,0.00,0.00,0,0.00,0.00
48,201,540200,48201540200,2654,1006,W,2506806,2504092,48,201,540200,48201540200,2654,1006,W,2506806,2504092,2506806,2504092,100.00,100.00,100.00,100.00,2654,100.00,100.00,1006,100.00,100.00
48,201,540300,48201540300,5388,2422,P,7553735,7544476,48,201,522402,48201522402,3920,1312,P,2867888,2867888,5625,5625,0.07,0.07,0.20,0.20,0,0.00,0.00,0,0.00,0.00
48,201,540300,48201540300,5388,2422,P,7553735,7544476,48,201,543200,48201543200,5924,2776,P,40591413,40573152,7548110,7538851,99.93,99.93,18.60,18.58,5388,100.00,90.95,2422,100.00,87.25
48,201,540400,48201540400,536,354,P,32968960,32959958,48,201,540700,48201540700,7505,2313,P,7845437,7748019,5397,5397,0.02,0.02,0.07,0.07,0,0.00,0.00,0,0.00,0.00
48,201,540400,48201540400,536,354,P,32968960,32959958,48,201,543200,48201543200,5924,2776,P,40591413,40573152,32963563,32954561,99.98,99.98,81.21,81.22,536,100.00,9.05,354,100.00,12.75
48,201,540500,48201540500,11272,4531,P,5281062,5242857,48,201,540501,48201540501,6024,2617,W,1731199,1692994,1731199,1692994,32.78,32.29,100.00,100.00,6024,53.44,100.00,2617,57.76,100.00
48,201,540500,48201540500,11272,4531,P,5281062,5242857,48,201,540502,48201540502,5248,1914,W,3549863,3549863,3549863,3549863,67.22,67.71,100.00,100.00,5248,46.56,100.00,1914,42.24,100.00
48,201,540600,48201540600,9611,3359,P,4777534,4741079,48,201,540601,48201540601,2632,898,W,2016131,2016131,2016131,2016131,42.20,42.52,100.00,100.00,2632,27.39,100.00,898,26.73,100.00
48,201,540600,48201540600,9611,3359,P,4777534,4741079,48,201,540602,48201540602,6979,2461,W,2761403,2724948,2761403,2724948,57.80,57.48,100.00,100.00,6979,72.61,100.00,2461,73.27,100.00
48,201,540700,48201540700,7505,2313,P,7916573,7819155,48,201,540700,48201540700,7505,2313,P,7845437,7748019,7840040,7742622,99.03,99.02,99.93,99.93,7505,100.00,100.00,2313,100.00,100.00
48,201,540700,48201540700,7505,2313,P,7916573,7819155,48,201,543200,48201543200,5924,2776,P,40591413,40573152,76533,76533,0.97,0.98,0.19,0.19,0,0.00,0.00,0,0.00,0.00
48,201,540800,48201540800,7883,2629,P,9863741,9831761,48,201,540800,48201540800,7883,2629,P,9579377,9547397,9576094,9544114,97.08,97.07,99.97,99.97,7883,100.00,100.00,2629,100.00,100.00
48,201,540800,48201540800,7883,2629,P,9863741,9831761,48,201,551800,48201551800,4386,1753,P,6130845,6007568,103317,103317,1.05,1.05,1.69,1.72,0,0.00,0.00,0,0.00,0.00
48,201,540800,48201540800,7883,2629,P,9863741,9831761,48,201,551900,48201551900,5881,3144,P,1786009,1786009,98618,98618,1.00,1.00,5.52,5.52,0,0.00,0.00,0,0.00,0.00
48,201,540800,48201540800,7883,2629,P,9863741,9831761,48,201,552001,48201552001,8117,3691,P,4420877,4420177,19415,19415,0.20,0.20,0.44,0.44,0,0.00,0.00,0,0.00,0.00
48,201,540800,48201540800,7883,2629,P,9863741,9831761,48,201,552002,48201552002,1415,593,P,1669616,1669616,66297,66297,0.67,0.67,3.97,3.97,0,0.00,0.00,0,0.00,0.00
48,201,540900,48201540900,9461,4283,P,6156300,6093213,48,201,540901,48201540901,2496,1062,W,1606519,1573645,1606519,1573645,26.10,25.83,100.00,100.00,2496,26.38,100.00,1062,24.80,100.00
48,201,540900,48201540900,9461,4283,P,6156300,6093213,48,201,540902,48201540902,6965,3221,W,4549781,4519568,4549781,4519568,73.90,74.17,100.00,100.00,6965,73.62,100.00,3221,75.20,100.00
48,201,541000,48201541000,31230,10839,P,20114963,19864250,48,201,541001,48201541001,10368,4106,W,5353940,5320307,5353940,5320307,26.62,26.78,100.00,100.00,10368,33.20,100.00,4106,37.88,100.00
48,201,541000,48201541000,31230,10839,P,20114963,19864250,48,201,541002,48201541002,7924,2524,P,7339799,7185464,7338227,7183892,36.48,36.16,99.98,99.98,7924,25.37,100.00,2524,23.29,100.00
48,201,541000,48201541000,31230,10839,P,20114963,19864250,48,201,541003,48201541003,12938,4209,W,7289909,7227164,7289909,7227164,36.24,36.38,100.00,100.00,12938,41.43,100.00,4209,38.83,100.00
48,201,541000,48201541000,31230,10839,P,20114963,19864250,48,201,552200,48201552200,6511,2483,P,10032332,9981874,132887,132887,0.66,0.67,1.32,1.33,0,0.00,0.00,0,0.00,0.00
48,201,541100,48201541100,6536,2317,W,3401612,3382340,48,201,541100,48201541100,6536,2317,W,3401612,3382340,3401612,3382340,100.00,100.00,100.00,100.00,6536,100.00,100.00,2317,100.00,100.00
48,201,541200,48201541200,20292,6961,P,9234384,9223281,48,201,541201,48201541201,8799,2979,W,4501668,4491065,4501668,4491065,48.75,48.69,100.00,100.00,8799,43.36,100.00,2979,42.80,100.00
48,201,541200,48201541200,20292,6961,P,9234384,9223281,48,201,541202,48201541202,8811,2957,W,3201402,3200902,3201402,3200902,34.67,34.70,100.00,100.00,8811,43.42,100.00,2957,42.48,100.00
48,201,541200,48201541200,20292,6961,P,9234384,9223281,48,201,541203,48201541203,2682,1025,W,1531314,1531314,1531314,1531314,16.58,16.60,100.00,100.00,2682,13.22,100.00,1025,14.72,100.00
48,201,541300,48201541300,11303,3547,W,5331752,5309465,48,201,541300,48201541300,11303,3547,W,5331752,5309465,5331752,5309465,100.00,100.00,100.00,100.00,11303,100.00,100.00,3547,100.00,100.00
48,201,541400,48201541400,14539,4912,W,4427663,4427663,48,201,541400,48201541400,14539,4912,W,4427663,4427663,4427663,4427663,100.00,100.00,100.00,100.00,14539,100.00,100.00,4912,100.00,100.00
48,201,541500,48201541500,5216,1640,W,3076427,3073140,48,201,541500,48201541500,5216,1640,W,3076427,3073140,3076427,3073140,100.00,100.00,100.00,100.00,5216,100.00,100.00,1640,100.00,100.00
48,201,541600,48201541600,14099,4703,P,9727668,9640581,48,201,541601,48201541601,4430,1651,W,4660607,4574523,4660607,4574523,47.91,47.45,100.00,100.00,4430,31.42,100.00,1651,35.11,100.00
48,201,541600,48201541600,14099,4703,P,9727668,9640581,48,201,541602,48201541602,9669,3052,W,5067061,5066058,5067061,5066058,52.09,52.55,100.00,100.00,9669,68.58,100.00,3052,64.89,100.00
48,201,541700,48201541700,9712,4243,P,21476468,21377164,48,201,454400,48201454400,282,335,P,33808940,32677712,20269,20269,0.09,0.09,0.06,0.06,0,0.00,0.00,0,0.00,0.00
48,201,541700,48201541700,9712,4243,P,21476468,21377164,48,201,541700,48201541700,9712,4243,W,21456199,21356895,21456199,21356895,99.91,99.91,100.00,100.00,9712,100.00,100.00,4243,100.00,100.00
48,201,541800,48201541800,5762,2436,W,5106616,5077210,48,201,541800,48201541800,5762,2436,W,5106616,5077210,5106616,5077210,100.00,100.00,100.00,100.00,5762,100.00,100.00,2436,100.00,100.00
48,201,541900,48201541900,6402,2163,W,5563769,5518860,48,201,541900,48201541900,6402,2163,W,5563769,5518860,5563769,5518860,100.00,100.00,100.00,100.00,6402,100.00,100.00,2163,100.00,100.00
48,201,542000,48201542000,15167,4526,W,5398492,5388577,48,201,542000,48201542000,15167,4526,W,5398492,5388577,5398492,5388577,100.00,100.00,100.00,100.00,15167,100.00,100.00,4526,100.00,100.00
48,201,542100,48201542100,32379,9505,P,15453964,15437053,48,201,542101,48201542101,17754,5218,W,9099009,9086429,9099009,9086429,58.88,58.86,100.00,100.00,17754,54.83,100.00,5218,54.90,100.00
48,201,542100,48201542100,32379,9505,P,15453964,15437053,48,201,542102,48201542102,14625,4287,W,6354955,6350624,6354955,6350624,41.12,41.14,100.00,100.00,14625,45.17,100.00,4287,45.10,100.00
48,201,542200,48201542200,16532,4990,W,24005160,23797891,48,201,542200,48201542200,16532,4990,W,24005160,23797891,24005160,23797891,100.00,100.00,100.00,100.00,16532,100.00,100.00,4990,100.00,100.00
48,201,542300,48201542300,18824,5812,P,10511580,10373586,48,201,542301,48201542301,12365,3735,W,5972176,5956720,5972176,5956720,56.82,57.42,100.00,100.00,12365,65.69,100.00,3735,64.26,100.00
