state00,county00,tract00,geoid00,pop00,hu00,part00,area00,arealand00,state10,county10,tract10,geoid10,pop10,hu10,part10,area10,arealand10,areaapt,arealandpt,areapct00pt,arealandpct00pt,areapct10pt,arealandpct10pt,pop10pt,poppct00,poppct10,hu10pt,hupct00,hupct10
48,029,141800,48029141800,4554,1708,P,78641706,72843706,48,029,141700,48029141700,5224,1892,P,51546108,50911206,10023,10023,0.01,0.01,0.02,0.02,0,0.00,0.00,0,0.00,0.00
48,029,141800,48029141800,4554,1708,P,78641706,72843706,48,029,141800,48029141800,4554,1708,P,78643377,72842000,78623026,72833683,99.98,99.99,99.97,99.99,4554,100.00,100.00,1708,100.00,100.00
48,029,141800,48029141800,4554,1708,P,78641706,72843706,48,029,152201,48029152201,8089,2722,P,83574448,82507440,8657,0,0.01,0.00,0.01,0.00,0,0.00,0.00,0,0.00,0.00
48,029,141900,48029141900,5546,2177,W,135445205,120712365,48,029,141900,48029141900,5546,2177,W,135445205,120712365,135445205,120712365,100.00,100.00,100.00,100.00,5546,100.00,100.00,2177,100.00,100.00
48,029,150100,48029150100,5099,1880,W,2530196,2433156,48,029,150100,48029150100,5099,1880,W,2530196,2433156,2530196,2433156,100.00,100.00,100.00,100.00,5099,100.00,100.00,1880,100.00,100.00
48,029,150200,48029150200,1127,665,W,1660778,1614530,48,029,192100,48029192100,2077,1315,P,2963159,2899768,1660778,1614530,100.00,100.00,56.05,55.68,1127,100.00,54.26,665,100.00,50.57
48,029,150300,48029150300,4702,1613,W,3035534,2960042,48,029,150300,48029150300,4702,1613,W,3035534,2960042,3035534,2960042,100.00,100.00,100.00,100.00,4702,100.00,100.00,1613,100.00,100.00
48,029,150400,48029150400,3974,1493,W,1417530,1417530,48,029,150400,48029150400,3974,1493,W,1417530,1417530,1417530,1417530,100.00,100.00,100.00,100.00,3974,100.00,100.00,1493,100.00,100.00
48,029,150501,48029150501,4372,1408,W,1370202,1370202,48,029,150501,48029150501,4372,1408,W,1370202,1370202,1370202,1370202,100.00,100.00,100.00,100.00,4372,100.00,100.00,1408,100.00,100.00
48,029,150502,48029150502,3940,1244,W,1338551,1338551,48,029,150502,48029150502,3940,1244,W,1338551,1338551,1338551,1338551,100.00,100.00,100.00,100.00,3940,100.00,100.00,1244,100.00,100.00
48,029,150600,48029150600,4371,1502,W,1890889,1890889,48,029,150600,48029150600,4371,1502,W,1890889,1890889,1890889,1890889,100.00,100.00,100.00,100.00,4371,100.00,100.00,1502,100.00,100.00
48,029,150700,48029150700,6162,2190,W,2225045,2220834,48,029,150700,48029150700,6162,2190,W,2225045,2220834,2225045,2220834,100.00,100.00,100.00,100.00,6162,100.00,100.00,2190,100.00,100.00
48,029,150800,48029150800,3165,1168,P,4424962,4300736,48,029,150800,48029150800,3165,1168,W,4424728,4300502,4424728,4300502,99.99,99.99,100.00,100.00,3165,100.00,100.00,1168,100.00,100.00
48,029,150800,48029150800,3165,1168,P,4424962,4300736,48,029,150900,48029150900,5913,2288,P,2754411,2754411,234,234,0.01,0.01,0.01,0.01,0,0.00,0.00,0,0.00,0.00
48,029,150900,48029150900,5913,2288,W,2754177,2754177,48,029,150900,48029150900,5913,2288,P,2754411,2754411,2754177,2754177,100.00,100.00,99.99,99.99,5913,100.00,100.00,2288,100.00,100.00
48,029,151000,48029151000,3365,1163,W,1583849,1583849,48,029,151000,48029151000,3365,1163,W,1583849,1583849,1583849,1583849,100.00,100.00,100.00,100.00,3365,100.00,100.00,1163,100.00,100.00
48,029,151100,48029151100,6936,2234,W,3463438,3463438,48,029,151100,48029151100,6936,2234,W,3463438,3463438,3463438,3463438,100.00,100.00,100.00,100.00,6936,100.00,100.00,2234,100.00,100.00
48,029,151200,48029151200,9620,3057,P,7136520,7098461,48,029,151200,48029151200,9620,3057,W,7030317,6992258,7030317,6992258,98.51,98.50,100.00,100.00,9620,100.00,100.00,3057,100.00,100.00
48,029,151200,48029151200,9620,3057,P,7136520,7098461,48,029,161100,48029161100,8623,2630,P,10132953,10116746,106203,106203,1.49,1.50,1.05,1.05,0,0.00,0.00,0,0.00,0.00
48,029,151300,48029151300,8516,2760,P,6843266,6778700,48,029,151301,48029151301,5368,1804,W,3575390,3512445,3575390,3512445,52.25,51.82,100.00,100.00,5368,63.03,100.00,1804,65.36,100.00
48,029,151300,48029151300,8516,2760,P,6843266,6778700,48,029,151302,48029151302,3148,956,W,3267876,3266255,3267876,3266255,47.75,48.18,100.00,100.00,3148,36.97,100.00,956,34.64,100.00
48,029,151400,48029151400,4507,1507,W,1882104,1876991,48,029,151400,48029151400,4507,1507,W,1882104,1876991,1882104,1876991,100.00,100.00,100.00,100.00,4507,100.00,100.00,1507,100.00,100.00
48,029,151500,48029151500,2573,944,W,1950004,1950004,48,029,151500,48029151500,2573,944,W,1950004,1950004,1950004,1950004,100.00,100.00,100.00,100.00,2573,100.00,100.00,944,100.00,100.00
48,029,151600,48029151600,7244,2589,W,3083912,3083912,48,029,151600,48029151600,7244,2589,W,3083912,3083912,3083912,3083912,100.00,100.00,100.00,100.00,7244,100.00,100.00,2589,100.00,100.00
48,029,151700,48029151700,6423,2087,W,6306146,6262087,48,029,151700,48029151700,6423,2087,W,6306146,6262087,6306146,6262087,100.00,100.00,100.00,100.00,6423,100.00,100.00,2087,100.00,100.00
48,029,151800,48029151800,901,349,W,9574704,9446066,48,029,192200,48029192200,1264,512,P,14961966,14825272,9574704,9446066,100.00,100.00,63.99,63.72,901,100.00,71.28,349,100.00,68.16
48,029,151900,48029151900,5113,1771,P,39547247,36262975,48,029,141700,48029141700,5224,1892,P,51546108,50911206,8173,0,0.02,0.00,0.02,0.00,0,0.00,0.00,0,0.00,0.00
48,029,151900,48029151900,5113,1771,P,39547247,36262975,48,029,151900,48029151900,5113,1771,P,39548671,36262975,39539074,36262975,99.98,100.00,99.98,100.00,5113,100.00,100.00,1771,100.00,100.00
48,029,152000,48029152000,1896,617,P,46471454,45681773,48,029,152000,48029152000,1896,617,P,46394744,45605063,46366913,45577232,99.78,99.77,99.94,99.94,1896,100.00,100.00,617,100.00,100.00
48,029,152000,48029152000,1896,617,P,46471454,45681773,48,029,161200,48029161200,2894,979,P,46537949,45759652,104541,104541,0.22,0.23,0.22,0.23,0,0.00,0.00,0,0.00,0.00
48,029,152100,48029152100,6248,2081,W,111887647,111641741,48,029,152100,48029152100,6248,2081,P,111888474,111642568,111887647,111641741,100.00,100.00,100.00,100.00,6248,100.00,100.00,2081,100.00,100.00
48,029,152200,48029152200,12678,4230,P,158777487,157362501,48,029,141800,48029141800,4554,1708,P,78643377,72842000,20351,8317,0.01,0.01,0.03,0.01,0,0.00,0.00,0,0.00,0.00
48,029,152200,48029152200,12678,4230,P,158777487,157362501,48,029,152100,48029152100,6248,2081,P,111888474,111642568,827,827,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00
48,029,152200,48029152200,12678,4230,P,158777487,157362501,48,029,152201,48029152201,8089,2722,P,83574448,82507440,83565791,82507440,52.63,52.43,99.99,100.00,8089,63.80,100.00,2722,64.35,100.00
48,029,152200,48029152200,12678,4230,P,158777487,157362501,48,029,152202,48029152202,4589,1508,W,75190518,74845917,75190518,74845917,47.36,47.56,100.00,100.00,4589,36.20,100.00,1508,35.65,100.00
48,029,160100,48029160100,5794,2006,W,2608304,2492746,48,029,160100,48029160100,5794,2006,W,2608304,2492746,2608304,2492746,100.00,100.00,100.00,100.00,5794,100.00,100.00,2006,100.00,100.00
48,029,160200,48029160200,2676,987,W,1088635,1088635,48,029,160200,48029160200,2676,987,W,1088635,1088635,1088635,1088635,100.00,100.00,100.00,100.00,2676,100.00,100.00,987,100.00,100.00
48,029,160300,48029160300,5228,1872,W,1764365,1764365,48,029,160300,48029160300,5228,1872,W,1764365,1764365,1764365,1764365,100.00,100.00,100.00,100.00,5228,100.00,100.00,1872,100.00,100.00
48,029,160400,48029160400,4557,1602,W,2835674,2835674,48,029,160400,48029160400,4557,1602,W,2835674,2835674,2835674,2835674,100.00,100.00,100.00,100.00,4557,100.00,100.00,1602,100.00,100.00
48,029,160500,48029160500,8213,2617,P,3325735,3325735,48,029,160501,48029160501,4117,1305,W,1380683,1380683,1380683,1380683,41.52,41.52,100.00,100.00,4117,50.13,100.00,1305,49.87,100.00
48,029,160500,48029160500,8213,2617,P,3325735,3325735,48,029,160502,48029160502,4096,1312,W,1945052,1945052,1945052,1945052,58.48,58.48,100.00,100.00,4096,49.87,100.00,1312,50.13,100.00
48,029,160600,48029160600,4899,1550,W,2200796,2200796,48,029,160600,48029160600,4899,1550,W,2200796,2200796,2200796,2200796,100.00,100.00,100.00,100.00,4899,100.00,100.00,1550,100.00,100.00
48,029,160701,48029160701,3392,1064,W,2656471,2656471,48,029,160701,48029160701,3392,1064,W,2656471,2656471,2656471,2656471,100.00,100.00,100.00,100.00,3392,100.00,100.00,1064,100.00,100.00
48,029,160702,48029160702,5314,2211,W,2931074,2931074,48,029,160702,48029160702,5314,2211,W,2931074,2931074,2931074,2931074,100.00,100.00,100.00,100.00,5314,100.00,100.00,2211,100.00,100.00
48,029,160800,48029160800,4,1,W,1552967,1552967,48,029,980002,48029980002,4,1,W,1552967,1552967,1552967,1552967,100.00,100.00,100.00,100.00,4,100.00,100.00,1,100.00,100.00
48,029,160900,48029160900,7728,2620,P,5074603,5074175,48,029,160901,48029160901,3164,1099,W,2483737,2483737,2483737,2483737,48.94,48.95,100.00,100.00,3164,40.94,100.00,1099,41.95,100.00
48,029,160900,48029160900,7728,2620,P,5074603,5074175,48,029,160902,48029160902,4564,1521,W,2590866,2590438,2590866,2590438,51.06,51.05,100.00,100.00,4564,59.06,100.00,1521,58.05,100.00
48,029,161000,48029161000,3898,1343,W,7430943,7390346,48,029,161000,48029161000,3898,1343,W,7430943,7390346,7430943,7390346,100.00,100.00,100.00,100.00,3898,100.00,100.00,1343,100.00,100.00
48,029,161100,48029161100,8623,2630,W,10015700,9999493,48,029,161100,48029161100,8623,2630,P,10132953,10116746,10015700,9999493,100.00,100.00,98.84,98.84,8623,100.00,100.00,2630,100.00,100.00
48,029,161200,48029161200,2894,979,P,46461239,45682942,48,029,152000,48029152000,1896,617,P,46394744,45605063,27831,27831,0.06,0.06,0.06,0.06,0,0.00,0.00,0,0.00,0.00
48,029,161200,48029161200,2894,979,P,46461239,45682942,48,029,161200,48029161200,2894,979,P,46537949,45759652,46433408,45655111,99.94,99.94,99.78,99.77,2894,100.00,100.00,979,100.00,100.00
48,029,161301,48029161301,8793,2379,P,7745789,7718039,48,029,161100,48029161100,8623,2630,P,10132953,10116746,11050,11050,0.14,0.14,0.11,0.11,0,0.00,0.00,0,0.00,0.00
48,029,161301,48029161301,8793,2379,P,7745789,7718039,48,029,161303,48029161303,4503,1175,W,1183190,1183190,1183190,1183190,15.28,15.33,100.00,100.00,4503,51.21,100.00,1175,49.39,100.00
48,029,161301,48029161301,8793,2379,P,7745789,7718039,48,029,161304,48029161304,4290,1204,W,6551549,6523799,6551549,6523799,84.58,84.53,100.00,100.00,4290,48.79,100.00,1204,50.61,100.00
48,029,161302,48029161302,5889,1522,W,3435647,3411583,48,029,161302,48029161302,5889,1522,W,3435647,3411583,3435647,3411583,100.00,100.00,100.00,100.00,5889,100.00,100.00,1522,100.00,100.00
48,029,161401,48029161401,9954,246,P,11195959,11195959,48,029,161400,48029161400,9945,244,P,11135722,11135722,11112662,11112662,99.26,99.26,99.79,99.79,9945,99.91,100.00,244,99.19,100.00
48,029,161401,48029161401,9954,246,P,11195959,11195959,48,029,161600,48029161600,3958,1345,P,6462579,6455480,83297,83297,0.74,0.74,1.29,1.29,9,0.09,0.23,2,0.81,0.15
48,029,161402,48029161402,301,406,W,14477824,14434844,48,029,980100,48029980100,301,406,W,14477824,14434844,14477824,14434844,100.00,100.00,100.00,100.00,301,100.00,100.00,406,100.00,100.00
48,029,161501,48029161501,7656,3064,P,4052960,4052960,48,029,161400,48029161400,9945,244,P,11135722,11135722,4109,4109,0.10,0.10,0.04,0.04,0,0.00,0.00,0,0.00,0.00
48,029,161501,48029161501,7656,3064,P,4052960,4052960,48,029,161501,48029161501,7656,3064,W,4048851,4048851,4048851,4048851,99.90,99.90,100.00,100.00,7656,100.00,100.00,3064,100.00,100.00
48,029,161502,48029161502,8242,2496,P,4647083,4484454,48,029,161503,48029161503,3901,1207,W,2331260,2331260,2331260,2331260,50.17,51.99,100.00,100.00,3901,47.33,100.00,1207,48.36,100.00
48,029,161502,48029161502,8242,2496,P,4647083,4484454,48,029,161504,48029161504,4341,1289,W,2315823,2153194,2315823,2153194,49.83,48.01,100.00,100.00,4341,52.67,100.00,1289,51.64,100.00
48,029,161600,48029161600,3949,1343,P,6398233,6391134,48,029,161400,48029161400,9945,244,P,11135722,11135722,18951,18951,0.30,0.30,0.17,0.17,0,0.00,0.00,0,0.00,0.00
48,029,161600,48029161600,3949,1343,P,6398233,6391134,48,029,161600,48029161600,3958,1345,P,6462579,6455480,6379282,6372183,99.70,99.70,98.71,98.71,3949,100.00,99.77,1343,100.00,99.85
48,029,161700,48029161700,1802,439,W,15629859,15623863,48,029,980003,48029980003,1802,439,W,15629859,15623863,15629859,15623863,100.00,100.00,100.00,100.00,1802,100.00,100.00,439,100.00,100.00
48,029,161800,48029161800,9345,2921,P,24492552,24233155,48,029,161801,48029161801,4028,1275,W,2216955,2208972,2216955,2208972,9.05,9.12,100.00,100.00,4028,43.10,100.00,1275,43.65,100.00
48,029,161800,48029161800,9345,2921,P,24492552,24233155,48,029,161802,48029161802,5319,1647,P,22337747,22086333,22275597,22024183,90.95,90.88,99.72,99.72,5317,56.90,99.96,1646,56.35,99.94
48,029,161900,48029161900,10375,2915,P,145831144,143440737,48,029,161802,48029161802,5319,1647,P,22337747,22086333,62150,62150,0.04,0.04,0.28,0.28,2,0.02,0.04,1,0.03,0.06
48,029,161900,48029161900,10375,2915,P,145831144,143440737,48,029,161901,48029161901,1341,501,W,20647765,20159698,20647765,20159698,14.16,14.05,100.00,100.00,1341,12.93,100.00,501,17.19,100.00
48,029,161900,48029161900,10375,2915,P,145831144,143440737,48,029,161902,48029161902,9032,2413,P,125122379,123220039,125121229,123218889,85.80,85.90,100.00,100.00,9032,87.06,100.00,2413,82.78,100.00
48,029,162001,48029162001,2243,809,P,46972841,46469086,48,029,162001,48029162001,2243,809,W,46920406,46416651,46920406,46416651,99.89,99.89,100.00,100.00,2243,100.00,100.00,809,100.00,100.00
48,029,162001,48029162001,2243,809,P,46972841,46469086,48,029,162004,48029162004,4182,1365,P,55117206,54514417,52435,52435,0.11,0.11,0.10,0.10,0,0.00,0.00,0,0.00,0.00
48,029,162002,48029162002,9506,3216,P,100494394,99786299,48,029,161902,48029161902,9032,2413,P,125122379,123220039,1150,1150,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00
48,029,162002,48029162002,9506,3216,P,100494394,99786299,48,029,162003,48029162003,5324,1851,W,45428473,45323167,45428473,45323167,45.20,45.42,100.00,100.00,5324,56.01,100.00,1851,57.56,100.00
48,029,162002,48029162002,9506,3216,P,100494394,99786299,48,029,162004,48029162004,4182,1365,P,55117206,54514417,55064771,54461982,54.79,54.58,99.90,99.90,4182,43.99,100.00,1365,42.44,100.00
48,029,170101,48029170101,3839,1297,P,1222045,1148410,48,029,110700,48029110700,1398,695,P,983531,983531,29526,29526,2.42,2.57,3.00,3.00,0,0.00,0.00,0,0.00,0.00
48,029,170101,48029170101,3839,1297,P,1222045,1148410,48,029,170101,48029170101,3839,1297,P,1196530,1122895,1192519,1118884,97.58,97.43,99.66,99.64,3839,100.00,100.00,1297,100.00,100.00
48,029,170102,48029170102,3796,1364,W,1213114,1113212,48,029,170102,48029170102,3796,1364,P,1228187,1113212,1213114,1113212,100.00,100.00,98.77,100.00,3796,100.00,100.00,1364,100.00,100.00
48,029,170200,48029170200,5382,1920,W,1730790,1730790,48,029,170200,48029170200,5382,1920,W,1730790,1730790,1730790,1730790,100.00,100.00,100.00,100.00,5382,100.00,100.00,1920,100.00,100.00
48,029,170300,48029170300,6299,1975,W,2027096,1860332,48,029,170300,48029170300,6299,1975,P,2027143,1860332,2027096,1860332,100.00,100.00,100.00,100.00,6299,100.00,100.00,1975,100.00,100.00
48,029,170401,48029170401,4634,1606,P,1348435,1300023,48,029,170401,48029170401,4634,1606,W,1347180,1298768,1347180,1298768,99.91,99.90,100.00,100.00,4634,100.00,100.00,1606,100.00,100.00
48,029,170401,48029170401,4634,1606,P,1348435,1300023,48,029,170700,48029170700,4870,1572,P,1861299,1810080,1255,1255,0.09,0.10,0.07,0.07,0,0.00,0.00,0,0.00,0.00
48,029,170402,48029170402,5197,1711,W,1552463,1552463,48,029,170402,48029170402,5197,1711,W,1552463,1552463,1552463,1552463,100.00,100.00,100.00,100.00,5197,100.00,100.00,1711,100.00,100.00
48,029,170500,48029170500,4585,1739,P,2357552,2115999,48,029,170500,48029170500,4585,1739,W,2294200,2052647,2294200,2052647,97.31,97.01,100.00,100.00,4585,100.00,100.00,1739,100.00,100.00
48,029,170500,48029170500,4585,1739,P,2357552,2115999,48,029,190100,48029190100,3755,1689,P,1650095,1650095,63352,63352,2.69,2.99,3.84,3.84,0,0.00,0.00,0,0.00,0.00
48,029,170600,48029170600,4628,1641,W,1942370,1942370,48,029,170600,48029170600,4628,1641,W,1942370,1942370,1942370,1942370,100.00,100.00,100.00,100.00,4628,100.00,100.00,1641,100.00,100.00
48,029,170700,48029170700,4870,1572,W,1860044,1808825,48,029,170700,48029170700,4870,1572,P,1861299,1810080,1860044,1808825,100.00,100.00,99.93,99.93,4870,100.00,100.00,1572,100.00,100.00
48,029,170800,48029170800,1568,549,W,1025980,942823,48,029,170800,48029170800,1568,549,W,1025980,942823,1025980,942823,100.00,100.00,100.00,100.00,1568,100.00,100.00,549,100.00,100.00
48,029,170900,48029170900,4324,1326,P,1858408,1844414,48,029,170300,48029170300,6299,1975,P,2027143,1860332,47,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00
48,029,170900,48029170900,4324,1326,P,1858408,1844414,48,029,170900,48029170900,4324,1326,W,1858361,1844414,1858361,1844414,100.00,100.00,100.00,100.00,4324,100.00,100.00,1326,100.00,100.00
48,029,171000,48029171000,5472,1811,W,1539348,1539348,48,029,171000,48029171000,5472,1811,P,1539933,1539933,1539348,1539348,100.00,100.00,99.96,99.96,5472,100.00,100.00,1811,100.00,100.00
48,029,171100,48029171100,3720,1254,W,1847465,1847465,48,029,171100,48029171100,3720,1254,W,1847465,1847465,1847465,1847465,100.00,100.00,100.00,100.00,3720,100.00,100.00,1254,100.00,100.00
48,029,171200,48029171200,4384,1353,P,2342832,2334431,48,029,171000,48029171000,5472,1811,P,1539933,1539933,585,585,0.02,0.03,0.04,0.04,0,0.00,0.00,0,0.00,0.00
48,029,171200,48029171200,4384,1353,P,2342832,2334431,48,029,171200,48029171200,4384,1353,W,2342247,2333846,2342247,2333846,99.98,99.97,100.00,100.00,4384,100.00,100.00,1353,100.00,100.00
48,029,171300,48029171300,7925,2141,P,3000311,3000311,48,029,171301,48029171301,2906,925,W,1126423,1126423,1126423,1126423,37.54,37.54,100.00,100.00,2906,36.67,100.00,925,43.20,100.00
48,029,171300,48029171300,7925,2141,P,3000311,3000311,48,029,171302,48029171302,5019,1216,W,1873888,1873888,1873888,1873888,62.46,62.46,100.00,100.00,5019,63.33,100.00,1216,56.80,100.00
48,029,171400,48029171400,9717,2934,P,4085365,4061975,48,029,171401,48029171401,4284,1304,W,1958644,1944799,1958644,1944799,47.94,47.88,100.00,100.00,4284,44.09,100.00,1304,44.44,100.00
48,029,171400,48029171400,9717,2934,P,4085365,4061975,48,029,171402,48029171402,5433,1630,W,2126721,2117176,2126721,2117176,52.06,52.12,100.00,100.00,5433,55.91,100.00,1630,55.56,100.00
48,029,171500,48029171500,7677,2513,P,3587557,3587557,48,029,171501,48029171501,2846,890,W,1574236,1574236,1574236,1574236,43.88,43.88,100.00,100.00,2846,37.07,100.00,890,35.42,100.00
48,029,171500,48029171500,7677,2513,P,3587557,3587557,48,029,171502,48029171502,4831,1623,W,2013321,2013321,2013321,2013321,56.12,56.12,100.00,100.00,4831,62.93,100.00,1623,64.58,100.00
48,029,171600,48029171600,7597,2257,P,11267239,11175880,48,029,171601,48029171601,4462,1321,W,3117898,3062618,3117898,3062618,27.67,27.40,100.00,100.00,4462,58.73,100.00,1321,58.53,100.00
48,029,171600,48029171600,7597,2257,P,11267239,11175880,48,029,171602,48029171602,3135,936,W,8149341,8113262,8149341,8113262,72.33,72.60,100.00,100.00,3135,41.27,100.00,936,41.47,100.00
48,029,171700,48029171700,7520,2631,W,10667589,10634969,48,029,171700,48029171700,7520,2631,W,10667589,10634969,10667589,10634969,100.00,100.00,100.00,100.00,7520,100.00,100.00,2631,100.00,100.00
48,029,171801,48029171801,5443,1982,W,2220714,2220714,48,029,171801,48029171801,5443,1982,W,2220714,2220714,2220714,2220714,100.00,100.00,100.00,100.00,5443,100.00,100.00,1982,100.00,100.00
48,029,171802,48029171802,6328,2298,W,2530612,2524782,48,029,171802,48029171802,6328,2298,W,2530612,2524782,2530612,2524782,100.00,100.00,100.00,100.00,6328,100.00,100.00,2298,100.00,100.00
48,029,171902,48029171902,9551,4231,W,7558536,7500432,48,029,171902,48029171902,9551,4231,W,7558536,7500432,7558536,7500432,100.00,100.00,100.00,100.00,9551,100.00,100.00,4231,100.00,100.00
48,029,171903,48029171903,6626,2486,W,3114167,3112655,48,029,171903,48029171903,6626,2486,W,3114167,3112655,3114167,3112655,100.00,100.00,100.00,100.00,6626,100.00,100.00,2486,100.00,100.00
48,029,171906,48029171906,13624,4918,P,11594839,11551705,48,029,171917,48029171917,8439,2752,W,3114441,3113319,3114441,3113319,26.86,26.95,100.00,100.00,8439,61.94,100.00,2752,55.96,100.00
48,029,171906,48029171906,13624,4918,P,11594839,11551705,48,029,171918,48029171918,5185,2166,W,8480398,8438386,8480398,8438386,73.14,73.05,100.00,100.00,5185,38.06,100.00,2166,44.04,100.00
48,029,171907,48029171907,12012,3720,P,7991067,7956344,48,029,171919,48029171919,3201,1014,W,2072436,2070141,2072436,2070141,25.93,26.02,100.00,100.00,3201,26.65,100.00,1014,27.26,100.00
48,029,171907,48029171907,12012,3720,P,7991067,7956344,48,029,171920,48029171920,8811,2706,W,5918631,5886203,5918631,5886203,74.07,73.98,100.00,100.00,8811,73.35,100.00,2706,72.74,100.00
48,029,171908,48029171908,9665,3019,P,5164495,5148699,48,029,171921,48029171921,6024,1927,W,2278768,2276702,2278768,2276702,44.12,44.22,100.00,100.00,6024,62.33,100.00,1927,63.83,100.00
48,029,171908,48029171908,9665,3019,P,5164495,5148699,48,029,171922,48029171922,3641,1092,W,2885727,2871997,2885727,2871997,55.88,55.78,100.00,100.00,3641,37.67,100.00,1092,36.17,100.00
48,029,171909,48029171909,9003,2914,P,6607970,6581223,48,029,171915,48029171915,2284,732,W,1044345,1027173,1044345,1027173,15.80,15.61,100.00,100.00,2284,25.37,100.00,732,25.12,100.00
48,029,171909,48029171909,9003,2914,P,6607970,6581223,48,029,171916,48029171916,6719,2182,W,5563625,5554050,5563625,5554050,84.20,84.39,100.00,100.00,6719,74.63,100.00,2182,74.88,100.00
48,029,171910,48029171910,10690,3430,P,3672442,3667527,48,029,171913,48029171913,5322,1733,W,1643005,1643005,1643005,1643005,44.74,44.80,100.00,100.00,5322,49.78,100.00,1733,50.52,100.00
48,029,171910,48029171910,10690,3430,P,3672442,3667527,48,029,171914,48029171914,5368,1697,W,2029437,2024522,2029437,2024522,55.26,55.20,100.00,100.00,5368,50.22,100.00,1697,49.48,100.00
48,029,171911,48029171911,20987,8271,P,12950794,12916278,48,029,171923,48029171923,7442,3001,W,3725073,3725073,3725073,3725073,28.76,28.84,100.00,100.00,7442,35.46,100.00,3001,36.28,100.00
48,029,171911,48029171911,20987,8271,P,12950794,12916278,48,029,171924,48029171924,4301,1886,W,4703857,4678886,4703857,4678886,36.32,36.22,100.00,100.00,4301,20.49,100.00,1886,22.80,100.00
48,029,171911,48029171911,20987,8271,P,12950794,12916278,48,029,171925,48029171925,9244,3384,W,4521864,4512319,4521864,4512319,34.92,34.94,100.00,100.00,9244,44.05,100.00,3384,40.91,100.00
48,029,171912,48029171912,6197,1955,W,8416436,8415874,48,029,171912,48029171912,6197,1955,W,8416436,8415874,8416436,8415874,100.00,100.00,100.00,100.00,6197,100.00,100.00,1955,100.00,100.00
48,029,172001,48029172001,28440,9543,P,85353713,85287315,48,029,172003,48029172003,6176,1935,W,3388071,3388071,3388071,3388071,3.97,3.97,100.00,100.00,6176,21.72,100.00,1935,20.28,100.00
48,029,172001,48029172001,28440,9543,P,85353713,85287315,48,029,172004,48029172004,2495,1004,W,23536834,23488460,23536834,23488460,27.58,27.54,100.00,100.00,2495,8.77,100.00,1004,10.52,100.00
48,029,172001,48029172001,28440,9543,P,85353713,85287315,48,029,172005,48029172005,3532,1308,W,5861974,5861605,5861974,5861605,6.87,6.87,100.00,100.00,3532,12.42,100.00,1308,13.71,100.00
48,029,172001,48029172001,28440,9543,P,85353713,85287315,48,029,172006,48029172006,6698,2263,W,36868895,36856281,36868895,36856281,43.20,43.21,100.00,100.00,6698,23.55,100.00,2263,23.71,100.00
48,029,172001,48029172001,28440,9543,P,85353713,85287315,48,029,172007,48029172007,9539,3033,W,15697939,15692898,15697939,15692898,18.39,18.40,100.00,100.00,9539,33.54,100.00,3033,31.78,100.00
48,029,172002,48029172002,8032,2857,W,55850026,55727268,48,029,172002,48029172002,8032,2857,W,55850026,55727268,55850026,55727268,100.00,100.00,100.00,100.00,8032,100.00,100.00,2857,100.00,100.00
48,029,180100,48029180100,6898,3055,P,3493587,3471968,48,029,180101,48029180101,5023,2126,W,2444031,2422412,2444031,2422412,69.96,69.77,100.00,100.00,5023,72.82,100.00,2126,69.59,100.00
48,029,180100,48029180100,6898,3055,P,3493587,3471968,48,029,180102,48029180102,1875,929,W,1049556,1049556,1049556,1049556,30.04,30.23,100.00,100.00,1875,27.18,100.00,929,30.41,100.00
48,029,180201,48029180201,5040,2076,W,2000669,2000669,48,029,180201,48029180201,5040,2076,W,2000669,2000669,2000669,2000669,100.00,100.00,100.00,100.00,5040,100.00,100.00,2076,100.00,100.00
48,029,180202,48029180202,5359,2596,W,1995405,1995405,48,029,180202,48029180202,5359,2596,W,1995405,1995405,1995405,1995405,100.00,100.00,100.00,100.00,5359,100.00,100.00,2596,100.00,100.00
48,029,180300,48029180300,4462,1624,W,2664824,2664824,48,029,180300,48029180300,4462,1624,W,2664824,2664824,2664824,2664824,100.00,100.00,100.00,100.00,4462,100.00,100.00,1624,100.00,100.00
48,029,180400,48029180400,4296,1593,W,2181669,2181669,48,029,180400,48029180400,4296,1593,W,2181669,2181669,2181669,2181669,100.00,100.00,100.00,100.00,4296,100.00,100.00,1593,100.00,100.00
48,029,180501,48029180501,4536,1988,W,3152711,3152711,48,029,180501,48029180501,4536,1988,W,3152711,3152711,3152711,3152711,100.00,100.00,100.00,100.00,4536,100.00,100.00,1988,100.00,100.00
48,029,180503,48029180503,4416,1352,W,1869708,1802500,48,029,180503,48029180503,4416,1352,W,1869708,1802500,1869708,1802500,100.00,100.00,100.00,100.00,4416,100.00,100.00,1352,100.00,100.00
48,029,180504,48029180504,4491,1334,W,1743989,1675490,48,029,180504,48029180504,4491,1334,W,1743989,1675490,1743989,1675490,100.00,100.00,100.00,100.00,4491,100.00,100.00,1334,100.00,100.00
48,029,180601,48029180601,7412,3038,P,4728704,4728704,48,029,180603,48029180603,1946,768,W,941191,941191,941191,941191,19.90,19.90,100.00,100.00,1946,26.25,100.00,768,25.28,100.00
